INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443318,0,204.40,R,JSJ Supported Living Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443320,0,156.80,R,JSJ Supported Living Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443225,0,843.57,R,Penpergwm House Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,191.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,299.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,"1,704.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,"1,289.12",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,276.28,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443228,0,125.00,R,Penpergwm House Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443053,0,52.47,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,10441929,0,59.82,R,Shaw Healthcare (Community Services) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,440.84,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,213.12,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,120.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,414.28,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,683.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,"1,311.56",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,365.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,12/05/2015,307990,0,412.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,12/05/2015,307990,0,193.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,12/05/2015,307990,0,60.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,12/05/2015,307990,0,60.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,12/05/2015,307990,0,27.90,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,26/05/2015,308039,0,332.64,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443391,0,"4,485.60",R,Care Management Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,05/05/2015,307973,0,51.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,05/05/2015,307973,0,51.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,05/05/2015,307972,0,573.65,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,05/05/2015,307972,0,193.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,05/05/2015,307972,0,9.90,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,19/05/2015,308013,0,51.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,19/05/2015,308013,0,297.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,19/05/2015,308013,0,147.43,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,19/05/2015,308013,0,60.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,19/05/2015,308013,0,60.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443055,0,"4,068.37",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443205,0,"1,912.71",R,Penpergwm House Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,29/05/2015,10443142,0,135.00,R,Penpergwm House Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,10441955,0,891.00,R,Sally Lynch Community Care Enterprises Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,10441933,0,334.96,R,Shaw Healthcare (Community Services) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/05/2015,10440605,0,"1,350.56",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,172.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,86.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,22/05/2015,308021,0,"5,107.12",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10439261,0,121.80,R,Stepping Stones Care Services (South Wales) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440396,0,"1,952.00",R,Cantref Homes Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440419,0,"1,741.60",R,Bedwelty Park Residential Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"1,944.00",R,Milkwood Care Ltd T/A Ganarew House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10434591,0,"1,098.90",R,Priory Education Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,15/05/2015,10440587,0,980.00,R,Gibraltar House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,19/05/2015,10441589,0,"1,960.00",R,Adriana Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"1,968.00",R,Castle Court (WHL) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"2,144.00",R,Castle Court (WHL) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"1,968.00",R,Castle Court (WHL) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"1,968.00",R,Castle Court (WHL) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"4,800.00",R,Eriskay Residential Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10443366,0,"5,134.00",R,The Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442829,0,"6,928.32",R,Nas Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,01/05/2015,10438812,0,"4,848.00",R,Eriskay Residential Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,19/05/2015,10441594,0,"3,177.60",R,The Home Farm Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,19/05/2015,10441554,0,"1,150.00",R,Belmont House Res Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,19/05/2015,10441553,0,972.00,R,Belmont House Res Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,19/05/2015,10441553,0,"1,028.00",R,Belmont House Res Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"2,056.00",R,Dreamcare Homes Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,308024,0,"1,900.00",R,Milkwood Care Ltd T/A Ganarew House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442937,0,109.43,R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442982,0,109.43,R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442976,0,109.43,R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,29/05/2015,10442852,0,"4,609.64",R,Redlands (Priory Group),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440398,0,"1,880.00",R,Oaklands Residential Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440398,0,"1,840.00",R,Oaklands Residential Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,12/05/2015,10440409,0,"1,982.57",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,10442020,0,"2,080.00",R,Belmont House Res Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,22/05/2015,10442016,0,"1,581.90",R,Bryngwyn Road (Priory Group),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,08/05/2015,10439666,0,"1,982.57",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,08/05/2015,10439660,0,"2,153.25",R,Four Seasons Health Care (The Rookery),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,01/05/2015,10438811,0,928.57,R,Dreamcare Homes Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,22/05/2015,308024,0,"1,103.57",R,Glaslyn Retirement Home Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,29/05/2015,10443273,0,"5,157.04",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,08/05/2015,10439664,0,"1,959.43",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,08/05/2015,10439665,0,"1,959.43",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,22/05/2015,308024,0,809.29,R,Glaslyn Retirement Home Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,29/05/2015,10442836,0,"2,275.00",R,Plasgeller  Care Home Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,15/05/2015,10440586,0,"1,016.00",R,Gibraltar House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Nursing.,,15/05/2015,10440586,0,"1,034.00",R,Gibraltar House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Domestic Care,,22/05/2015,308021,0,"1,944.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,19/05/2015,10440602,0,"1,500.00",R,Cariad Fostering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,01/05/2015,10437771,0,"2,954.11",R,Pathway Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,01/05/2015,10437754,0,"5,107.72",R,Pathway Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,01/05/2015,10437312,0,"5,409.50",R,Foster Care Associates Limited (FCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Standards,Additional Learning Needs,Children & Young People,Third Party Payments,Third Party,Placement Fees,,29/05/2015,10440365,0,"13,726.33",R,Talocher School Priory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Standards,Additional Learning Needs,Children & Young People,Third Party Payments,Third Party,Placement Fees,,19/05/2015,10437878,0,"3,300.00",R,Oakview Estates Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Respite Care,,29/05/2015,10443342,0,76.00,R,Pathway Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Third Party Payments,Third Party,School Music Service,,08/05/2015,10439427,80034415,206.66,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Third Party Payments,Third Party,School Meal Service,,12/05/2015,10440016,0,"2,125.00",R,Accuro Catering Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,29/05/2015,10442120,80034575,195.00,R,George Youngs Coaches Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Waste & Street Scene,Waste and Street Services,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,29/05/2015,10442311,0,563.00,R,Gullivers Truck Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Waste & Street Scene,Waste and Street Services,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,29/05/2015,10442309,0,563.00,R,Gullivers Truck Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,01/05/2015,10437837,0,"1,240.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441169,0,"1,080.00",R,Jmc Monmouth Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,12/05/2015,10439746,0,460.00,R,Julian's Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440825,0,"1,204.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440813,0,227.50,R,Denzil Davies Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440893,0,637.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441093,0,"1,050.00",R,J.L.D Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441162,0,"2,660.00",R,Jmc Monmouth Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440896,0,"2,551.22",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,12/05/2015,10440180,0,"5,460.00",R,Capitol Hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441167,0,"3,080.00",R,Jmc Monmouth Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441172,0,"1,300.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440901,0,"1,530.00",R,G & H Minibus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10441158,0,"1,430.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,19/05/2015,10440772,0,780.00,R,Gullivers Truck Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
