Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,442.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,127.42
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,221.20
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,538.46
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,308.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,96.32
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,96.32
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,170.79
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,159.99
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,185.64
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,454.75
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,275.92
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,128.80
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,538.46
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,257.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,442.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,371.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,371.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,97.90
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,99.47
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,63.45
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,50.00
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,167.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,63.45
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,87.90
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,75.00
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,28.14
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,74.03
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,255.21
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,257.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,102.55
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,67.73
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,84.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,199.25
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,112.37
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,08/05/2017,94.31
