Newcastle City Council Invoices over £250 paid in July 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41484,NORTHUMBRIA HEALTHCARE NHS TRUST,5949564,Revenue,1V307,Vehicle Salary Sacrifice     K,298.42 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41484,NORTHUMBRIA HEALTHCARE NHS TRUST,5949565,Revenue,1V307,Vehicle Salary Sacrifice     K,298.42 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41484,NORTHUMBRIA HEALTHCARE NHS TRUST,5949567,Revenue,1V307,Vehicle Salary Sacrifice     K,467.36 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41484,NORTHUMBRIA HEALTHCARE NHS TRUST,5949568,Revenue,1V307,Vehicle Salary Sacrifice     K,546.75 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5949569,Revenue,1V307,Vehicle Salary Sacrifice     K,253.05 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5949570,Revenue,1V307,Vehicle Salary Sacrifice     K,253.05 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5949573,Revenue,1V307,Vehicle Salary Sacrifice     K,319.32 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41484,NORTHUMBRIA HEALTHCARE NHS TRUST,5949574,Revenue,1V307,Vehicle Salary Sacrifice     K,319.32 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5949575,Revenue,1V307,Vehicle Salary Sacrifice     K,363.50 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5949576,Revenue,1V307,Vehicle Salary Sacrifice     K,338.30 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5952242,Revenue,1V307,Vehicle Salary Sacrifice     K,"5,138.68 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5952243,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,536.75 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5952245,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,932.35 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5952248,Revenue,1V307,Vehicle Salary Sacrifice     K,"5,759.88 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5952250,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,383.15 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5952252,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,405.67 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41484,NORTHUMBRIA HEALTHCARE NHS TRUST,5952254,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,867.59 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5952258,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,111.45 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41484,NORTHUMBRIA HEALTHCARE NHS TRUST,5952259,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,600.80 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5952260,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,281.76 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,15/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5930869,Revenue,1V307,Vehicle Salary Sacrifice     K,769.33 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41470,NORTHUMBRIA HEALTHCARE NHS TRUST,5930913,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,081.46 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,15/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5936541,Revenue,1V307,Vehicle Salary Sacrifice     K,450.00 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,41470,NORTHUMBRIA HEALTHCARE NHS TRUST,5936542,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,707.29 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,15/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5936543,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,148.12 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,26/07/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5949577,Revenue,1V307,Vehicle Salary Sacrifice     K,338.50 ,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,09/07/2013,NORTHUMBRIA POLICE,5935094,Revenue,1ML09,PH - Drugs and alcohol       M,"9,692.20 ",,,,,,,,,,,
Chief Executives,CD - Safe Newcastle Unit         ,Supplies & Services,41480,NORTHUMBRIA POLICE FORCE,5950900,Revenue,1VP23,Domestic Violence Grant Aid  F,"10,000.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,09/07/2013,NORTHUMBRIA PROBATION SERVICE,5935105,Revenue,1ML09,PH - Drugs and alcohol       M,"13,007.40 ",,,,,,,,,,,
HRA,HRA Planning QS            ,Premises,41474,NORTHUMBRIAN ROADS LTD,5930178,Revenue,1HE01,HRA NHD Mngmnt - Citywide    H,"19,003.48 ",,,,,,,,,,,
Environment & Regeneration,E & R School Meals                     ,Supplies & Services,41484,NORTHUMBRIAN SANDWICH COMPANY,5948851,Revenue,1KF13,BANQUETING EXTERNAL CATERING K,"1,210.00 ",,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Premises,12/07/2013,NORTHUMBRIAN WATER,5937511,Revenue,1DF71,High Bridge Studios & GalleryM,500.78 ,,,,,,,,,,,
Childrens Services,Educ Newbiggin S/Start     ,Premises,41484,NORTHUMBRIAN WATER,5953459,Revenue,1EEJ7,Newburn Childrens Centre     E,658.14 ,,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Premises,41460,NORTHUMBRIAN WATER LIMITED,5925159,Revenue,1DV10,Anderson House               F,600.19 ,,,,,,,,,,,
Environment & Regeneration,NS: Energy              ,Premises,41479,NORTHUMBRIAN WATER LIMITED,5949075,Revenue,3KS01,Water Utilities Control      K,"129,194.10 ",,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,02/07/2013,NORWOOD RAVENSWOOD SERVICES LTD,5926911,Revenue,1MK60,Ind Day Care LD              M,"1,455.04 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,NORWOOD RAVENSWOOD SERVICES LTD,5926870,Revenue,1MK20,Ind Res Care LD              M,-311.40 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,NORWOOD RAVENSWOOD SERVICES LTD,5956142,Revenue,1MK20,Ind Res Care LD              M,-311.40 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,NORWOOD RAVENSWOOD SERVICES LTD,5926870,Revenue,1MK20,Ind Res Care LD              M,"3,860.40 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,NORWOOD RAVENSWOOD SERVICES LTD,5956142,Revenue,1MK20,Ind Res Care LD              M,"3,860.40 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41465,NOSTALGIA FIREPLACES LTD,5935596,Revenue,3KIMD,Other Stores Stock Account   K,"1,500.00 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41480,NTA MONITOR LTD,5932142,Revenue,1CM00,IT MANAGEMENT & ADMIN        C,"4,500.00 ",,,,,,,,,,,
Adult & Culture,AS - Learning City         ,Supplies & Services,29/07/2013,NTE LTD,5953398,Revenue,1EA34,Skills For Life FE Resources M,281.20 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,41485,NUFINS LTD,5952098,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,416.00 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,41485,NUFINS LTD,5955363,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,416.00 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,41484,NUFINS LTD,5953371,Revenue,3KIMF,Highways Stock Account       K,"1,136.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,29/07/2013,NUFINS LTD,5953467,Revenue,3KIMF,Highways Stock Account       K,"1,136.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,18/07/2013,NUFINS LTD,5943404,Revenue,3KIMF,Highways Stock Account       K,852.00 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,18/07/2013,NUFINS LTD,5943591,Revenue,3KIMF,Highways Stock Account       K,852.00 ,,,,,,,,,,,
Childrens Services,Educ School Planning    ,Supplies & Services,41478,NUNSMOOR CENTRE TRUST,5947943,Revenue,1EEP1,Short Breaks                 E,"47,500.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,OAK LODGE,5926777,Revenue,1MK20,Ind Res Care LD              M,-338.20 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,OAK LODGE,5956035,Revenue,1MK20,Ind Res Care LD              M,"-1,574.10 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,OAK LODGE,5926777,Revenue,1MK20,Ind Res Care LD              M,"2,244.40 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,OAK LODGE,5956035,Revenue,1MK20,Ind Res Care LD              M,"2,244.40 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,OAKLANDS,5926792,Revenue,1MK20,Ind Res Care LD              M,"6,347.12 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,OAKLANDS,5926792,Revenue,1MM20,Ind Res Care MH              M,"6,347.12 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,OAKLANDS,5956051,Revenue,1MK20,Ind Res Care LD              M,"6,347.12 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,OAKLANDS,5956051,Revenue,1MM20,Ind Res Care MH              M,"6,347.12 ",,,,,,,,,,,
Environment & Regeneration,NS: Admin & Finance        ,Premises,41460,OBRIEN DEMOLITION,5931304,Revenue,1KEWB,Newington Road West Depot    K,"63,000.00 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41456,OCE FINANCE,5925315,Revenue,1CP17,DIGITAL PRINTING             C,"24,694.34 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41471,OCE FINANCE,5932225,Revenue,1CP60,OCE MFD RECHARGES            C,"1,735.07 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41471,OCE FINANCE,5932226,Revenue,1CP60,OCE MFD RECHARGES            C,"3,977.05 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41471,OCE FINANCE,5932227,Revenue,1CP60,OCE MFD RECHARGES            C,"9,121.55 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41474,OCE FINANCE,5885081,Revenue,1CP60,OCE MFD RECHARGES            C,364.68 ,,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41474,OCE FINANCE,5887819,Revenue,1CP60,OCE MFD RECHARGES            C,364.68 ,,,,,,,,,,,
City Services,Invoice,Supplies & Services,41474,OCE FINANCE,5932337,Revenue,1CP60,OCE MFD RECHARGES            C,"14,123.71 ",,,,,,,,,,,
City Services,CD - Corporate Procurement       ,Supplies & Services,19/07/2013,OCE FINANCE,5932233,Revenue,1CP60,OCE MFD RECHARGES            C,"1,591.46 ",,,,,,,,,,,
City Services,CD - Corporate Procurement       ,Supplies & Services,19/07/2013,OCE FINANCE,5932336,Revenue,1CP60,OCE MFD RECHARGES            C,366.36 ,,,,,,,,,,,
Adult & Culture,AS - Learning City         ,Supplies & Services,19/07/2013,OCN,5945417,Revenue,1EA15,Newcastle City Learning      M,"2,600.00 ",,,,,,,,,,,
Adult & Culture,AS - Learning City         ,Supplies & Services,16/07/2013,OCR,5939282,Revenue,1EA15,Newcastle City Learning      M,"1,244.10 ",,,,,,,,,,,
Childrens Services,Schools Payment Agency                 ,Supplies & Services,22/07/2013,OCR,5945310,Revenue,1E+254,Linhope PRU                  E,328.05 ,,,,,,,,,,,
Environment & Regeneration,Invoice,Supplies & Services,41464,OCS GROUP UK LTD,5934606,Revenue,1V119,Kingston Park                K,"3,391.20 ",,,,,,,,,,,
Childrens Services,Educ School Planning    ,Supplies & Services,10/07/2013,OFSTED,5926684,Revenue,1MC21,Fostering Unit               E,"1,815.75 ",,,,,,,,,,,
Chief Executives,"CD - Audit, Insurance & Risk NOR       ",Supplies & Services,25/07/2013,ON MEDICAL LTD,5950282,Revenue,3RM18,INSURANCE CONTROL SUSP-FINANCF,510.00 ,,,,,,,,,,,
Adult & Culture,Invoice,Premises,41460,ON-PROPERTY,5931317,Revenue,1MW03,Capabilities                 M,"6,900.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Supplies & Services,02/07/2013,OPEN CLASP THEATRE COMPANY,5927081,Revenue,1DF03,Arts Contribution            M,"4,374.37 ",,,,,,,,,,,
Adult & Culture,Adult - Learning & Development   ,Employees,16/07/2013,OPEN UNIVERSITY,5940200,Revenue,1MR34,Development - Adult services M,"1,250.00 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,29/07/2013,OPENVIEW SECURITY SOLUTIONS LTD,5951933,Revenue,3KIMD,Other Stores Stock Account   K,305.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41484,OPENVIEW SECURITY SOLUTIONS LTD,5951934,Revenue,3KIMD,Other Stores Stock Account   K,305.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/07/2013,OPENVIEW SECURITY SOLUTIONS LTD,5935221,Revenue,3KIMD,Other Stores Stock Account   K,499.00 ,,,,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,41456,OPENVIEW SECURITY SOLUTIONS LTD,5925725,Capital,2HE01,Capital Citywide             H,"104,440.29 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,41457,OPENVIEW SECURITY SOLUTIONS LTD,5927250,Capital,2HE01,Capital Citywide             H,"13,423.31 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,41484,OPENVIEW SECURITY SOLUTIONS LTD,5953641,Capital,2HE01,Capital Citywide             H,"350,611.40 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,41484,OPENVIEW SECURITY SOLUTIONS LTD,5953755,Capital,2HE01,Capital Citywide             H,"47,720.64 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,41484,OPENVIEW SECURITY SOLUTIONS LTD,5953764,Capital,2HE01,Capital Citywide             H,"54,767.86 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,41484,OPENVIEW SECURITY SOLUTIONS LTD,5953772,Capital,2HE01,Capital Citywide             H,"20,505.32 ",,,,,,,,,,,
HRA,HRA Assets                 ,Capital Expenditure,41480,ORA PROPERTY SERVICES LTD,5951147,Capital,2HE3C,Capital Cont 3-Byker         H,"5,703.00 ",,,,,,,,,,,
HRA,HRA Assets                 ,Supplies & Services,41485,ORA PROPERTY SERVICES LTD,5951150,Revenue,1HRA8,HRA - Investment Related ExpeH,"1,095.00 ",,,,,,,,,,,
Childrens Services,Carefirst - Independant Foster payments,Third Party Payments,41457,ORCHARD CARE (NORTH EAST) LTD,5927267,Revenue,1MC22,IND Sector Foster Carer CostsE,"6,640.00 ",,,,,,,,,,,
Environment & Regeneration,Invoice,Supplies & Services,41474,ORWAK ENVIROMENTAL SERVICES LTD,5944679,Revenue,1KF07,BANQUETING SUITE             K,418.60 ,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,41473,OTIS LTD,5943582,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,"7,323.25 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,41473,OTIS LTD,5943586,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,"7,323.25 ",,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,41486,OTIS LTD,5931997,Revenue,1KKY2,Allendale Accomodation       K,"1,309.71 ",,,,,,,,,,,
HRA,HRA Assets                 ,Capital Expenditure,41467,OTIS LTD,5915877,Capital,2HE01,Capital Citywide             H,"8,923.60 ",,,,,,,,,,,
HRA,HRA Assets                 ,Capital Expenditure,41467,OTIS LTD,5915878,Capital,2HE01,Capital Citywide             H,"9,932.58 ",,,,,,,,,,,
Childrens Services,Hotspur Primary School                 ,Premises,41458,OUSEBURN COMMUNITY CENTRE,5928838,Revenue,1E870,Hotspur Childcare Trading    E,540.00 ,,,,,,,,,,,
Adult & Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,12/07/2013,OUSEBURN TRUST,5937671,Revenue,1EA65,Skills For Jobs Project      M,416.82 ,,,,,,,,,,,
Chief Executives,Social Services-Care Support           ,Supplies & Services,02/07/2013,OUSEBURN TRUST,5927087,Revenue,1FC40,Cee Central Team             F,"4,393.48 ",,,,,,,,,,,
Childrens Services,Carefirst - Independant Foster payments,Third Party Payments,41457,OUTDOOR CARE LTD,5927276,Revenue,1MC02,IND Sector Placements        E,"15,680.00 ",,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,22/07/2013,OUTDOOR COMMUNICATIONS LTD,5938712,Revenue,1KL1D,East End Pool                K,500.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41471,OUTREACH RESIDENTIAL SERVICE,5939901,Revenue,1MM20,Ind Res Care MH              M,"1,845.80 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,41481,OVE ARUP & PARTNERS LTD,5924413,Capital,2HE01,Capital Citywide             H,"12,212.50 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41474,OVENTROP UK LTD,5940183,Revenue,3KIMD,Other Stores Stock Account   K,961.62 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41473,OVENTROP UK LTD,5940185,Revenue,3KIMD,Other Stores Stock Account   K,598.92 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,41472,OWEN PUGH & CO LTD,5935608,Revenue,1KEKL,Env Impsrb                   K,392.26 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,41465,OWEN PUGH & CO LTD,5935609,Revenue,1KEAT,Grounds Overhead             K,"1,646.54 ",,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5938428,Revenue,1KESY,Fleet Services Hire Office   K,672.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5944939,Revenue,1KESY,Fleet Services Hire Office   K,320.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5944940,Revenue,1KESY,Fleet Services Hire Office   K,336.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5944941,Revenue,1KESY,Fleet Services Hire Office   K,336.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5944942,Revenue,1KESY,Fleet Services Hire Office   K,336.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5944943,Revenue,1KESY,Fleet Services Hire Office   K,336.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5945133,Revenue,1KESY,Fleet Services Hire Office   K,336.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5945134,Revenue,1KESY,Fleet Services Hire Office   K,"1,008.00 ",,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5945135,Revenue,1KESY,Fleet Services Hire Office   K,336.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5945136,Revenue,1KESY,Fleet Services Hire Office   K,336.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,OWEN PUGH & CO LTD,5945137,Revenue,1KESY,Fleet Services Hire Office   K,"1,554.00 ",,,,,,,,,,,
HRA,HRA Planning QS            ,Capital Expenditure,41481,OWEN PUGH & CO LTD,5943615,Capital,2HE01,Capital Citywide             H,"1,490.00 ",,,,,,,,,,,
HRA,HRA Assets                 ,Capital Expenditure,41481,OWEN PUGH & CO LTD,5930159,Capital,2HE5M,Capital Cont 5-Kenton        H,"26,193.63 ",,,,,,,,,,,
HRA,Lansdowne Hostel           ,Premises,41484,P J CONTRACT CARPETS LTD,5953690,Revenue,1HN02,HRA Lansdowne Crescent HostelH,990.00 ,,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,41459,PAC 3000 LTD,5929725,Revenue,1KL1D,East End Pool                K,790.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Supplies & Services,02/07/2013,PAKISTAN CULTURAL SOCIETY,5927138,Revenue,1DF03,Arts Contribution            M,"2,866.50 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41485,PALATINE BEDS,5936568,Capital,2HE01,Capital Citywide             H,300.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41485,PALATINE BEDS,5938558,Capital,2HE01,Capital Citywide             H,"1,312.50 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41485,PALATINE BEDS,5943621,Capital,2HE01,Capital Citywide             H,"1,825.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41485,PALATINE BEDS,5943622,Capital,2HE01,Capital Citywide             H,659.50 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41485,PALATINE BEDS,5943623,Capital,2HE01,Capital Citywide             H,867.56 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41485,PALATINE BEDS,5944890,Capital,2HE01,Capital Citywide             H,"1,004.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41467,PALATINE BEDS,5911857,Capital,2HE01,Capital Citywide             H,750.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942048,Capital,2HE01,Capital Citywide             H,730.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942049,Capital,2HE01,Capital Citywide             H,525.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942050,Capital,2HE01,Capital Citywide             H,810.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942052,Capital,2HE01,Capital Citywide             H,"1,575.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942053,Capital,2HE01,Capital Citywide             H,525.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942054,Capital,2HE01,Capital Citywide             H,"1,345.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942055,Capital,2HE01,Capital Citywide             H,500.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942056,Capital,2HE01,Capital Citywide             H,730.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942057,Capital,2HE01,Capital Citywide             H,730.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41474,PALATINE BEDS,5942058,Capital,2HE01,Capital Citywide             H,810.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41459,PALATINE BEDS,5930149,Capital,2HE01,Capital Citywide             H,"1,405.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41465,PALATINE BEDS,5908942,Capital,2HE01,Capital Citywide             H,"3,036.46 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5929034,Capital,2HE01,Capital Citywide             H,"1,255.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5929035,Capital,2HE01,Capital Citywide             H,607.50 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5929036,Capital,2HE01,Capital Citywide             H,"1,255.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5930167,Capital,2HE01,Capital Citywide             H,"1,850.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5930179,Capital,2HE01,Capital Citywide             H,"1,474.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5930183,Capital,2HE01,Capital Citywide             H,730.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5930184,Capital,2HE01,Capital Citywide             H,"1,255.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5931406,Capital,2HE01,Capital Citywide             H,500.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5931407,Capital,2HE01,Capital Citywide             H,"2,510.00 ",,,,,,,,,,,
