OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14055144,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,23/08/2017,693.28 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14055172,RENT RFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,25/08/2017,886.25 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,CBH Intercompany Account,14054974,95063 080817,Mr Nicholas Grundy QC,R4400-HLD101,Services - Professional Fees,18/08/2017,800.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14054858,4.8.17 REDACTED,REDACTED,R1411-CPK001,Insurance - Public Liability,11/08/2017,800.40 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14054784,RETURN OF RENT DEPOSIT REDACTED,REDACTED,R9403-FIE040,Rents - Land,25/08/2017,"1,440.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14054899,RENT REQUEST REDACTED,REDACTED,R9910-HRA900,Refund of Overpiad Rent,11/08/2017,717.38 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,High Street Public Realm Improvements,14053784,64299351,WSP UK LTD,C6002-CAP205,Fees - Agency,11/08/2017,"2,560.00 ",,
,,,,,,,,,,,
Bank Transactions Data,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10023781,Bank Transactions,WEST MERCIA ENERGY - MUNICIPAL OFFICES, R2100-ADB101 ,Electricity,11/08/2017,"3,253.82",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - MUNICIPAL OFFICES -  30/04/2017-31/05/2017, R2101-ADB101 ,Gas,09/08/2017,602.84,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10023844,Bank Transactions,"WATER PLUS DD0375009062 - MUNICIPAL OFFICES, PROMENADE, CHELTENHAM GL50 1PJ", R2401-ADB101 ,Water Services - Metered,22/08/2017,778.28,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10023844,Bank Transactions,"WATER PLUS DD0375009062 - MUNICIPAL OFFICES, PROMENADE, CHELTENHAM GL50 1PJ", R2402-ADB101 ,Sewerage and Environmental Services,22/08/2017,"1,026.36",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023781,Bank Transactions,WEST MERCIA ENERGY - CENTRAL DEPOT SWINDON ROAD, R2100-ADB103 ,Electricity,11/08/2017,"2,559.69",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - CENTRAL DEPOT 30/04/2017-31/05/2017, R2101-ADB103 ,Gas,09/08/2017,"2,046.95",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023831,Bank Transactions,WEST MERCIA ENERGY GAS CENTRAL DEPOT, R2101-ADB103 ,Gas,21/08/2017,599.84,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023850,Bank Transactions,"WATER PLUS DD0406002149 ENVIRONMENTAL MAINTENANCE. SWINDON ROAD, CHELTENHAM", R2401-ADB103 ,Water Services - Metered,24/08/2017,827.47,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10023781,Bank Transactions,WEST MERCIA ENERGY - CEMETERY & CREMATORIUM, R2100-CCM001 ,Electricity,11/08/2017,616.97,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10023831,Bank Transactions,WEST MERCIA ENERGY GAS CEMETERY & CREMATORIUM, R2101-CCM001 ,Gas,21/08/2017,"2,718.18",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10023872,Bank Transactions,SERVICE CHARGES REF: 233459986, R4403-COR006 ,Bank Charges,29/08/2017,987.72,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10023872,Bank Transactions,SERVICE CHARGES REF: 233483819, R4403-COR006 ,Bank Charges,29/08/2017,506.08,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10023817,Bank Transactions,CARDNET SERVICE CHARGE 540436500200738, R4428-COR006 ,Services - credit card charges,14/08/2017,"1,991.09",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10023817,Bank Transactions,CARDNET SERVICE CHARGE 540436500221866, R4428-COR006 ,Services - credit card charges,14/08/2017,"1,930.04",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10023817,Bank Transactions,CARDNET SERVICE CHARGE 540436500701602, R4428-COR006 ,Services - credit card charges,14/08/2017,808.43,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10023781,Bank Transactions,WEST MERCIA ENERGY - CAR PARK GROSVENOR TERRACE, R2100-CPK001 ,Electricity,11/08/2017,847.65,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10023781,Bank Transactions,WEST MERCIA ENERGY - CAR PARK REGENT ARCADE, R2100-CPK001 ,Electricity,11/08/2017,570.98,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10023844,Bank Transactions,"WATER PLUS DD0375009062 - CAR PARK ST JAMES STREET, CHELTENHAM GL52 2SH", R2402-CPK001 ,Sewerage and Environmental Services,22/08/2017,917.27,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10023837,Bank Transactions,S/LINE J7996762 DDINV 11440015, R4428-CPK001 ,Services - credit card charges,23/08/2017,"3,362.04",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10023758,Bank Transactions,BRITISH TELECOM DDVP31400270Q06101, R4515-CPK001 ,Comms - Telephone Call Charges,12/07/2017,"3,383.42",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10023781,Bank Transactions,WEST MERCIA ENERGY - CHJELTENHAM TOWN HALL, R2100-CUL112 ,Electricity,11/08/2017,"4,390.28",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10023758,Bank Transactions,BRITISH TELECOM DDVP31400270Q06101, R4515-CUL112 ,Comms - Telephone Call Charges,12/07/2017,508.8,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10023781,Bank Transactions,WEST MERCIA ENERGY -PITVILLE PUMP ROOMS, R2100-CUL113 ,Electricity,11/08/2017,798.08,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10023781,Bank Transactions,WEST MERCIA ENERGY -WILSON ART GALLERY & MUSEUM, R2100-CUL117 ,Electricity,11/08/2017,"5,778.98",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - WILSON ART GALLERY & MUSEUM 30/04/2017-31/05/2017, R2101-CUL117 ,Gas,09/08/2017,967.34,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10023831,Bank Transactions,WEST MERCIA ENERGY GAS WILSON ART GALLERY & MUSEUM, R2101-CUL117 ,Gas,21/08/2017,890.43,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10023758,Bank Transactions,BRITISH TELECOM DDVP31400270Q06101, R4515-CUL117 ,Comms - Telephone Call Charges,12/07/2017,710.2,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Ubico Intercompany Account,10023758,Bank Transactions,BRITISH TELECOM DDVP31400270Q06101 -, R4515-HLD102 ,Comms - Telephone Call Charges,12/07/2017,632.33,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Ubico Intercompany Account,10023758,Bank Transactions,BRITISH TELECOM DDVP31400270Q06101 - UBICO FOSSE CROSS, R4515-HLD102 ,Comms - Telephone Call Charges,12/07/2017,566.6,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Ubico Intercompany Account,10023758,Bank Transactions,BRITISH TELECOM DDVP31400270Q06101 - UBICO HEMPSTEAD, R4515-HLD102 ,Comms - Telephone Call Charges,12/07/2017,"4,120.41",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - COOPERS COURT- 30/04/2017-31/05/2017, R2101-HRA110 ,Gas,09/08/2017,762.3,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - GOLDFOOT HOUSE- 30/04/2017-31/05/2017, R2101-HRA110 ,Gas,09/08/2017,902.44,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - POPES CLOSE - 28/02/2017-31/03/2017, R2101-HRA110 ,Gas,09/08/2017,-690.72,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - POPES CLOSE - 28/02/2017-31/05/2017, R2101-HRA110 ,Gas,09/08/2017,"1,222.92",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - POPES CLOSE - 31/03/2017-30/04/2017, R2101-HRA110 ,Gas,09/08/2017,-606.4,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023831,Bank Transactions,WEST MERCIA ENERGY GAS COOPERS COURT, R2101-HRA110 ,Gas,21/08/2017,522.17,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023831,Bank Transactions,WEST MERCIA ENERGY GAS GOLDFOOT HOUSE, R2101-HRA110 ,Gas,21/08/2017,550.95,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023758,Bank Transactions,BRITISH TELECOM DDVP31400270Q06101 -, R4515-HRA110 ,Comms - Telephone Call Charges,12/07/2017,"2,854.46",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10023844,Bank Transactions,"WATER PLUS DD0375009062 - HAYDEN ROAD ALLOTMENTS, OLD GLOUCESTER ROAD, HAYDON, CHELTENHAM GL51 OSW", R2401-OPS002 ,Water Services - Metered,22/08/2017,707.46,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10023844,Bank Transactions,"WATER PLUS DD0375009062 - RON SMITH PAVILION, WELCH ROAD, CHELTENHAM GL61 OEG", R2402-OPS002 ,Sewerage and Environmental Services,22/08/2017,554.59,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - ARLE NURERIES 30/04/2017-31/05/2017, R2101-OPS101 ,Gas,09/08/2017,"1,034.80",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10023781,Bank Transactions,WEST MERCIA ENERGY - LEISURE CENTRE - TOMMY TAYLORS LANE, R2100-REC111 ,Electricity,11/08/2017,"8,552.84",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10023763,Bank Transactions,WEST MERCIA ENERGY - GAS - LEISURE CENTRE - TOMMYS LANE -  30/04/2017-31/05/2017, R2101-REC111 ,Gas,09/08/2017,"9,470.29",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10023831,Bank Transactions,WEST MERCIA ENERGY GAS LEISURE CENTRE TOMMYS LANE, R2101-REC111 ,Gas,21/08/2017,"8,172.13",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10023850,Bank Transactions,"WATER PLUS DD0467002027 CHELTENHAM RECREATION CENTRE, TOMMY TALORS LANE, CHELTENHAM", R2401-REC111 ,Water Services - Metered,24/08/2017,"3,161.15",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Prince of Wales Stadium Repairs & Maintenance,10023763,Bank Transactions,WEST MERCIA ENERGY - ELECTRICITY - PRINCE OF WALES STADIUM, R2100-REC112 ,Electricity,09/08/2017,"1,707.73",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences,10023844,Bank Transactions,"WATER PLUS DD0375009062 - CAR PARK & PUBLIC CONVENIENCE, EDINBURGH PLACE, CHELTENHAM GL51 7SD", R2402-REG019 ,Sewerage and Environmental Services,22/08/2017,928.85,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10023715,Bank Transactions,VIRGIN MEDIA DD506761601005, R4436-SUP006 ,CCTV Line Rental,01/08/2017,"1,769.11",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10023715,Bank Transactions,VIRGIN MEDIA DD506761601005, R4515-SUP006 ,Comms - Telephone Call Charges,01/08/2017,"1,389.04",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10023715,Bank Transactions,VIRGIN MEDIA DD510828101501, R4515-SUP006 ,Comms - Telephone Call Charges,01/08/2017,694.5,,
,,,,,,,,,,,
Procurement Cards Data,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,10023886,Procurement Cards,BUSINESS CHG CARD - REDACTED - HM COURT SERVICE, R4420-LTC001 ,Legal Expenses And Court Costs,30/08/2017,"1,437.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,10023886,Procurement Cards,BUSINESS CHG CARD - REDACTED - UK MAIL, R4520-LTC001 ,Postages - stamps,30/08/2017,689.17,,
