Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No.,Amount,Total Inv Amount
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,RADIOLOGY,,,"10,149.45",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,GYNAECOLOGY,,,"7,338.88",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,GYNAECOLOGY,,,"6,650.69",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,COLORECTAL,,,"5,984.51",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"5,350.27",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,ONCOLOGY,,,"5,185.12",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"4,110.95",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,CHEST MEDICINE,,,"3,423.04",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"2,950.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,CHEST MEDICINE,,,"2,375.00",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,COLORECTAL,,,"1,877.32",0
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,ONCOLOGY,,,"1,612.22",0,,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,CARDIOLOGY,,,"1,564.85",0,,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,COLORECTAL,,,"1,403.05",0,,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/11/2011,STAFF RECHARGES,COLORECTAL,,,"1,138.78","259,294.40",,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/11/2011,SERVICES FROM NHS TRUSTS,SUSTAINABILITY & SOCIAL VALUE,YORKSHIRE AMBULANCE SERVICE NHS TRUST,342422,"42,738.00","42,738.00",,
,,,,,,,"6,428,671.10","6,848,001.81",,
,,,,,,,Count: 404,,,

Report created October 10 - RX7 RWW,,,,,,,,,,

,,,,,,,,"419,330.71",,"419,330.71"
