Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No.,Amount,Total Inv Amount
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,135.32,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,61.76,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,23.68,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,11.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,1.93,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,LABORATORY BOTTLES AND CONTAINERS,PATHOLOGY,,,-0.01,"26,295.31 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,PHOENIX HEALTHCARE DISTRIBUTION LTD,29909119,"25,177.20",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"4,406.01",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,456.00,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,22.80,"30,062.01 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,PORTAKABIN LTD,915041297,"589,609.65",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,15/02/2011,ADDITIONS - ASSETS UNDER CONSTRUCTION,BUSINESS DEVELOPMENT,,,"103,181.68","692,791.33 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,DRUGS,PHARMACY,ROCHE PRODUCTS LTD,1321324683,"40,740.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,DRUGS,PHARMACY,,,"7,129.50","47,869.50 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,DRUGS,PHARMACY,,1321326946,"40,740.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,DRUGS,PHARMACY,,,"7,129.50","47,869.50 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,1321332057,"29,332.80",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"5,866.56","35,199.36 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,1321332109,"32,848.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"6,569.60","39,417.60 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,1321334552,"37,885.30",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"7,577.06","45,462.36 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,1321336198,"27,897.50",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"5,579.50","33,477.00 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,1321338202,"24,444.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"4,888.80","29,332.80 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,1321338665,"27,754.31",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,DRUGS,PHARMACY,,,"5,550.86","33,305.17 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,17/02/2011,OTHER DEBTORS < ONE YEAR,FINANCE AND IT,SAVILLE AUDIO VISUAL,OP/4055306,"28,825.00",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,17/02/2011,OTHER DEBTORS < ONE YEAR,FINANCE AND IT,,,"5,044.38",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,17/02/2011,OTHER DEBTORS < ONE YEAR,FINANCE AND IT,,,0.05,"33,869.43 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,17/02/2011,OTHER DEBTORS < ONE YEAR,FINANCE AND IT,,OP/4056473,-0.05,0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,17/02/2011,OTHER DEBTORS < ONE YEAR,FINANCE AND IT,,,"-5,044.38",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,17/02/2011,OTHER DEBTORS < ONE YEAR,FINANCE AND IT,,,"-28,825.00","<33,869.43>"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,17/02/2011,OTHER DEBTORS < ONE YEAR,FINANCE AND IT,,OP/4056475,"28,825.00","28,825.00 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,CONTRACT : PREMISES SECURITY,FACILITIES,SHIELD SECURITY SERVICES (YORKSHIRE) LTD,15221,"49,266.59","57,888.24 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,ELECTRICITY,ENERGY AND UTILITIES,SOUTHERN ELECTRIC,291302936/0034,"98,544.43",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,ELECTRICITY,ENERGY AND UTILITIES,,,"16,538.02","115,082.45 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,ELECTRICITY,ENERGY AND UTILITIES,,431303177/0040,"50,917.49",0.00 
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,ELECTRICITY,ENERGY AND UTILITIES,,,"8,910.56","59,828.05 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,04/02/2011,CONTRACT : REFUSE AND CLINICAL WASTE,WORKS DEPARTMENT,SRCL LTD,0000305441,"55,255.80","64,925.57 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,CONTRACT : REFUSE AND CLINICAL WASTE,WORKS DEPARTMENT,,0000311988,"55,240.80","66,288.96 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,CONTRACT : REFUSE AND CLINICAL WASTE,WORKS DEPARTMENT,THOMPSON WASTE MANAGEMENT LTD,101957,"26,300.09","30,902.61 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,CONTRACT : REFUSE AND CLINICAL WASTE,WORKS DEPARTMENT,,102887,"-26,300.09","<30,902.61>"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,CONTRACT : REFUSE AND CLINICAL WASTE,WORKS DEPARTMENT,,102888,"27,314.77","32,777.72 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,CONTRACT : REFUSE AND CLINICAL WASTE,WORKS DEPARTMENT,,102957,"27,314.77","32,777.72 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,ENT,UNIVERSITY OF HULL,40464,"18,545.63",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"18,163.21",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,ONCOLOGY,,,"17,109.97",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"16,696.11",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,CHEST MEDICINE,,,"16,083.33",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"16,004.75",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,COLORECTAL,,,"15,843.59",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,CARDIOLOGY,,,"15,256.75",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,COLORECTAL,,,"14,371.36",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"14,260.25",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,ONCOLOGY,,,"14,182.43",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,CARDIOLOGY,,,"13,666.28",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,COLORECTAL,,,"11,795.01",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,RADIOLOGY,,,"10,623.13",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,CANCER SERVICES,,,"8,863.66",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"6,961.94",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"6,961.94",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,COLORECTAL,,,"6,002.49",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"5,693.18",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,ONCOLOGY,,,"5,414.30",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,CHEST MEDICINE,,,"3,575.22",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,CHEST MEDICINE,,,"3,102.76",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"2,949.58",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,ONCOLOGY,,,"2,874.60",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"2,622.10",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"2,117.68",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,COLORECTAL,,,"1,972.13",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,RESEARCH AND DEVELOPMENT,,,"1,963.04",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,CARDIOLOGY,,,"1,570.40",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,COLORECTAL,,,"1,479.68",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,COLORECTAL,,,"1,459.99",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,CANCER SERVICES,,,"1,441.41",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,11/02/2011,STAFF RECHARGES,COLORECTAL,,,"1,203.12","282,241.41 ",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,COLORECTAL,,40657,"18,619.41",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,ENT,,,"18,545.63",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"18,163.21",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,COLORECTAL,,,"17,704.79",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,ONCOLOGY,,,"17,109.97",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,COLORECTAL,,,"16,852.96",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"16,696.11",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,CHEST MEDICINE,,,"16,083.33",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"16,004.75",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,CARDIOLOGY,,,"15,256.75",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"14,260.25",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,ONCOLOGY,,,"14,182.43",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,CARDIOLOGY,,,"13,666.28",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,RADIOLOGY,,,"10,623.13",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,CANCER SERVICES,,,"8,863.66",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"6,961.94",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"6,961.94",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,COLORECTAL,,,"6,002.49",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,GYNAECOLOGY,,,"5,693.18",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,ONCOLOGY,,,"5,414.30",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,CHEST MEDICINE,,,"3,575.22",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,CHEST MEDICINE,,,"3,102.76",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,ONCOLOGY,,,"2,874.60",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,COLORECTAL,,,"1,972.13",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,RESEARCH AND DEVELOPMENT,,,"1,963.04",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"1,724.37",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,VASCULAR SURGERY,,,"1,724.37",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,CARDIOLOGY,,,"1,570.40",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,COLORECTAL,,,"1,479.68",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,CANCER SERVICES,,,"1,441.41",0.00 ,
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,STAFF RECHARGES,COLORECTAL,,,"1,203.12","287,708.00 ",
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,SERVICES FROM NHS TRUSTS,TRANSPORT SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,338889,"44,013.38","44,013.38 "
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,07/02/2011,MISC,BALANCE SHEET,BARCLAYCARD,,"40,228.03","40,228.03"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,01/02/2011,LEASED EQUIPMENT,BALANCE SHEET,SIEMENS,,"36,600.00","36,600.00"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,LEASED EQUIPMENT,BALANCE SHEET,SINGER & FRIEDLANDER,,"36,027.98","36,027.98"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,LEASED EQUIPMENT,BALANCE SHEET,SINGER & FRIEDLANDER,,"36,027.98","36,027.98"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,LEASED EQUIPMENT,BALANCE SHEET,SINGER & FRIEDLANDER,,"46,767.02","46,767.02"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,18/02/2011,LEASED EQUIPMENT,BALANCE SHEET,SINGER & FRIEDLANDER,,"46,767.02","46,767.02"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,25/02/2011,NURSERY VOUCHERS,BALANCE SHEET,COMPUTERSHARE VOUCHERS,,"50,278.95","50,278.95"
Department of Health,Hull And East Yorkshire Hospitals NHS Trust,28/02/2011,LEASED EQUIPMENT,BALANCE SHEET,DE LAGE LANDEN,,"26,248.44","26,248.44"
,,,,,,,"7,619,781.49","7,927,375.03"
