Department,Entitly, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID ,DFID,17/03/2015,Electricity ,Asia  Caribbean and Overseas Territories ,British High Commission (Dhaka) ,100025-101 ,£630.93,
DFID ,DFID,17/03/2015,Electricity ,Asia  Caribbean and Overseas Territories ,Dhaka Electric Supply Company Ltd ,101603-101 ,£817.13,
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£3,206.39",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£5,258.48",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£5,258.48",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£5,258.48",
DFID ,DFID,09/03/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Saimon Overseas Ltd ,101603-102 ,"£1,052.84",
DFID ,DFID,23/03/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Saimon Overseas Ltd ,101603-102 ,"£1,231.22",
DFID ,DFID,09/03/2015,Air fares ,Business Solutions Division Level ,Saimon Overseas Ltd ,200005-121 ,"£1,796.12",
DFID ,DFID,23/03/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Saimon Overseas Ltd ,202972-107 ,£527.44,
DFID ,DFID,06/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Ryalls Hotel ,101618-101 ,£727.78,
DFID ,DFID,26/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Livingstonia Beach Hotel ,101618-101 ,"£1,238.75",
DFID ,DFID,26/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Livingstonia Beach Hotel ,101618-101 ,"£2,212.05",
DFID ,DFID,27/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Livingstonia Beach Hotel ,101618-101 ,"£2,167.22",
DFID ,DFID,27/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Livingstonia Beach Hotel ,101618-101 ,"£1,820.46",
DFID ,DFID,27/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Livingstonia Beach Hotel ,101618-101 ,"£2,080.53",
DFID ,DFID,13/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Capital Hotel ,101618-101 ,£530.44,
DFID ,DFID,25/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Capital Hotel ,101618-101 ,£541.35,
DFID ,DFID,25/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Capital Hotel ,101618-101 ,£615.05,
DFID ,DFID,04/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Capital Hotel ,101618-101 ,£603.66,
DFID ,DFID,06/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Capital Hotel ,203811-106 ,£536.64,
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Lilongwe Hotel ,203824-101 ,£620.62,
DFID ,DFID,19/03/2015,Water charges ,West and Southern Africa ,Lilongwe Water Board ,101618-101 ,£504.40,
DFID ,DFID,19/03/2015,Electricity ,West and Southern Africa ,ESCOM ,101618-101 ,"£1,050.32",
DFID ,DFID,19/03/2015,FCO shared service charges ,West and Southern Africa ,ESCOM ,101618-101 ,"£2,282.90",
DFID ,DFID,05/03/2015,FCO shared service charges ,West and Southern Africa ,Malawi Telecommunications Limited ,101618-101 ,£765.90,
DFID ,DFID,20/03/2015,Mobile telephones & accessories ,West and Southern Africa ,Telekom Networks Malawi ,100144-101 ,£815.48,
DFID ,DFID,12/03/2015,FCO shared service charges ,West and Southern Africa ,British Council Malawi ,101618-101 ,"£10,326.06",
DFID ,DFID,12/03/2015,FCO shared service charges ,West and Southern Africa ,Fenchurch Engineering Services Ltd ,101618-101 ,"£3,515.77",
DFID ,DFID,20/03/2015,FCO shared service charges ,West and Southern Africa ,Fenchurch Engineering Services Ltd ,101618-101 ,"£4,682.33",
DFID ,DFID,19/03/2015,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101618-101 ,"£6,449.44",
DFID ,DFID,10/03/2015,Project delivery costs â€“ supplier services ,Research and Evidence Division ,Institute of Development Studies. ,203199-106 ,"£90,790.90",
DFID ,DFID,19/03/2015,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101618-101 ,"£1,308.31",
DFID ,DFID,19/03/2015,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101618-101 ,"£1,138.14",
DFID ,DFID,11/03/2015,Air fares ,West and Southern Africa ,Mukwa Travel and Tours ,203543-101 ,£839.75,
DFID ,DFID,04/03/2015,Building Plant - Air Conditioners ,West and Southern Africa ,Drake & Gorham ( Z) Ltd ,101637-101 ,£710.81,
DFID ,DFID,11/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Furniture Holdings Limited ,101637-101 ,£594.29,
DFID ,DFID,04/03/2015,Facilities Management payments ,West and Southern Africa ,S R Nicolaou ,101637-101 ,"£2,243.09",
DFID ,DFID,04/03/2015,FCO shared service charges ,West and Southern Africa ,S R Nicolaou ,101637-101 ,£747.70,
DFID ,DFID,26/03/2015,Facilities Management payments ,West and Southern Africa ,S R Nicolaou ,101637-101 ,"£2,095.14",
DFID ,DFID,26/03/2015,FCO shared service charges ,West and Southern Africa ,S R Nicolaou ,101637-101 ,£698.38,
DFID ,DFID,26/03/2015,Office Supplies ,West and Southern Africa ,Nkwazi Office Supplies Ltd ,101637-101 ,"£6,033.63",
DFID ,DFID,26/03/2015,FCO shared service charges ,West and Southern Africa ,Nkwazi Office Supplies Ltd ,101637-101 ,"£3,297.20",
DFID ,DFID,26/03/2015,Office Supplies ,West and Southern Africa ,Nkwazi Office Supplies Ltd ,101637-101 ,"£2,697.74",
DFID ,DFID,26/03/2015,FCO shared service charges ,West and Southern Africa ,Nkwazi Office Supplies Ltd ,101637-101 ,"£1,474.18",
DFID ,DFID,26/03/2015,Office Supplies ,West and Southern Africa ,Nkwazi Office Supplies Ltd ,100254-101 ,"£1,724.82",
DFID ,DFID,26/03/2015,Office Supplies ,West and Southern Africa ,Nkwazi Office Supplies Ltd ,100254-101 ,"£3,857.69",
DFID ,DFID,04/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,D Wood Consultants & Investments Ltd ,204640-101 ,"£2,300.00",
DFID ,DFID,26/03/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Jaya Travels & Tours Ltd ,101621-101 ,"£1,753.26",
DFID ,DFID,26/03/2015,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Summit Hotel Pvt Ltd ,101621-101 ,£941.03,
DFID ,DFID,25/03/2015,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Summit Hotel Pvt Ltd ,101621-101 ,£708.27,
DFID ,DFID,10/03/2015,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Summit Hotel Pvt Ltd ,101621-101 ,"£2,284.87",
DFID ,DFID,26/03/2015,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,John Sanday Associates Pvt. Ltd ,101621-103 ,£744.03,
DFID ,DFID,25/03/2015,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,John Sanday Associates Pvt. Ltd ,101621-103 ,£693.02,
DFID ,DFID,31/03/2015,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,John Sanday Associates Pvt. Ltd ,101621-103 ,£687.50,
DFID ,DFID,11/03/2015,Vehicle Petrol & Oil ,Asia  Caribbean and Overseas Territories ,Nepal Oil Corporation ,101621-103 ,"£2,128.53",
DFID ,DFID,11/03/2015,Vehicle Petrol & Oil ,Asia  Caribbean and Overseas Territories ,Nepal Oil Corporation ,100150-103 ,"£1,146.13",
DFID ,DFID,25/03/2015,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,R M B Engineers and Builders Pvt Ltd ,101621-101 ,"£1,153.33",
DFID ,DFID,30/03/2015,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,R M B Engineers and Builders Pvt Ltd ,101621-103 ,"£1,015.10",
DFID ,DFID,11/03/2015,Water charges ,Asia  Caribbean and Overseas Territories ,Bal Krishna Dahal ,101621-103 ,£589.78,
DFID ,DFID,18/03/2015,Telephone Usage & services ,West and Southern Africa ,Vodacom ,101610-101 ,"£3,770.91",
DFID ,DFID,18/03/2015,Telephone Usage & services ,West and Southern Africa ,Vodacom ,101610-101 ,"£3,481.43",
DFID ,DFID,18/03/2015,Telephone Usage & services ,West and Southern Africa ,Vodacom ,101610-101 ,"£3,150.64",
DFID ,DFID,18/03/2015,Telephone Usage & services ,West and Southern Africa ,Vodacom ,101610-101 ,£521.41,
DFID ,DFID,18/03/2015,Telephone Usage & services ,West and Southern Africa ,Vodacom ,101610-101 ,"£3,365.90",
DFID ,DFID,18/03/2015,Telephone Usage & services ,West and Southern Africa ,Vodacom ,101610-101 ,"£3,880.23",
DFID ,DFID,18/03/2015,Telephone Usage & services ,West and Southern Africa ,Vodacom ,101610-101 ,"£3,292.72",
DFID ,DFID,16/03/2015,Telephone Usage & services ,West and Southern Africa ,Scancom Limited ,101613-101 ,"£1,052.43",
DFID ,DFID,26/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Novotel Accra ,201584-102 ,£799.71,
DFID ,DFID,26/03/2015,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,PUBLIC AFFAIRS CENTRE ,203484-106 ,"£22,057.88",
DFID ,DFID,13/03/2015,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,THE OBEROI - NEW DELHI ,101621-108 ,"£1,121.33",
DFID ,DFID,03/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,AVA & ASSOCIATES ,114168-101 ,"£1,032.55",
DFID ,DFID,26/03/2015,Office Supplies ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,£598.15,
DFID ,DFID,26/03/2015,FCO shared service charges ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,"£2,445.21",
DFID ,DFID,26/03/2015,Water charges ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,£609.94,
DFID ,DFID,26/03/2015,Oil - Other Utilities ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,"£2,631.71",
DFID ,DFID,26/03/2015,Facilities Management payments ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,"£15,464.07",
DFID ,DFID,26/03/2015,Office Supplies ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,£718.62,
DFID ,DFID,26/03/2015,Telephone Usage & services ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,"£1,577.11",
DFID ,DFID,26/03/2015,Vehicle Petrol & Oil ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,£556.91,
DFID ,DFID,26/03/2015,Books & Publications ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,£510.19,
DFID ,DFID,26/03/2015,Furniture & Fittings ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,£921.12,
DFID ,DFID,05/03/2015,Electricity ,East and Central Africa ,Tanzania Electric supply company Ltd ,101634-101 ,"£3,201.39",
DFID ,DFID,25/03/2015,Facilities Management payments ,East and Central Africa ,JMC Umoja House ,101634-101 ,"£10,284.18",
DFID ,DFID,12/03/2015,Telephone Usage & services ,East and Central Africa ,MTN Uganda Ltd ,101635-101 ,"£1,038.87",
DFID ,DFID,12/03/2015,Telephone Usage & services ,East and Central Africa ,MTN Uganda Ltd ,100234-101 ,£511.68,
DFID ,DFID,05/03/2015,Facilities Management payments ,East and Central Africa ,National Water and Sewerage Corp ,101635-101 ,£727.49,
DFID ,DFID,09/03/2015,Recruitment costs ,East and Central Africa ,New Vision ,101635-101 ,£707.75,
DFID ,DFID,24/03/2015,Aid Programme - Other Financial Aid to Government ,East and Central Africa ,New Vision ,200250-113 ,"£2,558.64",
DFID ,DFID,09/03/2015,Recruitment costs ,East and Central Africa ,MONITOR PUBLICATIONS LIMITED ,101635-101 ,£708.40,
DFID ,DFID,13/03/2015,Training - Course Fees ,East and Central Africa ,BRITISH HIGH COMMISSION KLA ,100234-101 ,"£1,319.44",
DFID ,DFID,13/03/2015,Electricity ,East and Central Africa ,BRITISH HIGH COMMISSION KLA ,100234-101 ,£673.09,
DFID ,DFID,18/03/2015,Contract Catering Services ,East and Central Africa ,MAKINDYE COUNTRY CLUB LTD ,101635-101 ,£575.66,
DFID ,DFID,12/03/2015,Electricity ,East and Central Africa ,UMEME Ltd ,101635-101 ,"£1,622.61",
DFID ,DFID,06/03/2015,Oil - Other Utilities ,East and Central Africa ,TOTAL Uganda Ltd ,101635-101 ,£636.90,
DFID ,DFID,24/03/2015,Training - Travel & Subsistence ,East and Central Africa ,Simbatravelcare Limited ,101635-101 ,£804.42,
DFID ,DFID,31/03/2015,Training - Travel & Subsistence ,East and Central Africa ,Simbatravelcare Limited ,101635-101 ,£858.87,
DFID ,DFID,31/03/2015,Air fares ,East and Central Africa ,Simbatravelcare Limited ,203603-105 ,£747.31,
DFID ,DFID,31/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Matrix Development Consultants ,204338-101 ,"£46,847.76",
DFID ,DFID,06/03/2015,Air fares ,East and Central Africa ,WFP Somalia ,101630-101 ,"£4,414.87",
DFID ,DFID,30/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Population Council ,114506-101 ,"£26,443.00",
DFID ,DFID,18/03/2015,Research & Development costs ,Research and Evidence Division ,Population Council ,201398-101 ,"£238,860.00",
DFID ,DFID,27/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Population Council ,202344-102 ,"£207,562.00",
DFID ,DFID,27/03/2015,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,Population Council ,202344-105 ,"£58,986.00",
DFID ,DFID,11/03/2015,Project delivery costs â€“ supplier services ,Research and Evidence Division ,Population Council ,203199-103 ,"£38,295.00",
DFID ,DFID,20/03/2015,Training Providers/Facilitation Services ,Policy Division ,University of Cape Town ,202402-107 ,"£1,354.20",
DFID ,DFID,30/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Institute  for Security Studies ,203622-102 ,"£33,531.96",
DFID ,DFID,18/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Institute  for Security Studies ,204349-105 ,"£87,147.40",
DFID ,DFID,26/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Institute  for Security Studies ,204349-105 ,"£127,012.50",
DFID ,DFID,06/03/2015,Furniture & Fittings ,West and Southern Africa ,Ingar Mozambique Lda ,100149-101 ,"£2,299.32",
DFID ,DFID,27/03/2015,Cleaning Costs ,West and Southern Africa ,Nemchem Mocambique  Lda ,101620-101 ,£597.11,
DFID ,DFID,06/03/2015,Training - Course Fees ,West and Southern Africa ,Maria Dulce Tavares ,101620-101 ,"£2,058.88",
DFID ,DFID,23/03/2015,Training Providers/Facilitation Services ,West and Southern Africa ,Maria Dulce Tavares ,101620-101 ,"£1,174.08",
DFID ,DFID,23/03/2015,Training Providers/Facilitation Services ,West and Southern Africa ,Maria Dulce Tavares ,101620-101 ,£828.76,
DFID ,DFID,06/03/2015,Training - Course Fees ,West and Southern Africa ,ANARKALY LDA ,101620-101 ,£530.92,
DFID ,DFID,03/03/2015,Mobile telephones & accessories ,West and Southern Africa ,MCell ,101620-101 ,"£1,248.58",
DFID ,DFID,26/03/2015,Mobile telephones & accessories ,West and Southern Africa ,MCell ,101620-101 ,"£1,487.11",
DFID ,DFID,16/03/2015,Furniture & Fittings ,West and Southern Africa ,DIVITEC ,100149-101 ,"£3,301.70",
DFID ,DFID,06/03/2015,Furniture & Fittings ,West and Southern Africa ,Tiger Center Lda ,100149-101 ,"£1,330.86",
DFID ,DFID,23/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,101622-105 ,"£1,210.59",
DFID ,DFID,23/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,101622-105 ,"£1,330.32",
DFID ,DFID,10/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,101622-105 ,"£2,599.38",
DFID ,DFID,30/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,101622-105 ,£765.11,
DFID ,DFID,02/03/2015,Courier & Bag Services ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£5,624.70",
DFID ,DFID,30/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,British  High Commission Abuja ,100153-101 ,"£35,184.44",
DFID ,DFID,12/03/2015,Training - Travel & Subsistence ,West and Southern Africa ,African (Wings) Travels Ltd ,100152-114 ,£530.95,
DFID ,DFID,12/03/2015,Training - Travel & Subsistence ,West and Southern Africa ,African (Wings) Travels Ltd ,101622-106 ,£530.95,
DFID ,DFID,30/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Fracham Company ,101622-105 ,£539.88,
DFID ,DFID,23/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Fracham Company ,101622-105 ,"£1,092.61",
DFID ,DFID,30/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Fracham Company ,100152-110 ,£539.87,
DFID ,DFID,12/03/2015,Training - Travel & Subsistence ,West and Southern Africa ,Transcorp Hilton ,101622-106 ,"£3,748.37",
DFID ,DFID,31/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£546.43,
DFID ,DFID,24/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Circuit Board (Nig) Ltd ,101622-105 ,"£2,925.96",
DFID ,DFID,13/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-103 ,£865.94,
DFID ,DFID,13/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-104 ,£606.15,
DFID ,DFID,30/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£3,892.98",
DFID ,DFID,17/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£1,213.73",
DFID ,DFID,17/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£1,307.10",
DFID ,DFID,31/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£2,039.18",
DFID ,DFID,17/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,203851-103 ,£719.65,
DFID ,DFID,17/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£4,142.11",
DFID ,DFID,31/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Sparklean Services Nig Ltd ,101622-105 ,"£1,332.82",
DFID ,DFID,24/03/2015,Cleaning Costs ,West and Southern Africa ,Sparklean Services Nig Ltd ,101622-105 ,"£2,345.18",
DFID ,DFID,24/03/2015,Cleaning Costs ,West and Southern Africa ,Sparklean Services Nig Ltd ,100152-110 ,£957.88,
DFID ,DFID,23/03/2015,Property rates ,West and Southern Africa ,Abuja Municipal Council ,101622-105 ,£503.91,
DFID ,DFID,17/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Olorunshola Emmanuel ,204865-101 ,"£1,047.83",
DFID ,DFID,17/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,PKF Professional Services ,202370-103 ,"£6,762.63",
DFID ,DFID,23/03/2015,Generators & spares ,West and Southern Africa ,Prime Power Ltd ,101622-105 ,"£5,399.67",
DFID ,DFID,24/03/2015,Generators & spares ,West and Southern Africa ,Prime Power Ltd ,101622-105 ,"£2,789.61",
DFID ,DFID,26/03/2015,Training - Course Fees ,Research and Evidence Division ,THE TRAINING FOUNDATION LTD ,202392-104 ,£504.00,
DFID ,DFID,05/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ACCESS DEVELOPMENT SERVICES ,114293-105 ,"£1,449.37",
DFID ,DFID,05/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Catholic Commission for Justice and Peace ,202559-103 ,"£196,099.93",
DFID ,DFID,27/03/2015,Repairs  Maintenance and Alterations â€“ Other Building Costs ,East and Central Africa ,Asaph Atwinomujuni ,101635-101 ,£526.33,
DFID ,DFID,23/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Supplier Name withheld ,202493-107 ,"£2,540.71",
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,Research and Evidence Division ,Supplier Name withheld ,204806-101 ,"£24,765.00",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,Research and Evidence Division ,Supplier Name withheld ,204806-101 ,"£25,012.50",
DFID ,DFID,11/03/2015,Facilities Management payments ,East and Central Africa ,Joshi Electrical & General Services ,101635-101 ,£793.21,
DFID ,DFID,13/03/2015,Facilities Management payments ,East and Central Africa ,Joshi Electrical & General Services ,101635-101 ,£579.64,
DFID ,DFID,12/03/2015,Facilities Management payments ,East and Central Africa ,Joshi Electrical & General Services ,101635-101 ,£587.75,
DFID ,DFID,12/03/2015,Facilities Management payments ,East and Central Africa ,Joshi Electrical & General Services ,101635-101 ,£708.41,
DFID ,DFID,06/03/2015,Facilities Management payments ,East and Central Africa ,Joshi Electrical & General Services ,101635-101 ,£664.85,
DFID ,DFID,24/03/2015,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Conflict Division ,BUSINESS IN THE COMMUNITY ,203417-101 ,"£33,370.34",
DFID ,DFID,20/03/2015,Training - Course Fees ,International Relations Division ,Alliance Francaise de Bruxeles Europe ,202319-101 ,"£1,462.81",
DFID ,DFID,26/03/2015,Training - Course Fees ,International Relations Division ,Alliance Francaise de Bruxeles Europe ,202319-101 ,"£1,489.82",
DFID ,DFID,24/03/2015,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,THE ASIA FOUNDATION ,202798-102 ,"£223,991.54",
DFID ,DFID,17/03/2015,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,THE ASIA FOUNDATION ,202798-102 ,"£205,242.85",
DFID ,DFID,10/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,IBTCI ,202984-101 ,"£85,941.00",
DFID ,DFID,26/03/2015,Aid Programme - Trust Funds contributions ,Asia  Caribbean and Overseas Territories ,THE WORLD BANK (IBRD ACCOUNT) ,201388-105 ,"£336,100.00",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,International Relations Division ,ART OF LIVING ,202319-101 ,"£2,415.25",
DFID ,DFID,19/03/2015,Project delivery costs â€“ supplier services ,International Relations Division ,ART OF LIVING ,202319-101 ,£522.00,
DFID ,DFID,19/03/2015,Project delivery costs â€“ supplier services ,International Relations Division ,ART OF LIVING ,202319-101 ,"£2,679.00",
DFID ,DFID,11/03/2015,Project delivery costs â€“ supplier services ,International Relations Division ,ART OF LIVING ,202319-101 ,£605.00,
DFID ,DFID,17/03/2015,Aid Programme - Voluntary contributions ,Asia  Caribbean and Overseas Territories ,UN OCHA ,203400-106 ,"£250,000.00",
DFID ,DFID,24/03/2015,Oil - Other Utilities ,West and Southern Africa ,Conoil plc ,101622-105 ,"£13,905.73",
DFID ,DFID,24/03/2015,Oil - Other Utilities ,West and Southern Africa ,Conoil plc ,100152-110 ,"£3,052.48",
DFID ,DFID,19/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,202433-105 ,"£500,000.00",
DFID ,DFID,27/03/2015,Aid Programme - Voluntary contributions ,West and Southern Africa ,Supplier Name withheld ,202909-105 ,"£500,000.00",
DFID ,DFID,20/03/2015,Aid Programme - Voluntary contributions ,International Relations Division ,Supplier Name withheld ,204124-103 ,"£173,945.31",
DFID ,DFID,30/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Conflict Division ,Supplier Name withheld ,204260-101 ,"£5,500,000.00",
DFID ,DFID,20/03/2015,Data Network - land lines ,Business Solutions Division Level ,KUBE NETWORKS LTD ,200002-130 ,"£1,085.60",
DFID ,DFID,12/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,IPA-International Procurement Agency (BV) ,200787-109 ,"£3,783.66",
DFID ,DFID,19/03/2015,Contraceptives ,East and Central Africa ,IPA-International Procurement Agency (BV) ,202420-103 ,"£1,352.92",
DFID ,DFID,10/03/2015,Contraceptives ,East and Central Africa ,IPA-International Procurement Agency (BV) ,202420-103 ,"£505,525.10",
DFID ,DFID,10/03/2015,Contraceptives ,East and Central Africa ,IPA-International Procurement Agency (BV) ,202420-103 ,"£14,912.99",
DFID ,DFID,20/03/2015,Facilities Management payments ,East and Central Africa ,IPA-International Procurement Agency (BV) ,101635-101 ,£621.03,
DFID ,DFID,19/03/2015,Office Equipment - Purchases ,East and Central Africa ,IPA-International Procurement Agency (BV) ,101635-101 ,"£2,077.60",
DFID ,DFID,19/03/2015,Office Equipment - Purchases ,East and Central Africa ,IPA-International Procurement Agency (BV) ,101635-101 ,"£2,382.85",
DFID ,DFID,19/03/2015,Furniture & Fittings ,East and Central Africa ,IPA-International Procurement Agency (BV) ,101635-101 ,"£41,551.92",Purchase of 11 furniture packs for DFID staff residences in DFID Uganda. 
DFID ,DFID,19/03/2015,Facilities Management payments ,East and Central Africa ,IPA-International Procurement Agency (BV) ,101635-101 ,"£12,420.56",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£20,005.65",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£22,616.05",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£32,448.00",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£37,439.58",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£1,018.00",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£16,289.86",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,£750.00,
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£443,008.03",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£127,770.97",
DFID ,DFID,27/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£28,884.51",
DFID ,DFID,31/03/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Regional Directorate ,IPA-International Procurement Agency (BV) ,204917-102 ,"£1,147.34",
