Department,Entity,Transaction Date, Supplier Name, Amount, Expense Type, Expense Area, Invoice Description, Component Code
DFID,DFID,03/09/2012,KPMG Development Services ,"£11,944",Technical and Advisory Services ,Policy Division ,,114143-101 
DFID,DFID,03/09/2012,PRICEWATERHOUSECOOPERS ,"£17,000",Technical and Advisory Services ,Policy Division ,,114370-105 
DFID,DFID,03/09/2012,KPMG Development Services ,"£29,005",Technical and Advisory Services ,Policy Division ,Monthly management fee for DFIDs Global Governance & Transparency Fund – June 2012 ,100045-101 
DFID,DFID,03/09/2012,PRICEWATERHOUSECOOPERS ,"£51,200",Technical and Advisory Services ,Policy Division ,,114370-104 
DFID,DFID,03/09/2012,PRICEWATERHOUSECOOPERS ,"£112,583",Technical and Advisory Services ,Policy Division ,,114370-105 
DFID,DFID,03/09/2012,PRICEWATERHOUSECOOPERS ,"£253,727",Technical and Advisory Services ,Policy Division ,,114370-104 
DFID,DFID,05/09/2012,Protea Hotel Apo Apartments ,"£8,977",Aid Programme - Accountable Grant Payments ,Policy Division ,,201086-104 
DFID,DFID,05/09/2012,The George Washington University ,"£129,232",Aid Programme - Accountable Grant Payments ,Policy Division ,,202570-101 
DFID,DFID,05/09/2012, Triple Line Consulting Ltd ,"£373,444",Aid Programme - Accountable Grant Payments ,Policy Division ,,202035-101 
DFID,DFID,06/09/2012, Triple Line Consulting Ltd ,"£13,407",Aid Programme - Accountable Grant Payments ,Policy Division ,,202035-101 
DFID,DFID,06/09/2012,HLSP LTD ,"£28,292",Technical and Advisory Services ,Policy Division ,,202860-101 
DFID,DFID,07/09/2012,Pilgrims Group ,£750,Training - Travel & Subsistence ,Policy Division ,,200659-115 
DFID,DFID,07/09/2012,Pilgrims Group ,"£5,513",Training - Course Fees ,Policy Division ,,200659-115 
DFID,DFID,07/09/2012,RSM Tenon Limited ,"£6,157",Technical and Advisory Services ,Policy Division ,,201242-101 
DFID,DFID,07/09/2012,COFFEY INTERNATIONAL DEVELOPMENT LTD ,"£30,166",Technical and Advisory Services ,Policy Division ,,202372-104 
DFID,DFID,07/09/2012,Global Canopy Programme ,"£40,294",Aid Programme - Accountable Grant Payments ,Policy Division ,,201724-114 
DFID,DFID,07/09/2012,HLSP LIMITED ,"£67,801",Technical and Advisory Services ,Policy Division ,,201261-101 
DFID,DFID,07/09/2012,ICAR (UK) ,"£125,000",Aid Programme - Accountable Grant Payments ,Policy Division ,,200458-102 
DFID,DFID,10/09/2012,KPMG DEVELOPMENT SERVICE ,"£1,013,151",Aid Programme - Accountable Grant Payments ,Policy Division ,,114143-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£1,739",Technical and Advisory Services ,Policy Division ,,201724-124 
DFID,DFID,11/09/2012,SOCIAL DEVELOPMENT DIRECT LTD ,"£4,536",Supplier Services ,Policy Division ,,100275-101 
DFID,DFID,11/09/2012,Triple Line Consulting Limited ,"£725,346",Aid Programme - Challenge Fund payments ,Policy Division ,,201242-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£548,Air fares ,Policy Division ,,100277-104 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£679,Air fares ,Policy Division ,,203577-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£768,Air fares ,Policy Division ,,100277-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£792,Air fares ,Policy Division ,,202419-104 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£796,Air fares ,Policy Division ,,200659-113 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£910,Air fares ,Policy Division ,,203577-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,"£1,084",Air fares ,Policy Division ,,203577-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,"£2,689",Air fares ,Policy Division ,,202419-103 
DFID,DFID,12/09/2012,COMIC RELIEF ,"£941,667",Aid Programme - Partnership Programme Arrangements ,Policy Division ,,200645-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£2,466",Hotels - Accommodation only ,Policy Division ,,100276-106 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£2,466",Hotels - Accommodation only ,Policy Division ,,202402-104 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£2,466",Hotels - Accommodation only ,Policy Division ,,100191-101 
DFID,DFID,13/09/2012,Livingstone International Development Consultants Ltd ,"£14,626",Supplier Services ,Policy Division ,,100275-101 
DFID,DFID,14/09/2012,Recipient name withheld ,£700,Air fares ,Policy Division ,,202392-109 
DFID,DFID,14/09/2012,Asian Development Bank (USA) ,"£160,000",Aid Programme - Trust Funds contributions ,Policy Division ,,200509-104 
DFID,DFID,17/09/2012,VODAFONE CORPORATE ,£526,Telephone Usage & services ,Policy Division ,,100191-101 
DFID,DFID,17/09/2012,VODAFONE CORPORATE ,"£1,789",Mobile telephones & accessories ,Policy Division ,,100274-101 
DFID,DFID,17/09/2012,WATERAID ,"£7,001",Aid Programme - Accountable Grant Payments ,Policy Division ,,200769-101 
DFID,DFID,20/09/2012,Hays Specialist Recruitment Ltd ,£709,Contract & Agency Staff ,Policy Division ,,100191-101 
DFID,DFID,20/09/2012,Hays Specialist Recruitment Ltd ,"£1,240",Contract & Agency Staff ,Policy Division ,,100191-101 
DFID,DFID,20/09/2012,Hays Specialist Recruitment Ltd ,"£1,453",Contract & Agency Staff ,Policy Division ,,100191-101 
DFID,DFID,20/09/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,"£10,386",Technical and Advisory Services ,Policy Division ,,114188-101 
DFID,DFID,20/09/2012,TRIPLE LINE CONSULTING LTD ,"£47,742",Technical and Advisory Services ,Policy Division ,,202035-101 
DFID,DFID,20/09/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,"£105,277",Technical and Advisory Services ,Policy Division ,,114188-101 
DFID,DFID,20/09/2012,Program for Appropriate Technology in Health ,"£180,025",Aid Programme - Accountable Grant Payments ,Policy Division ,,202825-101 
DFID,DFID,20/09/2012,TROPICAL HEALTH AND EDUCATION TRUST ,"£265,159",Technical and Advisory Services ,Policy Division ,,202208-101 
DFID,DFID,20/09/2012,UNOPS ,"£500,000",Aid Programme - Trust Funds contributions ,Policy Division ,,200779-104 
DFID,DFID,21/09/2012,Maria Isabel Andrade ,£509,Other travel costs ,Policy Division ,,203184-101 
DFID,DFID,21/09/2012,COMMUNICAID GRP LIMITED ,£645,Training Providers/Facilitation Services ,Policy Division ,,100277-102 
DFID,DFID,21/09/2012,TROPICAL HEALTH AND EDUCATION TRUST ,"£142,131",Technical and Advisory Services ,Policy Division ,,202208-101 
DFID,DFID,21/09/2012,TROPICAL HEALTH AND EDUCATION TRUST ,"£430,966",Technical and Advisory Services ,Policy Division ,,202208-101 
DFID,DFID,22/09/2012,Lexeme Consulting ,"£12,210",Technical and Advisory Services ,Policy Division ,,203034-105 
DFID,DFID,24/09/2012,Recipient name withheld ,£769,Hotels - Accommodation only ,Policy Division ,,100277-104 
DFID,DFID,25/09/2012,Maria Isabel Andrade ,£509,Other travel costs ,Policy Division ,,203184-101 
DFID,DFID,25/09/2012,Recipient name withheld ,"£1,460",Hotels - Accommodation only ,Policy Division ,,202419-101 
DFID,DFID,25/09/2012,KPMG LLP ,"£193,092",Technical and Advisory Services ,Policy Division ,,202035-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,£584,Unanalysed/miscellaneous travel ,Policy Division ,,100277-101 
DFID,DFID,26/09/2012,PATH ,"£27,317",Technical and Advisory Services ,Policy Division ,,202674-101 
DFID,DFID,26/09/2012,University of Wolverhampton - School of Education ,"£55,977",Aid Programme - Accountable Grant Payments ,Policy Division ,,201724-118 
DFID,DFID,26/09/2012,University of Wolverhampton - School of Education ,"£254,625",Aid Programme - Accountable Grant Payments ,Policy Division ,,201724-118 
DFID,DFID,27/09/2012,Hays Specialist Recruitment Ltd ,£673,Contract & Agency Staff ,Policy Division ,,100191-101 
DFID,DFID,27/09/2012,Livingstone International Development Consultants Ltd ,"£8,848",Supplier Services ,Policy Division ,,100275-101 
DFID,DFID,27/09/2012,PATH ,"£13,127",Technical and Advisory Services ,Policy Division ,,202674-101 
DFID,DFID,28/09/2012,Recipient name withheld ,£945,Hotels - Accommodation only ,Policy Division ,,100277-104 
DFID,DFID,28/09/2012,PATH ,"£5,673",Technical and Advisory Services ,Policy Division ,,202674-101 
DFID,DFID,28/09/2012,PATH ,"£17,996",Technical and Advisory Services ,Policy Division ,,202674-101 
DFID,DFID,03/09/2012,Ian C Davies Conseil Inc ,"£1,593",Technical and Advisory Services ,Research and Evidence Division ,,201014-102 
DFID,DFID,03/09/2012,Center for Strategic & International Studies  Inc ,"£40,160",Research & Development costs ,Research and Evidence Division ,,203239-101 
DFID,DFID,03/09/2012,WELLCOME TRUST ,"£67,750",Aid Programme - Pooled/Basket funding ,Research and Evidence Division ,,114075-102 
DFID,DFID,03/09/2012,PRICEWATERHOUSECOOPERS ,"£76,800",Technical and Advisory Services ,Research and Evidence Division ,,200822-101 
DFID,DFID,03/09/2012,PRICEWATERHOUSECOOPERS ,"£380,590",Technical and Advisory Services ,Research and Evidence Division ,,200822-101 
DFID,DFID,05/09/2012,HTSPE LTD ,"£41,704",Technical and Advisory Services ,Research and Evidence Division ,,202242-108 
DFID,DFID,05/09/2012,USDA-ARS ,"£129,166",Aid Programme - Core contributions ,Research and Evidence Division ,,202108-104 
DFID,DFID,05/09/2012,University Of Sussex ,"£141,535",Research & Development costs ,Research and Evidence Division ,,114334-101 
DFID,DFID,05/09/2012,Crown Agents Bank ,"£511,145",Research & Development costs ,Research and Evidence Division ,,114010-102 
DFID,DFID,05/09/2012,USDA-ARS ,"£1,092,386",Aid Programme - Core contributions ,Research and Evidence Division ,,202108-102 
DFID,DFID,06/09/2012,SCHOOL OF ORIENTAL & AFRICAN STUDIES ,"£9,968",Research & Development costs ,Research and Evidence Division ,,203337-101 
DFID,DFID,06/09/2012,WHO (GENEVA) ,"£1,000,000",Aid Programme - Core contributions ,Research and Evidence Division ,,200274-102 
DFID,DFID,07/09/2012,Technology Development Group ,"£10,100",Technical and Advisory Services ,Research and Evidence Division ,,112193-102 
DFID,DFID,07/09/2012,CLIMATE STRATEGIES ,"£23,459",Research & Development costs ,Research and Evidence Division ,,203359-101 
DFID,DFID,10/09/2012,The George Washington University ,"£2,669",Training Providers/Facilitation Services ,Research and Evidence Division ,,100088-119 
DFID,DFID,10/09/2012,WHO (GENEVA) ,"£30,000",Aid Programme - Joint programme contribution ,Research and Evidence Division ,,203036-102 
DFID,DFID,10/09/2012,Society for Technology and Action for Rural Advancement ,"£57,907",Technical and Advisory Services ,Research and Evidence Division ,,201727-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£1,125",Technical and Advisory Services ,Research and Evidence Division ,,200529-107 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£2,388",Travel - Subsistence ,Research and Evidence Division ,,200529-107 
DFID,DFID,11/09/2012,Roger Drew ,"£5,107",Technical and Advisory Services ,Research and Evidence Division ,,203069-102 
DFID,DFID,11/09/2012,IOE University of London ,"£8,100",Research & Development costs ,Research and Evidence Division ,,202136-101 
DFID,DFID,11/09/2012,International Partnership for Microbicides ,"£2,000,000",Aid Programme - Core contributions ,Research and Evidence Division ,,202731-101 
DFID,DFID,11/09/2012,INTERNATIONAL AIDS VACCINE INITIATIV ,"£3,500,000",Aid Programme - Core contributions ,Research and Evidence Division ,,114405-101 
DFID,DFID,12/09/2012,Recipient name withheld ,£773,Hotels - Accommodation only ,Research and Evidence Division ,,100088-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,"£1,096",Air fares ,Research and Evidence Division ,,202333-101 
DFID,DFID,12/09/2012,Population Council ,"£48,567",Research & Development costs ,Research and Evidence Division ,,112115-101 
DFID,DFID,12/09/2012, Swiss Agency for Development and Cooperation ,"£170,000",Aid Programme - Core contributions ,Research and Evidence Division ,,202748-101 
DFID,DFID,12/09/2012,WHO Human Reproduction Programme ,"£1,500,000",Aid Programme - Core contributions ,Research and Evidence Division ,,114397-101 
DFID,DFID,12/09/2012,Medicines for Malaria Venture ,"£2,000,000",Aid Programme - Core contributions ,Research and Evidence Division ,,114398-102 
DFID,DFID,13/09/2012,ProQuest LLC ,"£2,097",Subscriptions ,Research and Evidence Division ,,202348-103 
DFID,DFID,13/09/2012, University Of Oxford ,"£4,682",Training Providers/Facilitation Services ,Research and Evidence Division ,,202826-101 
DFID,DFID,13/09/2012, University Of Oxford ,"£93,647",Training Providers/Facilitation Services ,Research and Evidence Division ,,202826-101 
DFID,DFID,14/09/2012,CAB INTERNATIONAL ,"£49,287",Research & Development costs ,Research and Evidence Division ,,201727-101 
DFID,DFID,14/09/2012,London School of Hygiene and Tropical Medicine ,"£126,483",Research & Development costs ,Research and Evidence Division ,,201889-101 
DFID,DFID,14/09/2012,Population Council ,"£174,436",Research & Development costs ,Research and Evidence Division ,,201398-101 
DFID,DFID,17/09/2012,Recipient name withheld ,£805,Air fares ,Research and Evidence Division ,,100039-108 
DFID,DFID,18/09/2012,Pilgrims Group ,£673,Hostile Environment Training ,Research and Evidence Division ,,101601-110 
DFID,DFID,19/09/2012,VODAFONE CORPORATE ,£585,Telephone Usage & services ,Research and Evidence Division ,,100039-108 
DFID,DFID,19/09/2012,VODAFONE CORPORATE ,"£1,701",Telephone Usage & services ,Research and Evidence Division ,,100039-108 
DFID,DFID,19/09/2012,Centro de Investigaciones Economicas (CINVE) ,"£8,525",Research & Development costs ,Research and Evidence Division ,,201642-101 
DFID,DFID,20/09/2012,TEARFUND ,"£23,568",Research & Development costs ,Research and Evidence Division ,,203287-101 
DFID,DFID,20/09/2012,INTERNATIONAL CENTRE FOR DIARRO ,"£25,000",Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,113310-116 
DFID,DFID,20/09/2012,TEARFUND ,"£43,818",Research & Development costs ,Research and Evidence Division ,,203287-101 
DFID,DFID,21/09/2012,KUONI BUSINESS TRAVEL INDIA PVT LTD ,£581,Training - Travel & Subsistence ,Research and Evidence Division ,,202392-109 
DFID,DFID,21/09/2012,  CfBT Education Trust ,"£23,000",Technical and Advisory Services ,Research and Evidence Division ,,202242-106 
DFID,DFID,22/09/2012,CZECH-IN s.r.o.(EURO) ,£506,Training - Course Fees ,Research and Evidence Division ,,100088-119 
DFID,DFID,22/09/2012,CZECH-IN s.r.o.(EURO) ,£965,Professional member subscriptions ,Research and Evidence Division ,,100088-101 
DFID,DFID,22/09/2012,CZECH-IN s.r.o.(EURO) ,"£2,870",Training - Course Fees ,Research and Evidence Division ,,100088-119 
DFID,DFID,22/09/2012,GLOBAL DEVELOPMENT NETWORK (3ie) ,"£677,371",Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,200135-101 
DFID,DFID,25/09/2012,NatCen Learning ,£700,Training Providers/Facilitation Services ,Research and Evidence Division ,,100274-101 
DFID,DFID,25/09/2012,THE DEVELOPMENT STUDIES ASSOCIATION ,"£45,934",Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,201761-101 
DFID,DFID,25/09/2012,CAB INTERNATIONAL ,"£51,772",Technical and Advisory Services ,Research and Evidence Division ,,112152-101 
DFID,DFID,25/09/2012,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,"£103,108",Research & Development costs ,Research and Evidence Division ,,201006-101 
DFID,DFID,25/09/2012,IBRD HSBC T ,"£1,927,000",Aid Programme - Trust Funds contributions ,Research and Evidence Division ,,113710-101 
DFID,DFID,26/09/2012,DoubleTree by Hilton London - Westminster  ,£841,Entertainment & Hospitality ,Research and Evidence Division ,,100039-102 
DFID,DFID,26/09/2012,The Express Travel Group ,£985,Air fares ,Research and Evidence Division ,,202334-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,"£2,194",Technical and Advisory Services ,Research and Evidence Division ,,200529-107 
DFID,DFID,26/09/2012,IBM UNITED KINGDOM LIMITED ,"£3,289",Computer software maintenance ,Research and Evidence Division ,,100039-114 
DFID,DFID,26/09/2012,CHRISTOPHER ADAM ,"£3,850",Training Providers/Facilitation Services ,Research and Evidence Division ,,202332-102 
DFID,DFID,26/09/2012,RAND EUROPE ,"£9,500",Research & Development costs ,Research and Evidence Division ,,107891-102 
DFID,DFID,26/09/2012,Burt Perrin ,"£10,850",Technical and Advisory Services ,Research and Evidence Division ,,203069-103 
DFID,DFID,26/09/2012,HTSPE LTD ,"£58,950",Technical and Advisory Services ,Research and Evidence Division ,,203193-101 
DFID,DFID,26/09/2012,FAO ,"£2,250,000",Aid Programme - Voluntary contributions ,Research and Evidence Division ,,202931-101 
DFID,DFID,27/09/2012,FOREIGN AND COMMONWEALTH OFFICE (FCO) ,"£7,254",Technical and Advisory Services ,Research and Evidence Division ,,200529-102 
DFID,DFID,27/09/2012,INSTITUTE OF DEVELOPMENT STUDIES ,"£41,434",Research & Development costs ,Research and Evidence Division ,,201097-102 
DFID,DFID,27/09/2012,INSTITUTE OF DEVELOPMENT STUDIES ,"£41,434",Research & Development costs ,Research and Evidence Division ,,201097-101 
DFID,DFID,27/09/2012,SCIDEV.NET ,"£150,000",Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,203016-101 
DFID,DFID,27/09/2012,GALVmed ,"£1,500,000",Aid Programme - Core contributions ,Research and Evidence Division ,,202040-101 
DFID,DFID,28/09/2012,RS DREW LTD ,"£3,570",Technical and Advisory Services ,Research and Evidence Division ,,201014-102 
DFID,DFID,28/09/2012,USDA-ARS ,"£29,166",Aid Programme - Core contributions ,Research and Evidence Division ,,202108-104 
DFID,DFID,28/09/2012,The World Bank (EFO) ,"£50,000",Aid Programme - Core contributions ,Research and Evidence Division ,,202856-101 
DFID,DFID,28/09/2012,The World Bank (EFO) ,"£70,000",Aid Programme - Core contributions ,Research and Evidence Division ,,202856-102 
DFID,DFID,28/09/2012,IPDET  CARLETON UNIVERSITY ,"£75,000",Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,,203014-104 
DFID,DFID,28/09/2012,USDA-ARS ,"£589,755",Aid Programme - Core contributions ,Research and Evidence Division ,,202108-102 
DFID,DFID,03/09/2012,UN WOMEN ,"£517,666",Aid Programme - Other Financial Aid to Government ,Security & Humanitarian and Middle East Division ,,201236-102 
DFID,DFID,03/09/2012,UN OCHA ,"£10,000,000",Aid Programme - Core contributions ,Security & Humanitarian and Middle East Division ,,203343-102 
DFID,DFID,04/09/2012,Supplier Name withheld ,"£2,000,000",Aid Programme - Voluntary contributions ,Security & Humanitarian and Middle East Division ,,203216-107 
DFID,DFID,05/09/2012,CARE INTERNATIONAL ,"£240,707",Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,203610-101 
DFID,DFID,05/09/2012,SAVE THE CHILDREN ,"£350,000",Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,203610-101 
DFID,DFID,06/09/2012,Pilgrims Group ,£555,Training Providers/Facilitation Services ,Security & Humanitarian and Middle East Division ,,100303-101 
DFID,DFID,06/09/2012,VODAFONE CORPORATE ,£859,Mobile telephones & accessories ,Security & Humanitarian and Middle East Division ,,100049-101 
DFID,DFID,06/09/2012,VODAFONE CORPORATE ,"£1,616",Mobile telephones & accessories ,Security & Humanitarian and Middle East Division ,,100049-101 
DFID,DFID,06/09/2012,CONCERN WORLDWIDE ,"£319,182",Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,203610-101 
DFID,DFID,07/09/2012,VODAFONE CORPORATE ,£550,Mobile telephones & accessories ,Security & Humanitarian and Middle East Division ,,100146-101 
DFID,DFID,07/09/2012,Cabinet Office RM Shared Services ,"£78,292",Other Admin Costs ,Security & Humanitarian and Middle East Division ,DFID contribution to the Iraq Inquiry April – June 2012 ,100296-101 
DFID,DFID,10/09/2012, Norwegian Refugee Council ,"£433,584",Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,201304-101 
DFID,DFID,10/09/2012,Supplier Name withheld ,"£2,000,000",Aid Programme - Voluntary contributions ,Security & Humanitarian and Middle East Division ,,203216-107 
DFID,DFID,11/09/2012,FCO SERVICES ,£629,Office Supplies ,Security & Humanitarian and Middle East Division ,,202399-102 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£1,093",Travel - Subsistence ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,11/09/2012,John Twigg ,"£8,500",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,203189-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£10,452",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,11/09/2012,MINES ADVISORY GROUP ,"£23,313",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,201745-104 
DFID,DFID,11/09/2012,MINES ADVISORY GROUP ,"£41,203",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,201745-108 
DFID,DFID,12/09/2012,Foreign & Commonwealth Office ,£536,Air fares ,Security & Humanitarian and Middle East Division ,,201701-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£548,Air fares ,Security & Humanitarian and Middle East Division ,,100303-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£552,Air fares ,Security & Humanitarian and Middle East Division ,,202399-102 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£557,Air fares ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£654,Air fares ,Security & Humanitarian and Middle East Division ,,100049-101 
DFID,DFID,12/09/2012,Pilgrims Group ,£673,Training - Course Fees ,Security & Humanitarian and Middle East Division ,,101601-110 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£680,Air fares ,Security & Humanitarian and Middle East Division ,,201701-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£785,Air fares ,Security & Humanitarian and Middle East Division ,,100262-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£854,Hotels - Accommodation only ,Security & Humanitarian and Middle East Division ,,100307-101 
DFID,DFID,12/09/2012,Foreign & Commonwealth Office ,£870,Air fares ,Security & Humanitarian and Middle East Division ,,201701-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£901,Air fares ,Security & Humanitarian and Middle East Division ,,202398-101 
DFID,DFID,12/09/2012,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION (SDC) ,"£2,708",Conferences  Seminars & Meeting/Event Resource ,Security & Humanitarian and Middle East Division ,,100049-101 
DFID,DFID,12/09/2012,MINES ADVISORY GROUP ,"£25,901",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,201745-102 
DFID,DFID,12/09/2012,MINES ADVISORY GROUP ,"£28,172",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,201745-103 
DFID,DFID,12/09/2012,MINES ADVISORY GROUP ,"£43,785",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,201745-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£549,Training - Travel & Subsistence ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£580,Storage & Distribution costs ,Security & Humanitarian and Middle East Division ,,202887-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£612,Hotels - Accommodation only ,Security & Humanitarian and Middle East Division ,,101619-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£706,Training - Travel & Subsistence ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£708,Secure Staff Accomodation,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£825,Travel - Subsistence ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£831,Training - Travel & Subsistence ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,13/09/2012,Supplier Name withheld ,£879,Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,203216-110 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,458",Vehicle Repairs & Maintenance ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£2,921",Storage & Distribution costs ,Security & Humanitarian and Middle East Division ,,100303-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£19,434",Secure Staff Accomodation,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,13/09/2012,The Representative office of Norway ,"£158,442",Aid Programme - Joint programme contribution ,Security & Humanitarian and Middle East Division ,,201812-101 
DFID,DFID,14/09/2012,Supplier Name withheld ,£524,Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,203216-110 
DFID,DFID,14/09/2012,AIR PARTNER PLC ,"£1,271",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,102055-101 
DFID,DFID,14/09/2012,Recipient name withheld ,"£4,817",Hotels - Accommodation only ,Security & Humanitarian and Middle East Division ,,100049-101 
DFID,DFID,14/09/2012,FOREIGN AND COMMONWEALTH OFFICE (FCO) ,"£41,151",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,202486-103 
DFID,DFID,14/09/2012,FOREIGN AND COMMONWEALTH OFFICE (FCO) ,"£41,151",FCO shared service charges ,Security & Humanitarian and Middle East Division ,Shared services April-June 2012 - Libya,202399-102 
DFID,DFID,14/09/2012,OXFORD POLICY MANAGEMENT ,"£105,163",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,202241-104 
DFID,DFID,14/09/2012,WFP CONTRIBUTIONS UNIT ,"£3,000,000",Aid Programme - Voluntary contributions ,Security & Humanitarian and Middle East Division ,,202963-116 
DFID,DFID,17/09/2012, Overseas Development Institute ,"£7,200",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,203593-101 
DFID,DFID,17/09/2012, Overseas Development Institute ,"£14,600",Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,202719-102 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,£644,Office Supplies ,Security & Humanitarian and Middle East Division ,,201705-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,"£2,549",Hotels - Accommodation only ,Security & Humanitarian and Middle East Division ,,100303-101 
DFID,DFID,19/09/2012,Scottish Police Services Authority ,"£1,682",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,202486-106 
DFID,DFID,19/09/2012, Fond Inst Uni Htes Etudes Int(SMALL ARMS SURVEY) ,"£31,491",Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,201898-103 
DFID,DFID,20/09/2012,COMMUNICAID GRP LIMITED ,£561,Training - Course Fees ,Security & Humanitarian and Middle East Division ,,100146-101 
DFID,DFID,20/09/2012,Supplier Name withheld ,"£9,674",Aid Programme - Humanitarian Material Relief Assistance and Services ,Security & Humanitarian and Middle East Division ,,203216-110 
DFID,DFID,20/09/2012,Scottish Police Services Authority ,"£10,117",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,202486-106 
DFID,DFID,20/09/2012, Norwegian Refugee Council ,"£360,001",Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,201304-101 
DFID,DFID,24/09/2012,FOREIGN AND COMMONWEALTH OFFICE (FCO) ,"£4,330",Technical and Advisory Services ,Security & Humanitarian and Middle East Division ,,202398-101 
DFID,DFID,25/09/2012,Supplier Name withheld ,"£499,950",Aid Programme - Voluntary contributions ,Security & Humanitarian and Middle East Division ,,203216-113 
DFID,DFID,26/09/2012,Supplier Name withheld ,"£206,277",Aid Programme - Accountable Grant Payments ,Security & Humanitarian and Middle East Division ,,203216-108 
