,,,,,,,,,,,,,,,,,
"Source: Ofcom/broadcastersNote: These hours do not include network news production. The category ‘Other’ refers to programmes made by producers based within the M25 which qualify as regional productions on the grounds that 70% of total spend and 50% of offscreen talent spend was outside the M25 but not all in one macro-region and therefore cannot be attributed to a single region. See http://stakeholders.ofcom.org.uk/broadcasting/guidance/programme-guidance/reg_prod/ on the Ofcom website for further details.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2010,2011,2012,2013,2014,,,,,,,,,,,,
London,60.80%,58.50%,54.70%,49.40%,48.90%,,,,,,,,,,,,
Midlands & East,8.30%,7.70%,6.30%,6.10%,5.10%,,,,,,,,,,,,
Northern England,11.60%,13.40%,18.30%,21.10%,24.10%,,,,,,,,,,,,
Southern England,12.90%,10.90%,10.10%,11.90%,11.20%,,,,,,,,,,,,
Scotland,4.60%,6.80%,7.20%,8.40%,7.50%,,,,,,,,,,,,
Wales,1.40%,1.60%,1.70%,1.40%,1.80%,,,,,,,,,,,,
Northern Ireland,0.50%,0.80%,0.90%,0.90%,0.80%,,,,,,,,,,,,
Other,0.00%,0.20%,0.80%,0.80%,0.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.19,,,,,,,, ,,,,,,,,,
,,,,,,,,,,,,,,,,,
Other spend on other programming in the devolved nations: 2014 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. Note: BBC S4C Statutory refers to the cost to the BBC of programming supplied to S4C by the BBC as part of their statutory agreement. ILBF / USBF refers to additional production contributions by the Irish Language Broadcast Fund and the Ulster Scots Broadcast Fund. S4C figures cover the 2014/2015 financial year, BBC ALBA and ILBF / USBF figures cover the 2014 calendar year. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Northern Ireland,Scotland,Wales,,,,,,,,,,,,,
ILBF / USBF funding,,2805586.96,0,0,,,,,,,,,,,,,
BBC ALBA,,0,14680000,0,,,,,,,,,,,,,
S4C,,0,0,67005914,,,,,,,,,,,,,
BBC S4C Statutory,,0,0,24500000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 2.20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"	Spend by S4C on first-run Welsh language programming",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Source: S4C. All figures are expressed in nominal terms. Note: Does not include programming provided by the BBC under the statutory obligation.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,2013,2014,,,,,,,,,,,,,,,
Drama,£15,£14,,,,,,,,,,,,,,,
General Factual,£14,£15,,,,,,,,,,,,,,,
Current Affairs,£2,£2,,,,,,,,,,,,,,,
Light Music/ Entertainment,£8,£8,,,,,,,,,,,,,,,
Children,£9,£9,,,,,,,,,,,,,,,
Music and Arts,£4,£4,,,,,,,,,,,,,,,
Sport,£9,£9,,,,,,,,,,,,,,,
Religion,£1,£1,,,,,,,,,,,,,,,
,£62,£63,,,,,,,,,,,,,,,
Wales 2.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"	Type of Welsh-language output on S4C, by hours",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Hours,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Source: S4C.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,2010,2011,2012,2013,2014,,,,,,,,,,,,
BBC Statutory,711,640,567,535.2,531,,,,,,,,,,,,
Repeats,"3,371",3254,3717,3737.04,3876,,,,,,,,,,,,
First-run acquisitions,351,482,342,469.68,452,,,,,,,,,,,,
First-run commissions (BBC),14,13,13,10,12.5,,,,,,,,,,,,
First-run commissions (indie),1772,1830,1990,1968,1916,,,,,,,,,,,,
Total,6219,6219,6629,6720,6787.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 3.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Radio station availability in Wales,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom,  April 2015Note: This chart shows the maximum number of stations available; local variations along with reception issues mean that listeners may not be able to access all of these",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,Digital ,Analogue,,,,,,,,,,,,,,,
All BBC,13,7,,,,,,,,,,,,,,,
UK wide commercial,14,3,,,,,,,,,,,,,,,
Local commercial,18,15,,,,,,,,,,,,,,,
Community licences,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 3.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Household coverage of DAB,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Household coverage (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BBC, Arqiva, Ofcom, June 2015]Note: BBC figures indicate coverage at the end of 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,BBC National DAB,Digital One,Local DAB,,,,,,,,,,,,,,
UK,95.4,89.8,75.3,,,,,,,,,,,,,,
England,96.5,91.3,76.9,,,,,,,,,,,,,,
Northern Ireland,85.4,76.1,78.8,,,,,,,,,,,,,,
Scotland,92.3,76.4,65,,,,,,,,,,,,,,
Wales,89.2,64.1,63,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 3.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours by nation: 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: RAJAR, All adults (15+), year ended Q4 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,BBC network,BBC Local/nations,UK commercial,Local/nations commercial,Other,,,,,,,,,,,,
England,47%,7%,13%,30%,3%,,,,,,,,,,,,
Scotland,40%,8%,14%,34%,4%,,,,,,,,,,,,
Wales,49%,10%,13%,26%,2%,,,,,,,,,,,,
Northern Ireland,24%,20%,9%,35%,12%,,,,,,,,,,,,
UK,46%,8%,13%,30%,3%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 3.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Weekly reach for nations/local BBC services: 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: RAJAR, All adults (15+), year ended Q4 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2014,yoy change,,,,,,,,,,,,,,,
BBC Local Radio in England,15.7,-0.9,,,,,,,,,,,,,,,
BBC Radio Ulster/Foyle,36.4,0.1,,,,,,,,,,,,,,,
BBC Radio Scotland,20,-0.5,,,,,,,,,,,,,,,
BBC Radio Wales/Cymru,20.1,-2.1,,,,,,,,,,,,,,,
BBC Radio Wales,16.5,-1.9,,,,,,,,,,,,,,,
BBC Radio Cymru,4.9,-0.5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 3.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ownership of DAB digital radios ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage of respondents,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: Adults aged 16+ who listen to radio (n = 2934 UK, 406 Wales, 1735 England, 386 Scotland, 407 Northern Ireland, 205 Wales urban, 201 Wales rural, 854 Wales 2010, 397 Wales 2011, 405 Wales 2012, 383 Wales 2013, 403 Wales 2014, 406 Wales 2015)NB. Data in 2011 based on those who listen to radio and have any radio sets in the household that someone listens to in most weeksQP9. How many DAB sets do you have in your household? ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 3.07,,,,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,N Ireland 2008,Wales 2010,Wales 2011,Wales 2012,Wales 2013,Wales 2014,Wales 2015,
,,,,37,29,,49,38,,29,29,27,29,27,42,47,
Figure 3.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours via digital and analogue platforms: 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage of respondents,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: RAJAR, All adults (15+), year ended Q4 2014Note: ‘Digital platforms’ refers to radio services that can be accessed through a range of devices. This includes DAB digital radios, digital television, and devices that connect to the internet such as dedicated radios incorporating WiFi connectivity, home PCs, and mobile handsets which can connect to the internet. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
,Analogue,Digital,Not stated,,,,,,,,,,,,,,
UK,56.79%,37.26%,5.95%,,,,,,,,,,,,,,
England,55.53%,38.44%,6.04%,,,,,,,,,,,,,,
Scotland,57.88%,35.02%,7.10%,,,,,,,,,,,,,,
Wales,63.28%,32.37%,4.35%,,,,,,,,,,,,,,
Northern Ireland,69.66%,24.80%,5.54%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 3.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours via digital and analogue platforms in Wales: 2007-2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of total listening hours,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: RAJAR, all adults, calendar years 2007-2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2007,2008,2009,2010,2011,2012,2013,2014,,,,,,,,,
Analogue,76.4905066,73.48648784,71.93988535,74.22386368,69.08373897,66.82972695,67.13856658,63,,,,,,,,,
Digital,12.3692476,14.66197492,16.49553202,21.74050475,24.99163265,26.8701224,29.34860201,32,,,,,,,,,
Not stated,11.1402458,11.85153725,11.56458264,4.035631566,5.924628381,6.300150658,3.512644057,4,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 3.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Local/nations radio spend and revenue per head of population: 2014-15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Radio revenue / spend per head (£ per capita),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BroadcastersNote: The UK total shows the average for local commercial radio across the four nations and therefore excludes revenues for the UK-wide commercial stations: Classic FM, talkSPORT and Absolute.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK nations average,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
BBC local/nations content spend 2014-15,2.888978671,2.146074132,4.76753571,14.70186369,9.455101929,,,,,,,,,,,,
Local commercial radio revenue 2014,6.452324177,6.366701172,8.022395405,4.844893589,7.109629994,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure: 4.1,,,,,,,,,,,,,,,,,
Proportion of premises connected to ADSL-enabled and unbundled exchanges (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Non-LLU ADSL,99.98,100,99.86,100,100,,100,99.91,,,,,,,,,
LLU ADSL,95,96,89,93,89,,100,77,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / BT, December 2014 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure: 4.2,,,,,,,,,,,,,,,,,
Proportion of premises able to receive Virgin Media cable broadband services (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Jun-15,44,47,36,21,27,,50,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / Virgin Media, May 2015 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.3,,,,,,,,,,,,,,,,,
Proportion of premises able to receive BT Openreach/Kcom fibre broadband services (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Jun-15,82,82,75,83,92,,84,67,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / Openreach / Kcom, May 2015 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.4,,,,,,,,,,,,,,,,,
Proportion of premises able to receive NGA broadband services (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Jun-15,90,90,85,87,95,,92,67,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / Openreach / Virgin Media / Kcom, May 2015 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.5,,,,,,,,,,,,,,,,,
Proportion of premises able to receive superfast broadband services (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Jun-15,83,84,73,79,77,,88,37,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / Openreach / Virgin Media / Kcom, May 2015 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.6,,,,,,,,,,,,,,,,,
"2G mobile premises coverage, by number of operators",,,,,,,,,,,,,,,,,
Proportion of premises (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK urban,UK rural,,,,,,,,,
One,0.6,0.5,1,2.3,1.6,,0.1,5,,,,,,,,,
Two,2.3,1.8,3.2,6.4,5.6,,0.9,14,,,,,,,,,
Three,96.8,97.6,95.3,90.2,91.7,,99,78.6,,,,,,,,,
Total,99.7,99.8,99.5,98.9,98.9,,100,97.6,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / operators, May 2015 data",,,,,,,,,,,,,,,,,
Note: Coverage is based on 100m2 pixels covering the UK,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.7,,,,,,,,,,,,,,,,,
"3G mobile premises coverage, by number of operators",,,,,,,,,,,,,,,,,
Proportion of premises (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK urban,UK rural,,,,,,,,,
One,0.7,0.5,1.8,2.1,1.5,,0.2,5.3,,,,,,,,,
Two,4.4,3.1,10.5,13.1,7.3,,2.2,22.6,,,,,,,,,
Three,6.2,5.3,5.9,15.8,16.8,,4.3,22.1,,,,,,,,,
Four,88,90.7,78.9,67,73,,93.2,43.9,,,,,,,,,
Total,99.3,99.6,97.1,97.9,98.6,,99.9,93.8,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / operators, May 2015 data",,,,,,,,,,,,,,,,,
Note: Coverage is based on 100m2 pixels covering the UK,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.8,,,,,,,,,,,,,,,,,
"4G mobile premises coverage, by number of operators",,,,,,,,,,,,,,,,,
Proportion of premises (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK urban,UK rural,,,,,,,,,
One,12.1,11,9.8,20.1,40.6,,10.6,25.5,,,,,,,,,
Two,10.8,11.2,7.5,14,5.5,,10.5,13.5,,,,,,,,,
Three,24.1,23.8,28.4,10.3,45,,25.2,15.4,,,,,,,,,
Four,42.4,46.2,34,18.3,0,,47.1,3.4,,,,,,,,,
Total,89.5,92.1,79.7,62.8,91.1,,93.3,57.9,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / operators, May 2015 data",,,,,,,,,,,,,,,,,
Note: Coverage is based on 100m2 pixels covering the UK,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.10,,,,,,,,,,,,,,,,,
"Consumer broadband take-up in Wales, by demographic",,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Total,,16-34,35-64,65+,,ABC1,C2DE,,<£17.5k,£17.5k+,,Yes,No,,,
Wales,78,,84,82,60,,87,70,,64,95,,82,76,,,
Narrowband,1,1,1,2,1,,1,2,,3,1,,,,,,
UK,80,,85,85,56,,89,69,,60,94,,90,73,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n =496 Wales, 128 16-34s, 242 35-64s, 126 65+, 260 ABC1, 236 C2DE, 158 <£17.5k income, 116 £17.5k+, 152 children in home, 344 no children in home)",,,,,,,,,,,,,,,,,
QE9. Which of these methods does your household use to connect to the internet at home?,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.11,,,,,,,,,,,,,,,,,
"Consumer broadband, by connection type",,,,,,,,,,,,,,,,,
Proportion of homes (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Wales 2015,England 2015,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,N Ireland 2008,Wales 2010,Wales 2011,Wales 2012,Wales 2013,Wales 2014,Wales 2015,
Fixed broadband only,73,74,74,67,64,,74,76,,53,48,54,53,59,63,74,
Fixed and mobile broadband,4,2,4,4,5,,2,3,,,9,10,10,3,5,2,
Mobile broadband only,2,1,2,2,3,,1,2,,,7,6,6,4,2,1,
Total,80,78,81,73,72,,77,80,,,64,71,68,66,71,78,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 496 Wales, 2264 England, 492 Scotland, 504 Northern Ireland, 249 Wales urban, 247 Wales rural, 1075 Wales 2010, 493 Wales 2011, 513 Wales 2012, 492 Wales 2013, 491 Wales 2014, 496 Wales 2015)",,,,,,,,,,,,,,,,,
QE9. Which of these methods does your household use to connect to the internet at home? ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.12,,,,,,,,,,,,,,,,,
Proportion of adults who have used a mobile phone to access the internet,,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Wales 2015,England 2015,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,N Ireland 2008,Wales 2010,Wales 2011,Wales 2012,Wales 2013,Wales 2014,Wales 2015,
Used in past week,56,53,57,54,56,,55,49,,7,10,14,36,42,48,53,
Used less than weekly,5,5,5,4,4,,6,3,,,4,6,3,4,5,5,
,61,59,62,59,60,,60,51,,7,14,20,39,47,52,59,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 496 Wales, 2264 England, 492 Scotland, 504 Northern Ireland, 249 Wales urban, 247 Wales rural, 1075 Wales 2010, 493 Wales 2011, 513 Wales 2012, 492 Wales 2013, 491 Wales 2014, 496 Wales 2015)",,,,,,,,,,,,,,,,,
"QD28A-B. Which, if any, of the following activities, other than making and receiving calls, do you use your mobile for?/ And, which of these activities have you used your mobile for in the last week?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.13,,,,,,,,,,,,,,,,,
"4G take-up, by nation ",,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK 2015,Wales 2015 ,Scotland 2015,N Ireland 2015,England 2015,,,,,,,,,,,,
Take-up,30%,23%,34%,26%,30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 438 Northern Ireland, 2264England, 492 Scotland, 496 Wales",,,,,,,,,,,,,,,,,
QD6 (QD41). Do you have a 4G service? This is a relatively new service that enables faster mobile internet access,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.14,,,,,,,,,,,,,,,,,
Type of mobile subscription,,,,,,,,,,,,,,,,,
Proportion of mobile users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Wales 2015,England 2015,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,N Ireland 2008,Wales 2010,Wales 2011,Wales 2012,Wales 2013,Wales 2014,Wales 2015,
Prepay / Pay as you go,33,33,32,34,43,,32,34,,65,58,55,48,49,43,33,
Contract with handset,57,58,57,59,51,,59,57,,35,32,42,44,45,52,58,
Contract SIM only,7,5,7,6,4,,5,7,,,6,3,6,4,4,5,
Contract unsure type,2,3,2,1,,,2,,,,2,,2,,,3,
Other,1,,1,,2,,,,,,3,,,,,,
Unsure,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Adults aged 16+ who personally use a mobile phone (n = 3425 UK, 439 Wales, 2080 England, 450 Scotland, 456 Northern Ireland, 221 Wales urban, 218 Wales rural, 923 Wales 2010, 416 Wales 2011, 456 Wales 2012, 440 Wales 2013, 438 Wales 2014, 439 Wales 2015)",,,,,,,,,,,,,,,,,
QD11. Which of these best describes the mobile package you personally use most often?,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.15,,,,,,,,,,,,,,,,,
Cross-ownership of household telephony services,,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Wales 2015,England 2015,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,N Ireland 2008,Wales 2010,Wales 2011,Wales 2012,Wales 2013,Wales 2014,Wales 2015,
Fixed and mobile,80,77,81,75,78,,76,80,,78,72,73,74,71,74,77,
Fixed only,4,6,4,7,7,,7,5,,8,7,7,6,5,4,6,
Mobile only,15,17,15,17,15,,17,14,,,19,19,20,23,22,17,
Neither fixed or mobile,,,,1,,,,,,1,2,1,,1,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 496 Wales, 2264 England, 492 Scotland, 504 Northern Ireland, 249 Wales urban, 247 Wales rural, 1075 Wales 2010, 493 Wales 2011, 513 Wales 2012, 492 Wales 2013, 491 Wales 2014, 496 Wales 2015)",,,,,,,,,,,,,,,,,
QC1. Is there a landline phone in your home that can be used to make and receive calls?/ QD1. How many mobile phones in total do you and members of your household use?,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.16,,,,,,,,,,,,,,,,,
Satisfaction with overall service and speed of fixed broadband connection,,,,,,,,,,,,,,,,,
Proportion of users(%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Satisfaction with overall broadband service,,,,,Satisfaction with broadband speeds,,,,,,,,,,,
,UK 2015,Wales 2015,Wales urban 2015,Wales rural 2015,,UK 2015,Wales 2015,Wales urban 2015,Wales rural 2015,,,,,,,,
Very satisfied,45,36,36,37,,43,30,30,31,,,,,,,,
Fairly satisfied,41,51,53,44,,38,49,52,36,,,,,,,,
Total satisfaction,86,87,89,81,,80,79,82,67,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Adults aged 16+ with a fixed broadband connection at home (n = 2781 UK, 380 Wales, 185 Wales urban, 195 Wales rural)",,,,,,,,,,,,,,,,,
Note: Figures above chart columns indicate the proportion of people who were ‘very’ or ‘fairly’ satisfied with their speed of service while online,,,,,,,,,,,,,,,,,
"QE8b. Thinking about your fixed broadband internet service, how satisfied are you with (main supplier) for the overall service/ for the speed of your service while online (not just the connection)?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.16,,,,,,,,,,,,,,,,,
Satisfaction with reception of mobile service,,,,,,,,,,,,,,,,,
Proportion of users(%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
