Organisation Name,Effective date,Service,Supplier Name,Payment Date,Transaction Number,Net Amount (£),gl Code Desc
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,19/12/2014,V000858717,1171.5,INDIVIDUAL SERVICE FUND
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,19/12/2014,V000858718,759.15,INDIVIDUAL SERVICE FUND
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,19/12/2014,V000858720,1711.8,DIRECT PAYMENTS
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,19/12/2014,V000858721,663.81,INDIVIDUAL SERVICE FUND
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,19/12/2014,V000858722,1095.21,INDIVIDUAL SERVICE FUND
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,LIFEWAYS COMMUNITY CARE LTD,19/12/2014,V000858723,1431.52,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,LIFEWAYS COMMUNITY CARE LTD,19/12/2014,V000858724,3420.52,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,19/12/2014,V000858725,1958.04,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,19/12/2014,V000858727,4930.5,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,19/12/2014,V000858728,7266,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,19/12/2014,V000858729,657.72,INDIVIDUAL SERVICE FUND
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,19/12/2014,V000858730,1060,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,19/12/2014,V000858731,1736,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,19/12/2014,V000858732,554.4,INDIVIDUAL SERVICE FUND
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,19/12/2014,V000858733,2912,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,19/12/2014,V000858734,6363,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,19/12/2014,V000858735,525,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,19/12/2014,V000858736,2100,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,19/12/2014,V000858737,2100,LD SUPPORTED LIVING
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,19/12/2014,V000858739,1283.85,DIRECT PAYMENTS
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,19/12/2014,V000858741,1711.8,DIRECT PAYMENTS
ROCHDALE,23/12/2014,FINANCE SERVICES,GREATER MANCHESTER FIRE AND CIVIL DEFENCE,23/12/2014,V000858743,50231,TRANSACTIONS-EXPENDITURE
ROCHDALE,23/12/2014,FINANCE SERVICES,GREATER MANCHESTER FIRE AND CIVIL DEFENCE,23/12/2014,V000858743,242553,TRANSACTIONS-EXPENDITURE
ROCHDALE,24/12/2014,CUSTOMERS & CORPORATE SERVICES,S KERSHAW & SONS,24/12/2014,V000858744,3187.5,RENTS
ROCHDALE,23/12/2014,ECONOMY AND ENVIRONMENT,G M WASTE DISPOSAL AUTHORITY,23/12/2014,V000858745,1242500,WASTE DISPOSAL LEVY
ROCHDALE,24/12/2014,ECONOMY AND ENVIRONMENT,M N PROPERTY CONSULTANTS,24/12/2014,V000858746,43625,RENTS
ROCHDALE,24/12/2014,ECONOMY AND ENVIRONMENT,GILLMARK PROPERTY MANAGEMENT LTD,24/12/2014,V000858749,1192.5,RENTS
ROCHDALE,23/12/2014,FINANCE SERVICES,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,23/12/2014,V000858752,640891,TRANSACTIONS-EXPENDITURE
ROCHDALE,24/12/2014,FINANCE SERVICES,STOREYS EDWARD SYMMONS LTD,24/12/2014,V000858753,11515,RENTS
ROCHDALE,24/12/2014,FINANCE SERVICES,STOREYS EDWARD SYMMONS LTD,24/12/2014,V000858754,2456.92,RENTS
ROCHDALE,17/12/2014,CHILDREN’S SOCIAL CARE,ROC NORTHWEST LTD,17/12/2014,V000858755,15900,EDB PLACEMENTS
ROCHDALE,17/12/2014,CHILDREN’S SOCIAL CARE,SAFECARE SERVICES LIMITED,17/12/2014,V000858756,642,SUBSISTENCE
ROCHDALE,17/12/2014,CHILDREN’S SOCIAL CARE,STEP AHEAD,17/12/2014,V000858757,900,EDB PLACEMENTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,STEP AHEAD,19/12/2014,V000858758,850,EDB PLACEMENTS
ROCHDALE,17/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,17/12/2014,V000858759,874,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,17/12/2014,CHILDREN’S SOCIAL CARE,TRAX CARE LTD,17/12/2014,V000858761,19285.71,EDB PLACEMENTS
ROCHDALE,17/12/2014,CHILDREN’S SOCIAL CARE,WHISTLEDAWN LTD,17/12/2014,V000858762,14700,EDB PLACEMENTS
ROCHDALE,17/12/2014,CHILDREN’S SOCIAL CARE,WHISTLEDAWN LTD,17/12/2014,V000858763,10907.15,EDB PLACEMENTS
ROCHDALE,18/12/2014,CHILDREN’S SOCIAL CARE,YOUNG FOUNDATIONS LTD,18/12/2014,V000858764,3515.36,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,17/12/2014,ECONOMY AND ENVIRONMENT,ANIMAL WARDENS LIMITED,17/12/2014,V000858769,1194,SERVICES - GENERAL
ROCHDALE,24/12/2014,ECONOMY AND ENVIRONMENT,NORTHERN STAGE SERVICES LTD,24/12/2014,V000858792,1004,EQUIPMENT - GENERAL
ROCHDALE,18/12/2014,ECONOMY AND ENVIRONMENT,FAMILY FUND TRADING LIMITED,18/12/2014,V000858793,150000,DISCRETIONARY AWARDS
ROCHDALE,24/12/2014,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,24/12/2014,V000858795,6230.52,PURCHASE OF OTHER EQUIPMENT
ROCHDALE,18/12/2014,ECONOMY AND ENVIRONMENT,ANIMAL WARDENS LIMITED,18/12/2014,V000858798,776.1,SERVICES - GENERAL
ROCHDALE,18/12/2014,ECONOMY AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,18/12/2014,V000858812,526.5,EQUIPMENT - GENERAL
ROCHDALE,22/12/2014,CHILDREN’S SOCIAL CARE,EC SAFEGUARDING CONSULTANCY LTD,22/12/2014,V000858813,4767.5,AGENCY STAFF
ROCHDALE,18/12/2014,CHILDREN’S SOCIAL CARE,EC SAFEGUARDING CONSULTANCY LTD,18/12/2014,V000858814,4767.5,AGENCY STAFF
ROCHDALE,30/12/2014,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,30/12/2014,V000858822,669886.43,PFI SCHEMES
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858835,1364.44,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858840,1799.87,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858862,549.12,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858871,664.56,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858872,652.77,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858873,1018.67,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858889,578.81,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858890,1374.24,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858898,525.52,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858899,644.53,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858900,588.48,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858902,980.8,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858904,577.3,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858905,739.64,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,17/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,17/12/2014,V000858906,629.03,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858907,1206.38,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858908,761.02,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858909,665.6,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858909,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858910,509.58,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858911,786.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858912,1139.16,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858913,532.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858914,500,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858914,681.22,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858915,532.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858916,1405.08,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858917,1477.52,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858919,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858919,1421.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858920,681.22,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858922,-367.97,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858922,872.34,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858923,1206.38,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858925,1811.34,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858926,949.34,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858928,761.02,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858929,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858930,1133.78,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858931,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858931,2042.6,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858932,988.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858933,1061.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858934,1218,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858936,660,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858940,590.66,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858942,558.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858942,786.58,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858944,572.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858947,572.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858958,1891.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858961,852,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858964,523.38,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858966,595.86,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858967,680.96,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858969,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858970,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858971,1477.52,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858976,-416.84,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858976,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858976,1206.38,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858978,1024.96,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858981,1017.42,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858981,1133.78,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858984,1092.12,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858986,952.56,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858987,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858991,1213.58,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858994,1291.46,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858995,878,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858996,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858996,905.12,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858997,566,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000858999,761.02,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859002,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859006,754.56,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859006,1256.39,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859009,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859010,938.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859012,927.08,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,19/12/2014,V000859013,914.96,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859015,988.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859017,528,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859019,1966.46,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859022,574.48,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859025,715.08,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859026,572.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859026,1270.14,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859027,1024.96,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859028,988.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859029,604,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859030,1024.96,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859032,500,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859035,1024.96,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859039,988.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859040,681.22,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859041,1061.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859043,1061.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859047,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859048,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859049,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859053,988.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,19/12/2014,V000859056,914.96,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859057,792,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859060,1449.4,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859061,1336,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859068,1666.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859071,988.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859075,1213.58,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859076,827.64,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859078,738.2,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859078,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859079,572.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859080,531.51,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859081,1061.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859082,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859084,759.44,FOSTER PARENTS BASIC ALLOWANCE
