"Source: BARB, Individuals (4+). HD channel variants are included but not +1s.Notes: i) Following digital switchover in Wales in 2010 S4C ceased to carry Channel 4 content. S4C is therefore included in the main five PSB channels in 2009 but not in 2014. S4C’s average share in Wales in 2014 is 1.8% ii) In 2010 a new BARB panel was introduced, including the re-defining of boundaries. Therefore, pre- and post-panel change data should be compared with some caution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK,Border  ,East of England,London,Meridian,Midlands,North East,North West,South West,West,Yorkshire,Scotland,Wales,N. Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of the main five PSB channels in 2014,51.2,58.6,51.5,46.4,54.2,51.3,51.9,51.6,56.7,54,51.5,52.1,52.1,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share loss since 2009 (pp),6.6,-4.2,9.7,7.2,5.1,7.5,6.5,5,7.3,6.5,8.3,3.9,3.1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net change in the audience share of the main five PSB channels and their families of channels, all homes: 2009 and 2014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). Main five PSB channels = BBC One, BBC Two, ITV, Channel 4 and Channel 5, including HD variants but excluding +1s. PSB portfolio channels = BBC Three, BBC Four, BBC News, BBC Parliament, CBBC, CBeebies, BBC streaming channels, ITV+1 Network (incITV Breakfast) ,ITV2, ITV2+1, ITV3, ITV3+1, ITV4, ITV4+1, CITV, Channel 4+1, E4, E4 +1, More4, More4 +1, Film4, Film4+1, 4Music, 4seven, Channel 5+1, 5*, 5*+1, 5USA, 5USA+1. HD variants are included where applicable.Notes: i) Following digital switchover in Wales in 2010 S4C ceased to carry Channel 4 content. S4C is therefore included in the main five PSB channels in 2009 but not in 2014. S4C’s average share in Wales in 2014 is 1.8% ii) In 2010 a new BARB panel was introduced, including the re-defining of boundaries. Therefore, pre- and post-panel change data should be compared with some caution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Areas >>,Network,,,Border,,,East of England,,,London,,,Meridian,,,Midlands,,,North East,,,North West,,,South West,,,HTV West,,,Yorkshire,,,Scotland,,,Wales,,,N. Ireland,
Share of main five PSB channels in 2009,57.8,,,54.4,,,61.1,,,53.6,,,59.3,,,58.8,,,58.4,,,56.6,,,63.9,,,60.4,,,59.8,,,56,,,55.2,,,58.8,
Share of PSB portfolio channels in 2009,15.8,,,18.2,,,14.4,,,17.5,,,15.8,,,15.9,,,17.4,,,16.8,,,15.8,,,16.6,,,16.1,,,17.3,,,17.3,,,13.1,
Share of main five PSB channels in 2014,,51.2,,,58.6,,,51.5,,,46.4,,,54.2,,,51.3,,,51.9,,,51.6,,,56.7,,,54,,,51.5,,,52.1,,,52.1,,,49.6
Share of PSB portfolio channels in 2014,,20.5,,,19.1,,,20.2,,,20.7,,,18.8,,,20.2,,,20.2,,,19.1,,,19.6,,,21.1,,,20.2,,,19.9,,,20.1,,,19.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BBC One and ITV/ STV/ UTV/ ITV Wales early evening news bulletin shares, all homes: 2014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+).BBC One includes HD variants. ITV excludes HD variants and +1. Note: Early evening (‘local’) news bulletin figures based on ‘regional news’ genre programmes, start time 17:55-18:35, 10mins+ duration, BBC One & ITV (exc HD), weekdays. UK figures based on share to early evening news bulletin day part. BBC One’s early evening news bulletin is transmitted between 18:30 – 19:00  and ITV/STV/UTV/ITV Wales’ is transmitted between 18:00 – 18:30. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK,Border,East of England,London,Meridian,Midlands,North East,North West,South West,West,Yorkshire,Scotland,Wales,N. Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC One,28.2,24.9,32.7,23,33.9,26.6,30,26.9,45.1,39.6,30.1,30.5,31.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITV/STV/UTV/ITV Wales,18,41,17.7,12.4,18.4,15.8,23.4,15.6,15.7,16.5,20.1,22.7,19.8,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Respondents’ main source of UK and world news, by nation: 2014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom Media Tracker 2014. Base: All (2,074); England (1,577); Scotland (183); Wales (154); Northern Ireland (160). Significance testing (indicated by a triangle) shows any difference in the main source of news between any nation and all adults. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Column1,TV,Newspapers,Radio,Website or apps - through computer/ tablet,Website or apps - through phone,Other,Don't watch/ read/ listen to news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,58,12,10,9,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,58,12,10,9,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,52,14,8,10,7,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,67,6,7,12,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,56,12,14,4,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spend on first-run originated nations’ and regions’ output by the BBC/ ITV1/ STV/ UTV ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominal. Note: Spend data for first-run originations only. Excludes spend on BBC Alba and S4C output but includes some spend on Irish-language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.For information on Irish-language programming by the Irish Language Broadcast Fund (ILBF), please see Section 2.7.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2009,2010,2011,2012,2013,2014,,YOY (£m),YOY (%),5yr (%),5yr (£m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,£153,£160,£162,£165,£159,£156,,-2.9,-1.80%,2.20%,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,£25,£24,£25,£23,£26,£27,,0.2,0.90%,4.90%,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,£50,£52,£53,£52,£52,£68,,15.9,30.70%,34.80%,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,£28,£25,£27,£26,£26,£27,,1.4,5.50%,-1.90%,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,£256,£261,£267,£266,£263,£277,,14.6,5.60%,8.40%,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Change in total spend on nations’ and regions’ output, by genre and nation: 2000 - 2014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominal.Note: Excludes spend on BBC Alba and S4C output but includes some spend on Irish-language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK ,,England,,,N. Ireland ,,,Scotland ,,,Wales ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1yr (%) ,5yr (%) ,1yr (%) ,5yr (%) ,,1yr (%) ,,5yr (%) ,1yr (%) ,5yr (%) ,,1yr (%) ,5yr (%) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Affairs ,22%,21%,10%,-1%,,28%,,43%,49%,61%,,16%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
News ,5%,6%,2%,4%,,9%,,8%,24%,17%,,15%,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-news/non-current affairs,11%,11%,-2%,119%,,-13%,,-7%,27%,33%,,-2%,-23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Spend in 2014 ,£285m,,£163m,,,£27m,,,£69m,,,£27m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK ,,England,,,N. Ireland ,,,Scotland ,,,Wales ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1yr ,5yr ,1yr ,5yr ,,1yr ,,5yr ,1yr ,5yr ,,1yr ,5yr ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Spend,8%,9%,2%,4%,,0%,,5%,29%,32%,,6%,-3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total spend by the BBC/ ITV1/ STV/ UTV on non-network nations’/ regions’ output for the main PSB channels (BBC1 and Channel 3) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominal.Note: Excludes spend on BBC Alba and S4C output but includes some spend on Irish-language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Affairs,£29.62,£13.35,£4.11,£8.61,£3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
News,£184.12,£146.86,£10.69,£16.67,£9.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-news/non-current affairs,£71.32,£2.48,£11.78,£43.35,£13.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£285.06,£162.68,£26.57,£68.64,£27.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hours of first-run originated nations’/ regions’ output, by genre and broadcaster: 2014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Broadcasters. Note: Hours data for first-run originations only. Excludes hours for BBC Alba and S4C output but includes some hours of Irish-language programming by the BBC. These figures do not include hours of network content. Hours broadcast in the ITV Border region are included under England.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC current affairs,555,254,38,212,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC news,4877,3819,403,327,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC non-news/non-current affairs,797,72,166,328,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITV/STV/UTV current affairs,261,127,31,53,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITV/STV/UTV news,3447,2472,223,493,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITV/STV/UTV non-news/non-current affairs,1262,2,76,1160,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 total,"11,199","6,746",937,"2,573",943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 total,"11,232","6,904",949,"2,456",923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 total,"10,439","6,790",969,"1,644","1,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% YOY ,0%,-2%,-1%,5%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% 5 year ,7%,-1%,-3%,57%,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	Cost per hour: total nations/regions output, by nation ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominalNote: Excludes spend on BBC Alba and S4C output but includes some spend on Irish-language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CpH,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,£23,£22,£22,£26,£25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,£24,£23,£25,£25,£26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% 5yr ,5%,5%,13%,-1%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	Expenditure on originated network productions: 2010-2014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of production by value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom/broadcastersNote: This expenditure does not include network news production .The category ‘other’ refers to programmes made by producers based within the M25 which qualify as regional productions on the grounds that 70% of total spend and 50% of off-screen talent spend was outside the M25 but not all in one macro-region, and therefore cannot be attributed to a single region. See http://stakeholders.ofcom.org.uk/broadcasting/guidance/programme-guidance/reg_prod/ on Ofcom website for further details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2010,2011,2012,2013,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,61%,57%,55%,52%,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midlands & East,3%,3%,3%,2%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern England,15%,17%,20%,20%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern England,13%,15%,12%,14%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,4.60%,4.90%,4.40%,5.90%,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,2.60%,2.80%,3.50%,3.30%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,0.40%,1.00%,0.80%,1.10%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,0.00%,0.40%,0.90%,2.20%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volume of originated network productions: 2010-2014 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of production by volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom/broadcastersNote: These hours do not include network news production . The category ‘other’ refers to programmes made by producers based within the M25 which qualify as regional productions on the grounds that 70% of total spend and 50% of off-screen talent spend was outside the M25 but not all in one macro-region, and therefore cannot be attributed to a single region. See http://stakeholders.ofcom.org.uk/broadcasting/guidance/programme-guidance/reg_prod/ on Ofcom website for further details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2010,2011,2012,2013,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,60.80%,58.50%,54.70%,49.40%,48.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midlands & East,8.30%,7.70%,6.30%,6.10%,5.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern England,11.60%,13.40%,18.30%,21.10%,24.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern England,12.90%,10.90%,10.10%,11.90%,11.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,4.60%,6.80%,7.20%,8.40%,7.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,1.40%,1.60%,1.70%,1.40%,1.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,0.50%,0.80%,0.90%,0.90%,0.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,0.00%,0.20%,0.80%,0.80%,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.19,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	Claimed viewing of ROI-originated channels in Northern Ireland ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of production by volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All adults aged 16+ in Northern Ireland with a TV in the household (n = 462)QH65A-D. How frequently, if at all, do you watch each of these channels? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RTÉ1,RTÉ2,TV3,TG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every day,7,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At least weekly,16,15,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At least monthly,6,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Less often than monthly,9,9,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Never,61,62,67,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't know,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other spend on other programming in the devolved nations: 2014 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Broadcasters. Note: BBC S4C Statutory refers to the cost to the BBC of programming supplied to S4C by the BBC as part of their statutory agreement. ILBF/ USBF refers to additional production contributions by the Irish Language Broadcast Fund and the Ulster Scots Broadcast Fund. BBC S4C Statutory and S4C figures cover the 2014/15 financial year, ILBF/ USBF and BBC Alba figures cover the 2014 calendar year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,Northern Ireland,Scotland,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILBF / USBF funding,,2805586.96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC ALBA,,0,14680000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4C,,0,0,67005914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC S4C Statutory,,0,0,24500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
