Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,YORK ROAD GROUP PRACTICE,"51,300.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"-7,804.98"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"-4,478.70"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,YORK ROAD GROUP PRACTICE,"-53,743.70"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,YORK ROAD GROUP PRACTICE,-18
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,YORK ROAD GROUP PRACTICE,"1,652.80"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"1,525.68"
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"2,513.00"
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"1,287.31"
Department of Health,Western Cheshire PCT,18/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,YORK ROAD GROUP PRACTICE,64.32
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"1,493.70"
Department of Health,Western Cheshire PCT,18/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"2,358.00"
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,YORK ROAD GROUP PRACTICE,"1,292.90"
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,YORK ROAD GROUP PRACTICE,-49.31
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,YORK ROAD GROUP PRACTICE,-387.56
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,YORK ROAD GROUP PRACTICE,"64,242.32"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"15,995.18"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"4,719.58"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"7,072.45"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"1,058.08"
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"2,451.35"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,YORK ROAD GROUP PRACTICE,"-1,146.60"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,ELMS MEDICAL CENTRE,"41,100.00"
Department of Health,Western Cheshire PCT,18/05/2011,GSUM APR- JUN,General Practioner Payments,ELMS MEDICAL CENTRE,315.08
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"-5,760.64"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"-3,377.92"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,ELMS MEDICAL CENTRE,"-43,085.66"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,ELMS MEDICAL CENTRE,-12
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,ELMS MEDICAL CENTRE,"1,401.40"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,763.36
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"1,089.55"
Department of Health,Western Cheshire PCT,18/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,ELMS MEDICAL CENTRE,76.38
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,896.22
Department of Health,Western Cheshire PCT,18/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"3,175.44"
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,53.86
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,ELMS MEDICAL CENTRE,958.02
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,-28.24
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,-13.13
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,-18.12
Department of Health,Western Cheshire PCT,18/05/2011,AVC EQU LIFE,General Practioner Payments,ELMS MEDICAL CENTRE,-19.2
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,ELMS MEDICAL CENTRE,-40.36
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,ELMS MEDICAL CENTRE,-317.22
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,ELMS MEDICAL CENTRE,"48,727.73"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,ELMS MEDICAL CENTRE,"2,660.36"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"12,996.98"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"4,020.83"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"5,804.98"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,941.38
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"3,922.16"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,ELMS MEDICAL CENTRE,"-1,088.60"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"29,700.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"-4,200.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"-2,175.00"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"-31,068.40"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,NORTHGATE MEDICAL CENTRE,-15
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"1,011.40"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,667.94
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"2,149.49"
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"1,103.04"
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"1,103.05"
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,NORTHGATE MEDICAL CENTRE,-26.37
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,NORTHGATE MEDICAL CENTRE,-207.24
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"35,352.82"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"1,410.27"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"8,956.76"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"4,812.50"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"3,838.73"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,521.26
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"1,604.52"
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,7.78
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,NORTHGATE MEDICAL CENTRE,"-1,477.13"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"-6,082.93"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN EES GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"-2,978.93"
Department of Health,Western Cheshire PCT,13/05/2011,COURIER,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,-15
Department of Health,Western Cheshire PCT,13/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,880.2
Department of Health,Western Cheshire PCT,13/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"1,878.92"
Department of Health,Western Cheshire PCT,13/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,988.14
Department of Health,Western Cheshire PCT,13/05/2011,MENTAL HEALTH,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"1,675.96"
Department of Health,Western Cheshire PCT,13/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"10,000.00"
Department of Health,Western Cheshire PCT,13/05/2011,ENHANCED SERVICES-MMR GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,7.78
Department of Health,Western Cheshire PCT,13/05/2011,SENIORITY PAYMENT GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"2,082.25"
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (STAT),General Practioner Payments,GARDEN LANE MEDICAL CENTRE,-399.55
Department of Health,Western Cheshire PCT,13/05/2011,SPIROMETRY/ECG,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"1,644.30"
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (VOL),General Practioner Payments,GARDEN LANE MEDICAL CENTRE,-50.83
Department of Health,Western Cheshire PCT,13/05/2011,ADVANCES,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"-1,644.58"
Department of Health,Western Cheshire PCT,13/05/2011,QUALITY ASPIRATION PYMT GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"10,764.48"
Department of Health,Western Cheshire PCT,13/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"6,945.58"
Department of Health,Western Cheshire PCT,13/05/2011,OOH DEDUCTION GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"-3,249.00"
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"1,250.00"
Department of Health,Western Cheshire PCT,13/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"14,378.43"
Department of Health,Western Cheshire PCT,13/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,746.88
Department of Health,Western Cheshire PCT,13/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"3,654.74"
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"86,126.17"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,-270.84
Department of Health,Western Cheshire PCT,13/05/2011,LEARING DISABLITY - ASPIRATION,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,817.28
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"76,800.00"
Department of Health,Western Cheshire PCT,18/05/2011,GSUM APR- JUN,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"1,519.67"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"-13,381.46"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"-7,218.28"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"-80,653.60"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,CITY WALLS MEDICAL CENTRE,-33
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"2,304.28"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"1,827.66"
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"4,782.07"
Department of Health,Western Cheshire PCT,18/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,CITY WALLS MEDICAL CENTRE,16.08
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"2,252.04"
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,414.6
Department of Health,Western Cheshire PCT,18/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"4,150.08"
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,26.93
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"1,916.00"
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,CITY WALLS MEDICAL CENTRE,-71.83
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,CITY WALLS MEDICAL CENTRE,-564.54
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"94,693.59"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"1,477.51"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"25,223.51"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"14,770.83"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"10,357.00"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"2,411.80"
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"12,408.05"
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,15.56
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,CITY WALLS MEDICAL CENTRE,-938.66
Department of Health,Western Cheshire PCT,18/05/2011,LEARING DISABLITY - ASPIRATION,General Practioner Payments,CITY WALLS MEDICAL CENTRE,"5,618.80"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,Whitby Group Practice,"19,800.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,Whitby Group Practice,"-2,737.01"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,Whitby Group Practice,"-1,319.63"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,Whitby Group Practice,"-20,683.16"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,Whitby Group Practice,-12
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,Whitby Group Practice,795.64
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,Whitby Group Practice,469.76
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,Whitby Group Practice,450.32
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,Whitby Group Practice,447.76
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,Whitby Group Practice,528.54
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,Whitby Group Practice,26.93
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,Whitby Group Practice,890.57
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,Whitby Group Practice,-18.67
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,Whitby Group Practice,-146.75
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,Whitby Group Practice,"22,721.17"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,Whitby Group Practice,"2,101.24"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,Whitby Group Practice,"5,780.71"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,Whitby Group Practice,"2,750.94"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,Whitby Group Practice,606.84
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,Whitby Group Practice,445.7
Department of Health,Western Cheshire PCT,18/05/2011,LOCUM ALLOW (SICKNESS) GENERAL,General Practioner Payments,Whitby Group Practice,"1,631.40"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"51,500.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"-7,839.32"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"-4,498.95"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"-54,204.20"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,HOPE FARM MEDICAL CENTRE,-15
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"1,686.04"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,770.7
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"3,571.00"
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"1,399.25"
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"1,332.84"
Department of Health,Western Cheshire PCT,18/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"13,676.40"
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,107.72
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"1,985.29"
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,HOPE FARM MEDICAL CENTRE,-49.92
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,HOPE FARM MEDICAL CENTRE,-392.35
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"59,831.17"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"4,777.69"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"17,700.20"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"6,287.17"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"7,240.04"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,894.7
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"8,459.03"
Department of Health,Western Cheshire PCT,18/05/2011,LEARING DISABLITY - ASPIRATION,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"3,166.96"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,Whitby Group Practice,"26,900.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,Whitby Group Practice,"-4,497.51"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,Whitby Group Practice,"-2,442.59"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,Whitby Group Practice,"-28,050.48"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,Whitby Group Practice,-9
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,Whitby Group Practice,"1,002.16"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,Whitby Group Practice,616.56
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,Whitby Group Practice,739.33
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,Whitby Group Practice,"1,231.34"
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,Whitby Group Practice,919.2
Department of Health,Western Cheshire PCT,18/05/2011,PRACTICE STAFF,General Practioner Payments,Whitby Group Practice,"13,530.00"
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,Whitby Group Practice,931.43
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,Whitby Group Practice,-74.01
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,Whitby Group Practice,-34.36
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,Whitby Group Practice,-26.14
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,Whitby Group Practice,-205.44
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,Whitby Group Practice,"32,665.83"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,Whitby Group Practice,848.19
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,Whitby Group Practice,"7,530.42"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,Whitby Group Practice,"8,937.50"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,Whitby Group Practice,"3,792.14"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,Whitby Group Practice,925.82
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,Whitby Group Practice,"3,884.84"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,GREAT SUTTON M C,"28,200.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,GREAT SUTTON M C,"-5,242.53"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,GREAT SUTTON M C,"-3,064.45"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,GREAT SUTTON M C,"-29,494.26"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,GREAT SUTTON M C,-9
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,GREAT SUTTON M C,"1,003.00"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,GREAT SUTTON M C,535.82
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,GREAT SUTTON M C,"2,023.92"
