Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2016031039,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ISR,General Retail and Wholesale,636.64,IKEA
FCOGPC2016031040,15/03/2016,ADVERTISING SERVICES,GBR,Print and advertising,637.55,PAYPAL EUROJOBSITE
FCOGPC2016031041,15/03/2016,BOOK STORES,TUR,Books and Periodicals,639.24,SANAT KIRTASIYE REKLAM
FCOGPC2016031042,15/03/2016,AUTOMOTIVE SERVICE SHOPS,ISR,"Vehicles, servicing and spares",648.54,MUSAH 10 LTD
FCOGPC2016031043,15/03/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),USA,Professional Services,657.55,HR.COM INC
FCOGPC2016031044,15/03/2016,TRAVEL,CAN,Airline,695.67,AIRLINE
FCOGPC2016031045,15/03/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,713.66,ACCOMODATION PROVIDER
FCOGPC2016031046,15/03/2016,HOTELS/MOTELS/RESORTS ,HRV,Hotels,730.28,ACCOMODATION PROVIDER
FCOGPC2016031047,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",USA,General Retail and Wholesale,730.61,FERN EXPO EVENT SERVIC
FCOGPC2016031048,15/03/2016,BOOK STORES,THA,Books and Periodicals,748.31,THE POST PUBLISHING /A
FCOGPC2016031049,15/03/2016,STAMP & COIN STORES-PHILATELIC & NUMISMATIC SUPPLY,NZL,General Retail and Wholesale,751.29,PITCAIRN ISLAND ADMIN
FCOGPC2016031050,15/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",KGZ,Computer Equipment & Services,756.68,SVETOFOR
FCOGPC2016031051,15/03/2016,FLOOR COVERING STORES,COL,General Retail and Wholesale,756.97,GUITEX
FCOGPC2016031052,15/03/2016,HERTZ,JOR,Auto rental,766.06,HERTZ
FCOGPC2016031053,15/03/2016,TRAVEL,CHL,Airline,774.17,AIRLINE
FCOGPC2016031054,15/03/2016,HOUSEHOLD APPLIANCE STORES,NOR,General Retail and Wholesale,777.53,MAJORSTUEN ELEK
FCOGPC2016031055,15/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,778.13,SR PAGO
FCOGPC2016031056,15/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,778.32,SR PAGO
FCOGPC2016031057,15/03/2016,HARDWARE STORES,COL,General Retail and Wholesale,788.27,HARCOL LOCKS DOORS SEC
FCOGPC2016031058,15/03/2016,TRAVEL AGENCIES,BOL,Travel Agencies,791.83,ROYAL TOURS GPRS
FCOGPC2016031059,15/03/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,796.56,A TO Z COLLECTION
FCOGPC2016031060,15/03/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,799.53,SCREWFIX DIRECT
FCOGPC2016031061,15/03/2016,FAST FOOD RESTAURANTS,ISR,Restuarants and Bars,811.02,DAGAN GOETA
FCOGPC2016031062,15/03/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,821.44,PETER JUSTESEN COMPANY
FCOGPC2016031063,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JAM,General Retail and Wholesale,839.35,COURTS - CALL CENTRE
FCOGPC2016031064,15/03/2016,REAL ESTATE AGENTS AND MANAGERS-RENTALS,GBR,Uncategorised,840,REGUS MANAGEMENT UK LT
FCOGPC2016031065,15/03/2016,TRAVEL,GBR,Airline,840.2,AIRLINE
FCOGPC2016031066,15/03/2016,ELECTRONIC SALES,VNM,General Retail and Wholesale,844.85,NGUYEN KIM Q.1-1
FCOGPC2016031067,15/03/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,NGA,Telecommunication Services,850.59,2044LA000012897
FCOGPC2016031068,15/03/2016,"FUEL DISPENSER, AUTOMATED",GBR,Automotive Fuel,852,FUEL TANK SHOP LIMITED
FCOGPC2016031069,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",USA,General Retail and Wholesale,861.33,FERN EXPO EVENT SERVIC
FCOGPC2016031070,15/03/2016,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",VEN,Leisure Activities,866.93,CCS COUNTRY CLUB ATENC
FCOGPC2016031071,15/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,872.02,WILTS ELECTRICAL
FCOGPC2016031072,15/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",ISR,Utilities and Non Automotive Fuel,886.4,HEVRAT HASHMAL ISRAEL
FCOGPC2016031073,15/03/2016,RECORD SHOPS,AUS,General Retail and Wholesale,904.61,IN HOUSE AUDIO VISUAL
FCOGPC2016031074,15/03/2016,"BUILDING MATERIALS, LUMBER STORES",BGR,Building Materials,907.27,TOP GROUP
FCOGPC2016031075,15/03/2016,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,908.12,PACIFIC DIRECT
FCOGPC2016031076,15/03/2016,STAMP & COIN STORES-PHILATELIC & NUMISMATIC SUPPLY,NZL,General Retail and Wholesale,913.09,PITCAIRN ISLAND ADMIN
FCOGPC2016031077,15/03/2016,VARIETY STORES,SLV,General Retail and Wholesale,914.18,STEINER PLAZA MADERO
FCOGPC2016031078,15/03/2016,AGRICULTURAL COOPERATIVES,KWT,Estate and garden Services,915.31,HYDRO GENERAL TRAD EST
FCOGPC2016031079,15/03/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,NGA,Telecommunication Services,916.78,2044LA000012897
FCOGPC2016031080,15/03/2016,ELECTRONIC SALES,SVN,General Retail and Wholesale,922.62,BIG BANG BTC
FCOGPC2016031081,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,929,DIMENSION SIGMOID
FCOGPC2016031082,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,929,DIMENSION SIGMOID
FCOGPC2016031083,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,929,DIMENSION SIGMOID
FCOGPC2016031084,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,929,DIMENSION SIGMOID
FCOGPC2016031085,15/03/2016,HOTELS/MOTELS/RESORTS ,VEN,Hotels,945.11,ACCOMODATION PROVIDER
FCOGPC2016031086,15/03/2016,HOTELS/MOTELS/RESORTS ,VEN,Hotels,945.11,ACCOMODATION PROVIDER
FCOGPC2016031087,15/03/2016,MEN'S AND WOMEN'S CLOTHING STORES,GBR,General Retail and Wholesale,950.64,DARTS CHESTER LIMITED
FCOGPC2016031088,15/03/2016,"GROCERY STORES, SUPERMARKETS",NOR,General Retail and Wholesale,954.34,BROBEKK STORCASH AS
FCOGPC2016031089,15/03/2016,ELECTRICAL PARTS AND EQUIPMENT,ISR,Building Materials,958.45,ERLICH MABDOT
FCOGPC2016031090,15/03/2016,TRAVEL AGENCIES,ISR,Travel Agencies,964.26,TAXI
FCOGPC2016031091,15/03/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,TUR,General Retail and Wholesale,965.86,LIBRA TURIZM TICARET L
FCOGPC2016031092,15/03/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies","1,005",PICCOLO
FCOGPC2016031093,15/03/2016,"GROCERY STORES, SUPERMARKETS",AFG,General Retail and Wholesale,"1,006.92",AFGHAN TRADING AND LOG
FCOGPC2016031094,15/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,ZAF,Training and Educational,"1,027.85",TORQUE - IT
FCOGPC2016031095,15/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,032",WILTS ELECTRICAL
FCOGPC2016031096,15/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",JOR,Utilities and Non Automotive Fuel,"1,032.23",SUHAIL ABU GHAZALEH PA
FCOGPC2016031097,15/03/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,AFG,Building Materials,"1,070.08",DAWOOD ANGAR LTD
FCOGPC2016031098,15/03/2016,HARDWARE EQUIPMENT AND SUPPLIES,USA,Miscellaneous Industrial/Commercial Supplies,"1,086.61",FACTORY BUILDER STORES
FCOGPC2016031099,15/03/2016,"BUILDING MATERIALS, LUMBER STORES",SAU,Building Materials,"1,087.30",M&A ALBAWARDI GROUP
FCOGPC2016031100,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",PAK,General Retail and Wholesale,"1,108.10",FURNISHING PLAZA
FCOGPC2016031101,15/03/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,"1,114.41",KENYA KAZI SERV
FCOGPC2016031102,15/03/2016,TRAVEL AGENCIES,KGZ,Travel Agencies,"1,153.61",KYRGYZ KONTSEPT EZHENS
FCOGPC2016031103,15/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,155.60",CIVIL SERVICE LEARNING
FCOGPC2016031104,15/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,155.60",CIVIL SERVICE LEARNING
FCOGPC2016031105,15/03/2016,POSTAL SERVICES-GOVERNMENT ONLY,FIN,Mail and Courier Services,"1,157.71",POSTI OY
FCOGPC2016031106,15/03/2016,POSTAL SERVICES-GOVERNMENT ONLY,FIN,Mail and Courier Services,"1,157.72",POSTI OY
FCOGPC2016031107,15/03/2016,HOTELS/MOTELS/RESORTS ,CHN,Hotels,"1,159.98",ACCOMODATION PROVIDER
FCOGPC2016031108,15/03/2016,"GROCERY STORES, SUPERMARKETS",NGA,General Retail and Wholesale,"1,165.01",2033FC000002094
FCOGPC2016031109,15/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GBR,Training and Educational,"1,182",SOUTH EAST TRADE &
FCOGPC2016031110,15/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,194.93",WILTS ELECTRICAL
FCOGPC2016031111,15/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,IRL,Miscellaneous Industrial/Commercial Supplies,"1,203.51",NEW HORIZONS IRELAND
FCOGPC2016031112,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,"1,228.35",DIMENSION SIGMOID
FCOGPC2016031113,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,"1,228.35",DIMENSION SIGMOID
FCOGPC2016031114,15/03/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,MLT,General Retail and Wholesale,"1,243.63",WORLD MARKETING SERV L
FCOGPC2016031115,15/03/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",AUT,Catering and Catering Supplies,"1,246.06",METRO 1110
FCOGPC2016031116,15/03/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,NGA,Telecommunication Services,"1,272.91",2044LA000012897
FCOGPC2016031117,15/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GBR,Computer Equipment & Services,"1,278.28",DABS COM PLC
FCOGPC2016031118,15/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GBR,Computer Equipment & Services,"1,278.28",DABS COM PLC
FCOGPC2016031119,15/03/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,KEN,Telecommunication Services,"1,278.31",INFORMED SYSTEMS
FCOGPC2016031120,15/03/2016,"EATING PLACES, RESTAURANTS",BEL,Restuarants and Bars,"1,281.02",ATRIUM
FCOGPC2016031121,15/03/2016,DEPARTMENT STORES,ZAF,General Retail and Wholesale,"1,301.31",MIELE
FCOGPC2016031122,15/03/2016,WHOLESALE CLUBS,BRA,General Retail and Wholesale,"1,301.81",STAPLES
FCOGPC2016031123,15/03/2016,HOTELS/MOTELS/RESORTS ,PAN,Hotels,"1,304.26",ACCOMODATION PROVIDER
FCOGPC2016031124,15/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,305.71",WILTS ELECTRICAL
FCOGPC2016031125,15/03/2016,LIMOUSINES AND TAXICABS,SRB,Travel - Air/Rail/Road,"1,345.98",AUTO TAXI PREVOZNIK BR
FCOGPC2016031126,15/03/2016,DEPARTMENT STORES,ZAF,General Retail and Wholesale,"1,347.78",MIELE
FCOGPC2016031127,15/03/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",GBR,Building Services,"1,377.35",TRIPLE STAR FIRE (SOUT
FCOGPC2016031128,15/03/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",COL,Training and Educational,"1,387.91",FUNDACION UNIVERSIDAD
FCOGPC2016031129,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,"1,393.50",DIMENSION SIGMOID
FCOGPC2016031130,15/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZAF,General Retail and Wholesale,"1,394.26",A J PLASTIEK
FCOGPC2016031131,15/03/2016,DEPARTMENT STORES,CMR,General Retail and Wholesale,"1,410.47",ETS NTI ELECTRICITE
FCOGPC2016031132,15/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,USA,Print and advertising,"1,421.33",VERTICAL
FCOGPC2016031133,15/03/2016,"QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES",QAT,"Office Stationery, equipment and supplies","1,430.19",DIGITAL PRINT CENTER
FCOGPC2016031134,15/03/2016,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",JOR,General Retail and Wholesale,"1,446.15",ALRAWAE'E CURTAINS
FCOGPC2016031135,15/03/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,"1,457.08",WWW.I-D-S.COM
FCOGPC2016031136,15/03/2016,ELECTRICAL CONTRACTORS,USA,Building Services,"1,465",RCI SOUND SYSTEMS
FCOGPC2016031137,15/03/2016,COMPUTER NETWORK/INFORMATION SERVICES,DNK,Computer Equipment & Services,"1,477.50",PROSHOPDK
FCOGPC2016031138,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ARE,General Retail and Wholesale,"1,479.72",DAQIAN TRADING FZCO
FCOGPC2016031139,15/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ARE,General Retail and Wholesale,"1,479.72",DAQIAN TRADING FZCO
FCOGPC2016031140,15/03/2016,HOUSEHOLD APPLIANCE STORES,LBN,General Retail and Wholesale,"1,485.33",KHOURY HOME - JNAH
FCOGPC2016031141,15/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,"1,494.47",IRAQ OIL REPORT
FCOGPC2016031142,15/03/2016,"FUEL DISPENSER, AUTOMATED",GBR,Automotive Fuel,"1,500",FUEL TANK SHOP LIMITED
FCOGPC2016031143,15/03/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,"1,500",WWW.I-D-S.COM
FCOGPC2016031144,15/03/2016,AGRICULTURAL COOPERATIVES,KWT,Estate and garden Services,"1,525.33",HYDRO GENERAL TRAD EST
FCOGPC2016031145,15/03/2016,TOURIST ATTRACTIONS AND EXHIBITS,TUR,Leisure Activities,"1,531.12",VALOR TURIZM VE KONGRE
FCOGPC2016031146,15/03/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,"1,559.99",ACCOMODATION PROVIDER
FCOGPC2016031147,15/03/2016,WHOLESALE CLUBS,JPN,General Retail and Wholesale,"1,560.02",YOHSHOKKITEN
FCOGPC2016031148,15/03/2016,LIMOUSINES AND TAXICABS,GBR,Travel - Air/Rail/Road,"1,650",WINGS
FCOGPC2016031149,15/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"2,360.40",ACCOMODATION PROVIDER
FCOGPC2016031150,15/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"4,000",WWW.ABHI-EVENTS.ORG.UK
FCOGPC2016031151,16/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,AUS,Professional Services,512.49,AUSTRALIAN BRITISH CHA
FCOGPC2016031152,16/03/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,514.87,AMRI RENT A CAR
FCOGPC2016031153,16/03/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,514.87,AMRI RENT A CAR
FCOGPC2016031154,16/03/2016,BOOK STORES,PAK,Books and Periodicals,530.92,THE LONDON BOOK CO
FCOGPC2016031155,16/03/2016,ELECTRONIC SALES,IND,General Retail and Wholesale,536.73,ELECTRO CARE SERVICE
FCOGPC2016031156,16/03/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",ISR,Catering and Catering Supplies,548.51,FRUIT AND VEGETABLES
FCOGPC2016031157,16/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,556.29,SHRM LEARNING SYSTM
FCOGPC2016031158,16/03/2016,"EATING PLACES, RESTAURANTS",IDN,Restuarants and Bars,561.8,TERRACE
FCOGPC2016031159,16/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",FIN,General Retail and Wholesale,564.72,IKEA VANTAA
FCOGPC2016031160,16/03/2016,HOTELS/MOTELS/RESORTS ,BLR,Hotels,572.87,ACCOMODATION PROVIDER
FCOGPC2016031161,16/03/2016,ELECTRONIC SALES,KGZ,General Retail and Wholesale,573.18,KIVANO
FCOGPC2016031162,16/03/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",BRA,"Vehicles, servicing and spares",574.18,TECAR
FCOGPC2016031163,16/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,578,ACCOMODATION PROVIDER
FCOGPC2016031164,16/03/2016,HOTELS/MOTELS/RESORTS ,IRL,Hotels,586.73,ACCOMODATION PROVIDER
FCOGPC2016031165,16/03/2016,TRAVEL,GBR,Airline,599.65,AIRLINE
FCOGPC2016031166,16/03/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,TUR,General Retail and Wholesale,601.25,MURAT AL ALKAR DAGITIM
FCOGPC2016031167,16/03/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,615.39,INCO CC KOPENHAVN
FCOGPC2016031168,16/03/2016,"ARCHITECTURAL, ENGINEERING, AND SURVEYING SERVICES",ESP,Professional Services,626.93,COMERCIAL KA INTERNATI
FCOGPC2016031169,16/03/2016,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,630,FCO RESTAURANT
FCOGPC2016031170,16/03/2016,"ACCOUNTING, AUDITING AND BOOKKEEPING SERVICES",GBR,Professional Services,642,WWW.ACCOUNTS@IIA.ORG.U
FCOGPC2016031171,16/03/2016,TENT AND AWNING SHOPS,NZL,General Retail and Wholesale,644.15,HERCULES STORE
FCOGPC2016031172,16/03/2016,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",GBR,Leisure Activities,651,ROYAL ALBERT HALL
FCOGPC2016031173,16/03/2016,BOOK STORES,TWN,Books and Periodicals,661.41,ESLITE
FCOGPC2016031174,16/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,PAK,Print and advertising,665.7,PRINT LINE PRINTERS
FCOGPC2016031175,16/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GBR,General Retail and Wholesale,666.12,NOTONTHEHIGHSTREETUK
FCOGPC2016031176,16/03/2016,HARDWARE EQUIPMENT AND SUPPLIES,KWT,Miscellaneous Industrial/Commercial Supplies,673.23,PRIME ONE GROUP
FCOGPC2016031177,16/03/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",KEN,"Vehicles, servicing and spares",682.76,TYRE LINK CAR CARE LTD
FCOGPC2016031178,16/03/2016,VARIETY STORES,RUS,General Retail and Wholesale,688.92,KALIFORNIYA
FCOGPC2016031179,16/03/2016,VARIETY STORES,RUS,General Retail and Wholesale,688.92,KALIFORNIYA
FCOGPC2016031180,16/03/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,TUN,Telecommunication Services,692.94,ORANGE TUNISIE INTERNE
FCOGPC2016031181,16/03/2016,"ACCOUNTING, AUDITING AND BOOKKEEPING SERVICES",AUS,Professional Services,704.36,MOORE STEPHENS (WA) PL
FCOGPC2016031182,16/03/2016,HOTELS/MOTELS/RESORTS ,GEO,Hotels,711.58,ACCOMODATION PROVIDER
FCOGPC2016031183,16/03/2016,FLOOR COVERING STORES,PAK,General Retail and Wholesale,712.38,PAK CARPET INDUSTRIE
FCOGPC2016031184,16/03/2016,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,725.91,BORDEAUX QUAY
FCOGPC2016031185,16/03/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,727.8,CITY ELECTRICAL FA
FCOGPC2016031186,16/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",PAK,Computer Equipment & Services,733.26,MUNIR BROTHERS
FCOGPC2016031187,16/03/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",MEX,Mail and Courier Services,743.41,MAIL BOXES ETX
FCOGPC2016031188,16/03/2016,HOTELS/MOTELS/RESORTS ,HRV,Hotels,748.9,ACCOMODATION PROVIDER
FCOGPC2016031189,16/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BRB,General Retail and Wholesale,754.78,ASHLEY FURNITURE BB
FCOGPC2016031190,16/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,759.79,EB FINTECH SANDBOX EV
FCOGPC2016031191,16/03/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,ROM,Auto rental,762.79,COMPACT RENT A C
FCOGPC2016031192,16/03/2016,HOTELS/MOTELS/RESORTS ,TUN,Hotels,767.91,ACCOMODATION PROVIDER
FCOGPC2016031193,16/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,794.36,SR PAGO
FCOGPC2016031194,16/03/2016,"ARCHITECTURAL, ENGINEERING, AND SURVEYING SERVICES",JOR,Professional Services,812.87,ENGINEERING DIMENSION
FCOGPC2016031195,16/03/2016,FLOOR COVERING STORES,PAK,General Retail and Wholesale,822.17,PAK CARPET INDUSTRIE
FCOGPC2016031196,16/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,829.5,WILTS ELECTRICAL
FCOGPC2016031197,16/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,832.9,SOCIETY FOR HUMAN RESO
FCOGPC2016031198,16/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,832.9,SOCIETY FOR HUMAN RESO
FCOGPC2016031199,16/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,840,ACCOMODATION PROVIDER
FCOGPC2016031200,16/03/2016,HOTELS/MOTELS/RESORTS ,GEO,Hotels,847.7,ACCOMODATION PROVIDER
FCOGPC2016031201,16/03/2016,CATERERS,CRI,Catering and Catering Supplies,853.21,RYR CATHERING SERVICE
FCOGPC2016031202,16/03/2016,CATERERS,CRI,Catering and Catering Supplies,853.21,RYR CATHERING SERVICE
FCOGPC2016031203,16/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,TUN,General Retail and Wholesale,911.11,TOPNET
FCOGPC2016031204,16/03/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,NOR,Building Materials,917.01,SKOGSREDSKAPER AS
FCOGPC2016031205,16/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,TUN,General Retail and Wholesale,918.65,TOPNET
FCOGPC2016031206,16/03/2016,WOMEN'S READY TO WEAR STORES,GTM,General Retail and Wholesale,944.31,PRENDAS
FCOGPC2016031207,16/03/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,947.33,PETER JUSTESEN COMPANY
FCOGPC2016031208,16/03/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,947.33,PETER JUSTESEN COMPANY
FCOGPC2016031209,16/03/2016,HOTELS/MOTELS/RESORTS ,GEO,Hotels,953.67,ACCOMODATION PROVIDER
FCOGPC2016031210,16/03/2016,"EQUIPMENT RENTAL&LEASING SVS, FURNTURE/TOOL RENTAL",BRB,Miscellaneous Industrial/Commercial Supplies,961.73,ELLCO RENTALS
FCOGPC2016031211,16/03/2016,"EQUIPMENT RENTAL&LEASING SVS, FURNTURE/TOOL RENTAL",BRB,Miscellaneous Industrial/Commercial Supplies,961.73,ELLCO RENTALS
FCOGPC2016031212,16/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,964.4,SOCIETY FOR HUMAN RESO
FCOGPC2016031213,16/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,964.4,SOCIETY FOR HUMAN RESO
FCOGPC2016031214,16/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,964.4,SOCIETY FOR HUMAN RESO
FCOGPC2016031215,16/03/2016,COMPUTER NETWORK/INFORMATION SERVICES,VNM,Computer Equipment & Services,967.92,CTCP TMDV PHONG VU
FCOGPC2016031216,16/03/2016,"FLORIST SUPPLIES,NURSERY STOCK & FLOWERS",PAK,Estate and garden Services,969.64,THE GREEN IMPEX
FCOGPC2016031217,16/03/2016,DEPARTMENT STORES,NPL,General Retail and Wholesale,981.9,SALEWAYS DEPT. STORE(P
FCOGPC2016031218,16/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BRB,General Retail and Wholesale,984.82,ASHLEY FURNITURE BB
FCOGPC2016031219,16/03/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,ISR,Telecommunication Services,996.24,BEZEQ INTERNATIONAL
FCOGPC2016031220,16/03/2016,HOME SUPPLY WAREHOUSE STORES,KAZ,General Retail and Wholesale,996.82,MECHTA SHOP
FCOGPC2016031221,16/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,000",ACCOMODATION PROVIDER
FCOGPC2016031222,16/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GBR,General Retail and Wholesale,"1,002.30",S & P EQUIPMENT
FCOGPC2016031223,16/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,"1,029.11",CLIP
FCOGPC2016031224,16/03/2016,AUTOMOBILE PARKING LOTS AND GARAGES,MEX,General Retail and Wholesale,"1,040.11",RANVER
FCOGPC2016031225,16/03/2016,AUTOMOBILE PARKING LOTS AND GARAGES,MEX,General Retail and Wholesale,"1,040.11",RANVER
