Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Finance Directorate,HRG UK,452472825,216.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452244246,220.62,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER68493,222.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER66552,224.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2013,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER66372,224.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER67592,227.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER64152,228.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER66553,228.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/04/2013,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00918079,229.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452252599,231.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452285891,232.59,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,452285893,232.59,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,452368188,237.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Travel and subsistence UK,International Policy Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),13251,238.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/04/2013,Travel and subsistence UK,Patents Directorate,JK ExecutiveTravel,107,250.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER62754,251.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER66613,251.91,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER69513,264.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER67195,284.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER66672,293.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/04/2013,Travel and subsistence UK,Patents Directorate,Pegasus Coach Agency Ltd,6836,295.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER67133,314.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER67013,321.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER67432,344.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER68334,344.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER66452,345.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER68333,362.31,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER68336,362.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69413,369.12,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER67752,373.97,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER65832,452.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/04/2013,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00923532,502.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER68314,552.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER66612,587.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER35156,670.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER69233,708.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER69473,717.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER65812,728.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/04/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER65212,1357.81,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2013,Travel and subsistence UK,Business Support Directorate,LA International Computer Consultants Ltd,LA232371,2952.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,689177200,-26.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,452243081,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,HRG UK,452291426,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,HRG UK,452291522,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,452321294,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452363076,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452363190,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Patents Directorate,HRG UK,452401846,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452447875,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452459346,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,HRG UK,452459654,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,HRG UK,452471181,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452352143,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452352144,6.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452413702,9.21,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452413703,9.21,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452261791,14.32,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452261873,14.32,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452393932,14.32,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER67332,36.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,452286063,38.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,452286392,38.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER66313,55.41,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER67172,57.41,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER67852,65.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2013,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER67552,73.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Patents Directorate,HRG UK,452229048,90.84,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER68253,102.29,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452324198,114.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER65932,163.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452372227,172.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,452246198,199.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452346068,216.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452346078,216.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER66392,236.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER66812,245.07,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2013,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER68853,248.62,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER67912,259.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER66272,261.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,452218692,263.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452315545,263.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2013,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER67473,265.56,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER68894,267.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,452232138,283.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452393129,286.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452479770,286.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER68693,287.81,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452450450,292.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER66652,299.83,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER67072,316.29,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,HRG UK,452274586,363.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Patents Directorate,HRG UK,452219376,365.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Central Support,HRG UK,452287391,386.84,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,ER66632,408.12,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452438228,483.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452438230,483.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER69533,526.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Patents Directorate,HRG UK,452215675,559.79,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER69493,564.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2013,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER68473,609.11,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER69013,611.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER67892,614.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK,452446730,631.23,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,HRG UK,452465666,655.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Central Support,HRG UK,452287646,670.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,HRG UK,452282196,691.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Innovation Directorate,Personal expenses name witheld,ER68112,728.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2013,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,ER67492,886.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2013,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,ER66793,1446.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER67853,2362.29,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452313606,2433.66,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452297858,2761.29,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK,452297937,2761.29,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2013,Accommodation charges,Business Support Directorate,Caerphilly County Borough Council,510173809 - 2013/14,50576.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Security Guards,Business Support Directorate,Department For Business Innovation & Skills,10038791,9784.63,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Office Cleaning,Business Support Directorate,OCS Group UK Ltd T/A Cannon,CN18394032,34.12,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/04/2013,Office Cleaning,Business Support Directorate,Thomas Waste Management Ltd,99034,200.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Office Cleaning,Business Support Directorate,OCS Group UK Ltd T/A Cannon,CN18394031,213.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2013,Office Cleaning,Business Support Directorate,Caerphilly County Borough Council,82880124,758.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Office Cleaning,Business Support Directorate,Department For Business Innovation & Skills,10038791,950.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Office Cleaning,Business Support Directorate,Department For Business Innovation & Skills,10038791,25870.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Furniture & Fittings,Business Support Directorate,Senator International Ltd,SENA,-5983.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,S00014982,-252.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S01085212,83.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,R00085403,96.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2013,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S01085214,156.24,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,S01096008,164.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,S01094596,183.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,BS01085213,199.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,R00085348,252.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S01095101,299.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S01088020,355.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S01093403,434.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,S01094598,476.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/04/2013,Furniture & Fittings,Business Support Directorate,Healthy Workstations Ltd,INV22829,570.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/04/2013,Furniture & Fittings,Business Support Directorate,Healthy Workstations Ltd,INV22984,618.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,S01085654,2933.76,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,S01094597,2937.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Furniture & Fittings,Business Support Directorate,Senator International Ltd,R00085336,5983.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,R00085390,6235.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2013,Furniture & Fittings,IMPROVE Project,Senator International Ltd,S01094599,23934.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2013,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,18423187-MARCH 2013,119.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2013,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,17647074-01-31/03/13,1444.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2013,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,17647061-01-31/03/13,3397.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2013,Fuel &Utilities,Business Support Directorate,Corona Energy,8142498,3861.12,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2013,Fuel &Utilities,Business Support Directorate,Corona Energy,8142494,5406.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Wolseley UK Ltd,7947163C,-214.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Newport Locksmiths,19808,67.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Kabin Hire Ltd,408459,74.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Geze UK Ltd,88129797,143.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Morris's Grounds Maintenance,13772,150.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Geze UK Ltd,88130053,180.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Geze UK Ltd,88126113,217.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Morris's Grounds Maintenance,13930,295.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Morris's Grounds Maintenance,13931,300.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Morris's Grounds Maintenance,13800,320.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Morris's Grounds Maintenance,13773,1220.83,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Department For Business Innovation & Skills,10038660,1770.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Newport Locksmiths,19776,1935.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Ian Williams Ltd,100005BE1,4370.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Department For Business Innovation & Skills,10038791,9497.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2013,Minor Buiding Works &Maintenance,IMPROVE Project,Ian Williams Ltd,100180AA6,14820.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/04/2013,Minor Buiding Works &Maintenance,IMPROVE Project,Department For Business Innovation & Skills,10038645,26919.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Sure Connect Systems Ltd,5011/J.2484,28598.64,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Department For Business Innovation & Skills,10038791,35016.62,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Kemp Construction Ltd,5774,67914.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Sure Connect Systems Ltd,5012/J.2484A,72679.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/04/2013,Minor Buiding Works &Maintenance,Business Support Directorate,Sure Connect Systems Ltd,5012/J.2484,102525.67,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/04/2013,Minor Buiding Works &Maintenance,IMPROVE Project,Styles & Wood Ltd,CSI0001036,160763.59,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/04/2013,Postage,Business Support Directorate,Royal Mail,9042779223,340.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2013,Postage,Business Support Directorate,Parcelforce Worldwide,9042846698,846.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2013,Postage,Business Support Directorate,Royal Mail,9042872126,1549.62,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Postage,Business Support Directorate,Neopost Ltd,N3026121-18/04/13,2000.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2013,Postage,Business Support Directorate,Neopost Ltd,N1207751-18/04/13,10000.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2013,Courier service,Business Support Directorate,UPS Ltd,33092493,135.64,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2013,Courier service,Business Support Directorate,DHL International (UK) Ltd,3488741,137.98,Not applicable,
