Merchant Category,Supplier Name,Service  ,Summary of Purpose of Expenditure ,Date,Net Amount
Education Services,PREMIER EDUCATION,Services to People,Agency Staff,12/12/2016,750.00
Education Services,PREMIER EDUCATION,Services to People,Agency Staff,12/12/2016,562.50
Education Services,PREMIER EDUCATION,Services to People,Agency Staff,19/12/2016,750.00
Social Care Services,PREMIUM CARE LTD,Services to People,Care Payments,05/12/2016,-422.00
Social Care Services,PREMIUM CARE LTD,Services to People,Care Payments,05/12/2016,"2,229.60"
Social Care Services,PREMIUM CARE LTD,Services to People,Care Payments,05/12/2016,309.75
Finance / Accountancy Services,PRICE WATERHOUSE COOPERS LLP,Capital Expenditure,Professional Fees,15/12/2016,"4,500.00"
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,27.20
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,129.20
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,360.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,666.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,302.60
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,550.80
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,54.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,27.20
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,129.20
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,360.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,666.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,302.60
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,564.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,07/12/2016,54.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,27.20
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,129.20
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,360.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,618.80
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,234.60
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,459.00
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,54.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,27.20
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,129.20
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,360.40
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,618.80
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,234.60
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,438.60
Social Care Services,Prime Support Service Ltd,Services to People,Care Payments,21/12/2016,54.40
Health Services,Priory Group - Northern Office,Services to People,Third party payments - Public Sector,15/12/2016,"2,450.00"
Health Services,Priory Group - Northern Office,Services to People,Third party payments - Public Sector,15/12/2016,525.00
Social Care Services,Pro-Care Homes Ltd,Services to People,Care Payments,05/12/2016,"2,625.00"
Grounds Maintenance,Professional Tree Surgeons LTD,Services to Place,Repairs and Maintenance,01/12/2016,"8,711.50"
Social Care Services,PROGRESSIVE CARE LTD,Services to People,Care Payments,01/12/2016,"28,469.43"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,12/12/2016,"2,150.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,02/12/2016,"1,400.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,02/12/2016,"1,400.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,02/12/2016,930.00
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,06/12/2016,"1,500.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,12/12/2016,"1,750.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,13/12/2016,"1,400.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,09/12/2016,"1,500.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,12/12/2016,"2,150.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,09/12/2016,"1,550.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,12/12/2016,"1,500.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,12/12/2016,"2,150.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,29/12/2016,"2,150.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,16/12/2016,"1,500.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,21/12/2016,"1,550.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,21/12/2016,"1,500.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,16/12/2016,"1,750.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,21/12/2016,"1,400.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,29/12/2016,"1,400.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,29/12/2016,"1,500.00"
Recruitment / Staffing,"Progressive, a trading division of",Corporate and Support Services,Agency Staff,29/12/2016,"1,500.00"
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,190.40
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,374.00
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,"2,587.40"
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,142.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,816.00
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,533.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,40.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,190.40
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,374.00
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,"2,567.00"
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,142.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,816.00
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,533.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,07/12/2016,40.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,190.40
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,374.00
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,"2,805.00"
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,142.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,"1,244.40"
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,533.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,190.40
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,374.00
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,"2,720.00"
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,142.80
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,"1,496.00"
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,540.60
Social Care Services,Prolife Healthcare Services,Services to People,Care Payments,21/12/2016,40.80
Printing Services,PRONTAPRINT,Corporate and Support Services,Publicity and Promotion,06/12/2016,"1,199.88"
Printing Services,PRONTAPRINT,Corporate and Support Services,Publicity and Promotion,12/12/2016,876.92
Insurance Services,PRUDENTIAL LIFE & PENSIONS,Central Support Services,Other Payments,29/12/2016,"48,341.68"
Insurance Services,PRUDENTIAL LIFE & PENSIONS,Central Support Services,Other Payments,29/12/2016,"14,683.47"
Building Supplies,PTS-PLUMBING TRADE SUPPLIES,Capital Expenditure,Capital Expenditure - Works,09/12/2016,"9,207.43"
Building Supplies,PTS-PLUMBING TRADE SUPPLIES,Capital Expenditure,Capital Expenditure - Works,19/12/2016,989.02
Building Supplies,PTS-PLUMBING TRADE SUPPLIES,Capital Expenditure,Capital Expenditure - Works,16/12/2016,"1,739.66"
Digital / Media Services,Public-i,Corporate and Support Services,Office Expenses,01/12/2016,"14,560.00"
Recruitment / Staffing,PULSE,Services to People,Agency Staff,06/12/2016,805.73
Recruitment / Staffing,PULSE,Services to People,Agency Staff,20/12/2016,"1,074.30"
Recruitment / Staffing,PULSE,Services to People,Agency Staff,02/12/2016,719.14
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,528.00
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,264.00
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,176.00
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,528.00
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,"1,344.00"
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,"113,325.00"
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,704.00
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,704.00
Disability Support,PURE INNOVATIONS LTD,Services to People,Care Payments,08/12/2016,"5,208.00"
Disability Support,PURE INNOVATIONS LTD,Services to People,Publicity and Promotion,08/12/2016,"1,500.00"
Disability Support,PURE INNOVATIONS LTD,Services to People,Professional Fees,08/12/2016,"30,671.25"
Disability Support,PURE INNOVATIONS LTD,Services to People,Agency Staff,21/12/2016,"24,522.55"
Trainer / Facilitator,Purple Heather Ltd,Services to People,Professional Fees,21/12/2016,500.00
ICT Consultancy / Support,Purple Porcupine Design Ltd,Corporate and Support Services,Publicity and Promotion,08/12/2016,720.00
Training Provision,QA Limited,Corporate and Support Services,Staff Training,16/12/2016,"1,008.48"
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,07/12/2016,795.60
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,07/12/2016,996.20
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,07/12/2016,510.00
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,07/12/2016,"2,495.60"
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,07/12/2016,622.20
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,07/12/2016,"1,094.80"
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,07/12/2016,666.40
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,07/12/2016,"2,431.00"
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,21/12/2016,775.20
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,21/12/2016,"1,237.60"
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,21/12/2016,659.60
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,21/12/2016,"2,410.60"
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,21/12/2016,805.80
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,21/12/2016,"1,332.80"
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,21/12/2016,669.80
Social Care Services,QUALITY CARE OF CHEADLE,Services to People,Care Payments,21/12/2016,"2,400.40"
Childcare Provision,QUALITY PROTECTS CHILDREN LTD,Services to People,Fees and Charges,29/12/2016,"3,800.00"
Professional / Consultancy Services,Quest Partnership Ltd,Corporate and Support Services,Advertising,29/12/2016,693.20
Mobility Equipment / Supplies,R82 UK LTD,Services to People,Furniture and Equipment,21/12/2016,942.00
Mobility Equipment / Supplies,R82 UK LTD,Services to People,Furniture and Equipment,21/12/2016,46.00
Mobility Equipment / Supplies,R82 UK LTD,Services to People,Furniture and Equipment,21/12/2016,40.00
Mobility Equipment / Supplies,R82 UK LTD,Services to People,Furniture and Equipment,21/12/2016,210.00
Mobility Equipment / Supplies,R82 UK LTD,Services to People,Furniture and Equipment,21/12/2016,50.00
Mobility Equipment / Supplies,R82 UK LTD,Services to People,Furniture and Equipment,21/12/2016,66.00
Mobility Equipment / Supplies,R82 UK LTD,Services to People,Furniture and Equipment,21/12/2016,39.00
Mobility Equipment / Supplies,R82 UK LTD,Services to People,Furniture and Equipment,21/12/2016,147.00
Forensics / Laboratories,RACHEL GALLOWAY,Corporate and Support Services,Professional Fees,08/12/2016,"1,800.00"
Childcare Provision,Rachel Louise Caveney t/a Twinkle T,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"1,449.00"
Professional / Consultancy Services,Rafik Iddin,Services to People,Professional Fees,21/12/2016,"1,181.80"
Childcare Provision,Railway Nursery Bramhall Limited,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"4,024.80"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,02/12/2016,"1,563.65"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,02/12/2016,788.34
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,02/12/2016,"1,127.00"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,02/12/2016,"1,503.75"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,02/12/2016,"1,534.94"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,02/12/2016,"1,855.50"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,08/12/2016,"1,563.65"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,08/12/2016,788.34
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,08/12/2016,"1,127.00"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,08/12/2016,"1,503.75"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,08/12/2016,"1,534.94"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Fees and Charges,08/12/2016,"1,855.50"
Education Services,RAMILLIES HALL PRE-SCHOOL NURSERY,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"18,124.20"
Childcare Provision,Rebecca Owens: Red Daisy Day Care,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,767.25
Training Provision,Rebound Therapy,Services to People,Fees and Charges,14/12/2016,"2,281.00"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,-869.05
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,"2,012.50"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,18.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,29.01
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,18.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,371.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,282.24
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,29.38
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,105.99
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,47.32
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,414.61
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
