Newcastle City Council Invoices over £250 paid in June 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Children's Services,Childrens Services Support       ,Transport,02/06/2014,READYPAY LTD,6257855,Revenue,1MC20,In-House Foster Carer Costs,396.00 
Adult and Culture,Social Services                        ,Supplies & Services,10/06/2014,REAL LIFE OPTIONS,6267481,Revenue,3WJ01,Service Users Funds,343.44 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",10/06/2014,REAL LIFE OPTIONS,6267336,Revenue,1MK50,Ind Supported Living LD,"-1,055.32 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",10/06/2014,REAL LIFE OPTIONS,6267337,Revenue,1MK50,Ind Supported Living LD,-385.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",10/06/2014,REAL LIFE OPTIONS,6267338,Revenue,1MK50,Ind Supported Living LD,-378.04 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/06/2014,REAL LIFE OPTIONS,6267336,Revenue,1MK50,Ind Supported Living LD,"15,986.43 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/06/2014,REAL LIFE OPTIONS,6267337,Revenue,1MK50,Ind Supported Living LD,"9,122.54 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/06/2014,REAL LIFE OPTIONS,6267338,Revenue,1MK50,Ind Supported Living LD,"54,389.88 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,RED BRICK HOUSE,6259298,Revenue,1MG10,Ind Nursing Care Elderly,"4,011.12 "
Adult and Culture,Adult - Learning & Development   ,Supplies & Services,03/06/2014,Redacted Personal Data,6259030,Revenue,1MB20,Workforce Reform,"2,000.00 "
Adult and Culture,Adult Serv Finance         ,Transfer Payments,05/06/2014,Redacted Personal Data,6260827,Revenue,1E+212,Transport Special,832.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,05/06/2014,Redacted Personal Data,6260828,Revenue,1E+212,Transport Special,"1,120.00 "
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,25/06/2014,Redacted Personal Data,6278492,Revenue,1DF49,Arts Project NLDC Funded,586.75 
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,12/06/2014,Redacted Personal Data,6269517,Revenue,1DF49,Arts Project NLDC Funded,600.00 
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,12/06/2014,Redacted Personal Data,6269697,Revenue,1DF22,Arts Projects,450.00 
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,13/06/2014,Redacted Personal Data,6269579,Revenue,1DF16,Arts/Dance Connect,375.00 
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,13/06/2014,Redacted Personal Data,6269597,Revenue,1DF16,Arts/Dance Connect,280.00 
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,13/06/2014,Redacted Personal Data,6270550,Revenue,1DF04,Scotswood/Benwell Artists Res,"1,000.00 "
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,23/06/2014,Redacted Personal Data,6262244,Revenue,1DF16,Arts/Dance Connect,374.00 
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,23/06/2014,Redacted Personal Data,6260911,Revenue,1DF06,Digital War Memorial Project,"4,990.00 "
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,02/06/2014,Redacted Personal Data,6257051,Revenue,1DF49,Arts Project NLDC Funded,"1,200.00 "
Adult and Culture,Social Services                        ,Premises,26/06/2014,Redacted Personal Data,6241294,Revenue,1MN30,Asylum Seekers Adults,520.00 
Adult and Culture,Social Services                        ,Supplies & Services,11/06/2014,Redacted Personal Data,6268459,Revenue,1MM94,Mental Capacity Act,278.00 
Adult and Culture,Social Services                        ,Supplies & Services,24/06/2014,Redacted Personal Data,6280952,Revenue,1MC09,Phillipson Street,460.00 
Adult and Culture,Social Services                        ,Supplies & Services,06/06/2014,Redacted Personal Data,6263105,Revenue,1MN20,Asy Seekers Families,400.00 
Adult and Culture,Social Services                        ,Third Party Payments,25/06/2014,Redacted Personal Data,6282549,Revenue,1MK34,Shared Lives - Adult LD,440.00 
Adult and Culture,Social Services                        ,Third Party Payments,16/06/2014,Redacted Personal Data,6272026,Revenue,1MK34,Shared Lives - Adult LD,334.80 
Adult and Culture,Social Services                        ,Third Party Payments,16/06/2014,Redacted Personal Data,6271013,Revenue,1MK34,Shared Lives - Adult LD,"1,800.00 "
Adult and Culture,Social Services                        ,Third Party Payments,24/06/2014,Redacted Personal Data,6280935,Revenue,1MK40,Direct Payments LD,"1,000.00 "
Adult and Culture,Social Services                        ,Third Party Payments,20/06/2014,Redacted Personal Data,6278193,Revenue,1MK40,Direct Payments LD,800.00 
Adult and Culture,Social Services                        ,Third Party Payments,20/06/2014,Redacted Personal Data,6278196,Revenue,1MG40,Direct Payments Elderly,"1,450.00 "
Adult and Culture,Social Services                        ,Third Party Payments,20/06/2014,Redacted Personal Data,6278195,Revenue,1MG40,Direct Payments Elderly,500.00 
Adult and Culture,Social Services                        ,Third Party Payments,06/06/2014,Redacted Personal Data,6236638,Revenue,1MK60,Ind Day Care LD,480.20 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,25/06/2014,Redacted Personal Data,6282548,Revenue,1MK34,Shared Lives - Adult LD,385.00 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,25/06/2014,Redacted Personal Data,6282539,Revenue,1MK34,Shared Lives - Adult LD,385.00 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,27/06/2014,Redacted Personal Data,6283252,Revenue,1MK34,Shared Lives - Adult LD,475.00 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,09/06/2014,Redacted Personal Data,6263214,Revenue,1MC20,In-House Foster Carer Costs,"1,000.00 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,12/06/2014,Redacted Personal Data,6269644,Revenue,1MK51,Ind Home-Per Care LD,338.93 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,18/06/2014,Redacted Personal Data,6270604,Revenue,1MK55,Dom Care Family/Carer LD,657.72 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,18/06/2014,Redacted Personal Data,6270605,Revenue,1MK55,Dom Care Family/Carer LD,841.50 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,Redacted Personal Data,6259338,Revenue,1MK34,Shared Lives - Adult LD,-392.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03/06/2014,Redacted Personal Data,6259344,Revenue,1MK10,Ind Nursing Care LD,-319.40 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273419,Revenue,1MK40,Direct Payments LD,-36.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273512,Revenue,1MK40,Direct Payments LD,-52.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273464,Revenue,1MH40,Direct Payments PD,-153.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273435,Revenue,1MK40,Direct Payments LD,-25.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273416,Revenue,1MH40,Direct Payments PD,-24.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273414,Revenue,1MH40,Direct Payments PD,-66.92 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273399,Revenue,1MH40,Direct Payments PD,-128.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273417,Revenue,1MK40,Direct Payments LD,-19.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273407,Revenue,1MH40,Direct Payments PD,-228.16 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273407,Revenue,1MK40,Direct Payments LD,-338.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273511,Revenue,1MK40,Direct Payments LD,-15.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273496,Revenue,1MH40,Direct Payments PD,-261.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273425,Revenue,1MH40,Direct Payments PD,-45.12 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273530,Revenue,1MG40,Direct Payments Elderly,-277.44 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273402,Revenue,1MH40,Direct Payments PD,-213.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273458,Revenue,1MG40,Direct Payments Elderly,-26.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273495,Revenue,1MH40,Direct Payments PD,-216.40 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273430,Revenue,1MK40,Direct Payments LD,-268.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273436,Revenue,1MK40,Direct Payments LD,-155.72 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273406,Revenue,1MK40,Direct Payments LD,-38.64 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273454,Revenue,1MK40,Direct Payments LD,-21.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273395,Revenue,1MH40,Direct Payments PD,-51.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273539,Revenue,1MG40,Direct Payments Elderly,-156.72 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273541,Revenue,1MG40,Direct Payments Elderly,-123.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273551,Revenue,1MG40,Direct Payments Elderly,-293.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273558,Revenue,1MH40,Direct Payments PD,-280.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273570,Revenue,1MK40,Direct Payments LD,-250.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273572,Revenue,1MG40,Direct Payments Elderly,-77.56 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273582,Revenue,1MK40,Direct Payments LD,-67.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273587,Revenue,1MH40,Direct Payments PD,-124.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273592,Revenue,1MK40,Direct Payments LD,-256.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273593,Revenue,1MK40,Direct Payments LD,-57.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273605,Revenue,1MK40,Direct Payments LD,-190.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273606,Revenue,1MK40,Direct Payments LD,-295.04 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273610,Revenue,1MG40,Direct Payments Elderly,-237.68 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273642,Revenue,1MK40,Direct Payments LD,-63.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273648,Revenue,1MK40,Direct Payments LD,-56.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273653,Revenue,1MK40,Direct Payments LD,-53.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273659,Revenue,1MG40,Direct Payments Elderly,-98.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273660,Revenue,1MK40,Direct Payments LD,-42.36 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273661,Revenue,1MK40,Direct Payments LD,-178.64 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273672,Revenue,1MK40,Direct Payments LD,-29.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273742,Revenue,1MK40,Direct Payments LD,-273.64 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273760,Revenue,1MG40,Direct Payments Elderly,-678.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273762,Revenue,1MK40,Direct Payments LD,-54.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273461,Revenue,1MK40,Direct Payments LD,-55.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273508,Revenue,1MG40,Direct Payments Elderly,-32.92 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273422,Revenue,1MK40,Direct Payments LD,-4.04 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273440,Revenue,1MK40,Direct Payments LD,-65.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273449,Revenue,1MK40,Direct Payments LD,-96.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273497,Revenue,1MH40,Direct Payments PD,-246.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273513,Revenue,1MG40,Direct Payments Elderly,-228.04 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273522,Revenue,1MK40,Direct Payments LD,-55.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273555,Revenue,1MK40,Direct Payments LD,-52.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273563,Revenue,1MK40,Direct Payments LD,-74.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273578,Revenue,1MK40,Direct Payments LD,-57.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273586,Revenue,1MK40,Direct Payments LD,-56.68 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273619,Revenue,1MK40,Direct Payments LD,-29.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273649,Revenue,1MK40,Direct Payments LD,-67.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273682,Revenue,1MK40,Direct Payments LD,-115.12 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273707,Revenue,1MK40,Direct Payments LD,-49.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273726,Revenue,1MH40,Direct Payments PD,-201.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273729,Revenue,1MK40,Direct Payments LD,-44.44 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273740,Revenue,1MG40,Direct Payments Elderly,-24.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273743,Revenue,1MK40,Direct Payments LD,-43.36 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273744,Revenue,1MK40,Direct Payments LD,-79.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273749,Revenue,1MK40,Direct Payments LD,-46.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273775,Revenue,1MG40,Direct Payments Elderly,-252.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273782,Revenue,1MG40,Direct Payments Elderly,-384.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273790,Revenue,1MG40,Direct Payments Elderly,-123.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273793,Revenue,1MG40,Direct Payments Elderly,-24.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273803,Revenue,1MK40,Direct Payments LD,-52.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273823,Revenue,1MK40,Direct Payments LD,-24.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273826,Revenue,1MG40,Direct Payments Elderly,-284.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273633,Revenue,1MH40,Direct Payments PD,-57.96 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273846,Revenue,1MG40,Direct Payments Elderly,-243.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273504,Revenue,1MG40,Direct Payments Elderly,-226.72 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273519,Revenue,1MG40,Direct Payments Elderly,-284.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273795,Revenue,1MH40,Direct Payments PD,-135.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273636,Revenue,1MK40,Direct Payments LD,-29.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273687,Revenue,1MK40,Direct Payments LD,-47.36 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273855,Revenue,1MG40,Direct Payments Elderly,-42.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273861,Revenue,1MK40,Direct Payments LD,-31.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273548,Revenue,1MK40,Direct Payments LD,-42.64 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273591,Revenue,1MH40,Direct Payments PD,-201.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273854,Revenue,1MG40,Direct Payments Elderly,-428.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273867,Revenue,1MH40,Direct Payments PD,-50.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273552,Revenue,1MK40,Direct Payments LD,-57.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273567,Revenue,1MK40,Direct Payments LD,-155.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273634,Revenue,1MK40,Direct Payments LD,-401.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273876,Revenue,1MG40,Direct Payments Elderly,-218.44 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273811,Revenue,1MG40,Direct Payments Elderly,-286.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273886,Revenue,1MK40,Direct Payments LD,-63.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273901,Revenue,1MK40,Direct Payments LD,-53.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273396,Revenue,1MH40,Direct Payments PD,-113.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273908,Revenue,1MG40,Direct Payments Elderly,-224.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273911,Revenue,1MG40,Direct Payments Elderly,-20.36 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273450,Revenue,1MH40,Direct Payments PD,-350.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17/06/2014,Redacted Personal Data,6273477,Revenue,1MK40,Direct Payments LD,-107.52 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259312,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259270,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259265,Revenue,1MK34,Shared Lives - Adult LD,"3,080.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259354,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259440,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259395,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259378,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259328,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259338,Revenue,1MK34,Shared Lives - Adult LD,"1,560.28 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259276,Revenue,1MK34,Shared Lives - Adult LD,660.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259344,Revenue,1MK10,Ind Nursing Care LD,"4,663.20 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03/06/2014,Redacted Personal Data,6259344,Revenue,1MK20,Ind Res Care LD,"3,600.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273479,Revenue,1MK40,Direct Payments LD,688.12 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273493,Revenue,1MK40,Direct Payments LD,783.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273415,Revenue,1MH40,Direct Payments PD,"1,070.68 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273419,Revenue,1MK40,Direct Payments LD,626.80 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273510,Revenue,1MK40,Direct Payments LD,760.24 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273512,Revenue,1MK40,Direct Payments LD,802.16 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273482,Revenue,1MK40,Direct Payments LD,"3,552.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273392,Revenue,1MH40,Direct Payments PD,"1,840.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273423,Revenue,1MK40,Direct Payments LD,"1,786.12 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273473,Revenue,1MK40,Direct Payments LD,660.48 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273393,Revenue,1MH40,Direct Payments PD,"6,832.32 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273424,Revenue,1MH40,Direct Payments PD,970.40 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273420,Revenue,1MM40,Direct Payments MH,734.28 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273481,Revenue,1MD66,CWD Care Packages,727.60 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273412,Revenue,1MH40,Direct Payments PD,684.80 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273428,Revenue,1MK40,Direct Payments LD,"1,829.48 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273464,Revenue,1MH40,Direct Payments PD,"1,284.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273435,Revenue,1MK40,Direct Payments LD,"1,284.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273453,Revenue,1MK40,Direct Payments LD,"4,257.92 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273491,Revenue,1MK40,Direct Payments LD,"3,197.28 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17/06/2014,Redacted Personal Data,6273416,Revenue,1MH40,Direct Payments PD,580.00 
