PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
6826412019,HAIRDRESSING SALON AND PREMISES,5200,RE-TREAT BEAUTY LTD,21/06/2010,412 REDDISH ROAD,REDDISH,STOCKPORT,,,SK5 7AA,412 REDDISH ROAD,REDDISH,STOCKPORT,,,SK5 7AA,,,,0,0,0,2496,,0
0572009269,CAR PARKING SPACES,1000,CHASE ASSET MANAGEMENT LTD,01/07/2010,CAR PARKING SPACES 1 & 2 ADJ 9,BAMFORD STREET,MIDDLE HILLGATE,STOCKPORT,,SK1 3NZ,GND FLOOR FRONT & FIRST FLOOR,9 BAMFORD STREET,MIDDLE HILLGATE,STOCKPORT,,SK1 3NZ,,,,0,0,0,0,,0
8334003369,GYMNASIUM & PREMISES,7700,STRENGTH  AND PERFORMANCE LLP,01/03/2010,UNIT G.7,MEADOW MILL,WATER STREET,PORTWOOD,STOCKPORT,SK1 2BY,UNIT G.7,MEADOW MILL,WATER STREET,PORTWOOD,STOCKPORT,SK1 2BY,,,,0,0,0,3696,,0
0104091049,VEHICLE REPAIR WORKSHOP AND PREMISES,7800,R WILKINSON DIESEL SERVICE LTD,30/04/2010,ANN STREET,SOUTH REDDISH,STOCKPORT,,,SK5 7PP,ANN STREET,SOUTH REDDISH,STOCKPORT,,,SK5 7PP,,,,0,0,0,3744,,0
4776010039,COMMUNICATION STATION AND PREMISES,6400,MOBILE BROADBAND NETWORK LTD,10/07/2010,SITE 56008,STATION ROAD IND ESTATE,KENWOOD ROAD,NORTH REDDISH,STOCKPORT,SK5 6PH,PO BOX 6079,WOLVERHAMPTON,,,,WV1 9RA,,,,0,0,0,0,,0
0825023009,SHOP AND PREMISES,7100,SILVER IMPRINTS LTD,20/06/2010,23 BRAMHALL LANE,HEAVILEY,STOCKPORT,,,SK2 6HT,23 BRAMHALL LANE,HEAVILEY,STOCKPORT,,,SK2 6HT,,,,0,0,0,3408,,0
0739012019,WAREHOUSE AND PREMISES,22250,INNOVATIONS 4 LEISURE LTD,15/07/2010,UNIT 7,RUGBY PARK,BLETCHLEY ROAD,HEATON MERSEY,STOCKPORT,SK4 3EJ,UNIT 7,RUGBY PARK,BLETCHLEY ROAD,HEATON MERSEY,STOCKPORT,SK4 3EJ,,,,0,0,0,0,,0
5595075009,SHOP AND PREMISES,42250,SAYERS THE BAKERS LTD,01/04/2010,75 MERSEYWAY,STOCKPORT,,,,SK1 1QW,SIDNEY STREET,BOLTON,,,,BL3 6BG,,,,0,0,0,0,,0
3458009009,SHOP AND PREMISES,6500,KINGSLEY FLOORING & CARPETS LTD,01/04/2010,9 GREAT PORTWOOD STREET,STOCKPORT,,,,SK1 2DW,9 GREAT PORTWOOD STREET,STOCKPORT,,,,SK1 2DW,,,,0,0,0,3120,,0
0166012079,OFFICES AND PREMISES,5400,PETER TINWELL LTD T/A PERSONAL TUTORS,24/06/2010,SUITE 2 GND FLOOR,ASHFIELD HOUSE,ASHFIELD ROAD,CHEADLE,,SK8 1BB,23 FOXLAND ROAD,GATLEY,CHEADLE,,,SK8 4QA,,,,0,0,0,2592,,0
4048000049,WORKSHOP AND PREMISES,38750,T A KNOX SHOPFITTERS LTD,12/03/2010,T A KNOX HOUSE,HOLLINGWORTH ROAD,BREDBURY,STOCKPORT,,SK6 2AR,HOLLINGWORTH ROAD,BREDBURY,STOCKPORT,,,SK6 2AR,,,,0,0,0,0,,0
1876001009,OFFICES AND PREMISES,5000,JOHNNIE JOHNSON HOUSING ASSOC,01/04/2010,1 SPEY HOUSE,CRITERION STREET,REDDISH,STOCKPORT,,SK5 6TD,ASTRA HOUSE,SPINNERS LANE,POYNTON,CHESHIRE,,SK12 1GA,MAN,,,1911.62,0,0,0,,0
8522008009,SHOP AND PREMISES,79500,ICELAND FROZEN FOODS LTD,03/05/2010,8 WOODLEY PRECINCT,WOODLEY,STOCKPORT,,,SK6 1RJ,SECOND AVE,DEESIDE IND PARK,DEESIDE,FLINTSHIRE,,CH5 2NW,,,,0,0,0,0,,0
8507017009,SHOP AND PREMISES,26750,WILLIAM HILL PLC,01/08/2010,17-19 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,WILLIAM HILL ORGANISATION LTD,GREENSIDE HOUSE,50 STATION ROAD,WOOD GREEN,LONDON,N22 7TP,,,,0,0,0,0,,0
3935216049,OFFICES AND PREMISES,13500,TORPLAN LTD,01/04/2009,216 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4DU,216 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4DU,,,,0,0,0,3240,,0
3935218059,OFFICES AND PREMISES,8900,PHILIP JAMES WILSON LTD,01/04/2009,216-218 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4DU,679-681 WILMSLOW ROAD,DIDSBURY VILLAGE,MANCHESTER,,,M20 6RA,,,,0,0,0,4272,,0
3981065009,RESTAURANT AND PREMISES,26250,TURKUAZ LTD T/A TURQUOISE,01/04/2010,65 HIGH STREET,CHEADLE,,,,SK8 1BJ,65 HIGH STREET,CHEADLE,,,,SK8 1BJ,,,,0,0,0,0,,0
1837052019,WAREHOUSE AND PREMISES,10000,ONE STOP WORKTOPS LTD,02/08/2010,B3,BANKFIELD TRADING ESTATE,CORONATION STREET,SOUTH REDDISH,STOCKPORT,SK5 7SE,B3,BANKFIELD TRADING ESTATE,CORONATION STREET,SOUTH REDDISH,STOCKPORT,SK5 7SE,,,,0,0,0,4800,,0
1615066009,SHOP AND PREMISES,12750,ST ANN'S HOSPICE TRADING CO LTD,09/08/2010,66-68 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AD,ST ANN'S ROAD NORTH,HEALD GREEN,CHEADLE,,,SK8 3SZ,MAN,,,5028.6,0,0,0,,0
4142013009,OFFICES AND PREMISES,5900,CAMI CONFIDENTIAL LTD,01/08/2010,RICHMOND HOUSE,13 HOLLINS LANE,MARPLE,STOCKPORT,,SK6 6AW,RICHMOND HOUSE,13 HOLLINS LANE,MARPLE,STOCKPORT,,SK6 6AW,,,,0,0,0,2267.14,,0
6032029009,WAREHOUSE AND PREMISES,49250,LOVAIR LTD,11/06/2010,LOVAIR PAVILLION VIEW,UNIT 27 NEWBY ROAD INDUSTRIAL ESTATE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DA,LOVAIR PAVILLION VIEW,UNIT 27 NEWBY ROAD INDUSTRIAL ESTATE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DA,,,,0,0,0,0,,0
6032043089,OFFICES AND PREMISES,50000,REALLY GOOD DOMAINS LTD,01/04/2010,UNIT 4 WATCHGATE,DOMAIN HOUSE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DB,UNIT 4 WATCHGATE,DOMAIN HOUSE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DB,,,,0,0,0,0,,0
6032072019,COMMUNICATION STATION AND PREMISES,6900,MOBILE BROADBAND NETWORK LTD,12/08/2010,SITE NO 76078,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5AS,PO BOX 6079,WOLVERHAMPTON,,,,WV1 9RA,,,,0,0,0,0,,0
5121072109,COMMUNICATION STATION AND PREMISES,12750,MOBILE BROADBAND NETWORK LTD,10/08/2010,HILTON HOUSE,LORD STREET,STOCKPORT,,,SK1 3NA,PO BOX 6079,WOLVERHAMPTON,,,,WV1 9RA,,,,0,0,0,0,,0
2857001169,OFFICES AND PREMISES,45250,BLUEFIN INSURANCE SERVICES LTD,02/08/2010,3RD FLOOR,APPLICON HOUSE,EXCHANGE STREET,DAW BANK,STOCKPORT,SK3 0EY,CENTRAL HOUSE,BECKWITH KNOWLE,OTLEY ROAD,HARROGATE,,HG3 1UF,,,,0,0,0,0,,0
5098204269,PUBLIC HOUSE AND PREMISES,100000,J D WETHERSPOON PLC,10/09/2010,THE WILFRED WOOD,UNIT 1 DALE HOUSE,204 LONDON ROAD,HAZEL GROVE,STOCKPORT,SK7 4DF,VENDOR NUMBER 700875,C/O RATING SUPPORT UNIT,BNP PARIBAS REAL ESTATE,9 COLMORE ROW,BIRMINGHAM,B3 2BJ,,,,0,0,0,0,,0
7395117039,WORKSHOPS OFFICES AND PREMISES,7300,SMC PREMIER CLEANING LTD,01/04/2005,117A-119A STOCKPORT ROAD,CHEADLE HEATH,STOCKPORT,,,SK3 0JE,117A-119A STOCKPORT ROAD,CHEADLE HEATH,STOCKPORT,,,SK3 0JE,,,,0,0,0,3504,,0
6032063009,WAREHOUSE OFFICE AND PREMISES,19250,RAM PERIMETER PROTECTION LTD,21/08/2010,UNIT 1,LEVENS ROAD,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DL,UNIT 1 LEVENS ROAD,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5DA,,,,0,0,0,0,,0
7973140009,SHOP AND PREMISES,9300,KITCHENS OF CHESHIRE LTD,30/05/2010,140 TURVES ROAD,CHEADLE HULME,CHEADLE,,,SK8 6AW,140 TURVES ROAD,CHEADLE HULME,CHEADLE,,,SK8 6AW,,,,0,0,0,4464,,0
8358001269,OFFICES AND PREMISES,6000,SOROPTIMIST INT OF GB & IRE (SIGBI) LTD,06/08/2010,SUITE 2C 2ND FLR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,SUITE 2C 2ND FLR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,MAN,,,2366.4,0,0,0,,0
5569012039,STORE AND PREMISES,1475,RIKK GILLOTT LTD T/A BLIND MAN,01/03/2010,REAR OF,12-14 MELLOR ROAD,CHEADLE HULME,CHEADLE,,SK8 5AU,14B MELLOR ROAD,CHEADLE HULME,CHEADLE,,,SK8 5AU,,,,0,0,0,0,,0
1704217209,WAREHOUSE AND PREMISES,33750,MASSEY & HARRIS (ENGINEERING) LTD,06/08/2010,UNIT 5,THE HOLLYGATE,CHESTERGATE,STOCKPORT,,SK3 0BD,UNIT 5 THE HOLLYGATE,CHESTERGATE-,STOCKPORT,,,SK3 0BD,,,,0,0,0,0,,0
8174010009,SURGERY AND PREMISES,12500,SUBLIME SMILES LTD T/A SUBLIME DENTAL CARE,27/08/2010,10 VERNON STREET,MARKET PLACE,STOCKPORT,,,SK1 1TY,C/O THE MALL DENTAL CARE,PALL MALL,MANCHESTER,,,M2 4DU,,LDS1,,0,361.74,0,0,,0
5595077009,SHOP AND PREMISES,43750,GRAINGER GAMES LTD,19/08/2010,77 MERSEYWAY,STOCKPORT,,,,SK1 1QW,UNIT 4 NORTH TYNE IND EST,LONGBENTON,NEWCASTLE,,,NE12 9SZ,,,,0,0,0,0,,0
5023038009,WORKSHOP AND PREMISES,4600,ASHBROOK WINDOWS LTD,27/09/2010,37 LEICESTER STREET,NORTH REDDISH,STOCKPORT,,,SK5 6NS,37 LEICESTER STREET,NORTH REDDISH,STOCKPORT,,,SK5 6NS,,,,0,0,0,2208,,0
8326007009,SHOP AND PREMISES,60000,THE ENTERTAINER (AMERSHAM) LTD,29/07/2010,7 WARREN STREET,STOCKPORT,,,,SK1 1UD,BOUGHTON BUSINESS PARK,BELL LANE,LITTLE CHALFONT,AMERSHAM,BUCKS,HP6 6GL,,,,0,0,0,0,,0
8154003229,OFFICES AND PREMISES,30500,SGM SOLICITORS LIMITED,03/09/2010,1ST FLOOR UNIT 10A,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GN,1ST FLOOR UNIT 10A,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GN,,,,0,0,0,0,,0
5602053009,UNDERGOING RECONSTRUCTION,0,MORRIS PLASTERING CONTRACTORS LTD,01/07/2010,53 MIDDLE HILLGATE,STOCKPORT,,,,SK1 3DG,53 MIDDLE HILLGATE,STOCKPORT,,,,SK1 3DG,,,,0,0,0,0,,0
1009057009,STUDIO AND PREMISES,15750,KMB LTD,03/09/2010,57A BUXTON ROAD,STOCKPORT,,,,SK2 6NB,57A BUXTON ROAD,STOCKPORT,,,,SK2 6NB,,,,0,0,0,0,,0
6826345009,SURGERY AND PREMISES,12250,INTEGRATED DENTAL HOLDINGS LTD,31/08/2010,345 REDDISH ROAD,REDDISH,STOCKPORT,,,SK5 7EN,EUROPA HOUSE,EUROPA TRADING ESTATE,STONECLOUGH ROAD,KEARLSEY,MANCHESTER,M26 1GG,,,,0,0,0,0,,0
8359127009,OFFICES AND PREMISES,8800,SUPERKIDS LTD,11/08/2010,GROUND FLOOR,127 WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3TS,GROUND FLOOR,127 WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3TS,,,,0,0,0,4224,,0
1735032019,DAY NURSERY AND PREMISES,9900,LILAC FROG DAY NURSERY LTD,29/09/2010,32 CHURCH ROAD,CHEADLE HULME,CHEADLE,,,SK8 7JB,32 CHURCH ROAD,CHEADLE HULME,CHEADLE,,,SK8 7JB,,,,0,0,0,4752,,0
7857000259,OFFICES AND PREMISES,24250,REEDS RAINS LIMITED,27/09/2010,DEMMINGS HOUSE,THE DEMMINGS,CHEADLE,,,SK8 2PS,2ND FLOOR,NEWCASTLE HOUSE,ALBANY COURT,NEWCASTLE BUSINESS PARK,NEWCASTLE UPON TYNE,NE4 7YB,,,,0,0,0,0,,0
0715010339,OFFICES AND PREMISES,2025,BIZSPACE LTD,30/09/2009,BLOCK 44 G5,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,SOVEREIGN HOUSE,1 ALBERT PLACE,LONDON,,,N3 1QB,,,,0,0,0,0,,0
5208001159,WAREHOUSE OFFICES AND PREMISES,31750,TITAN PRODUCTS LTD,11/10/2010,UNIT 15,LATHAM CLOSE,BREDBURY,STOCKPORT,,SK6 2SD,UNIT 15 BREDBURY IND ESTATE,LATHAM CLOSE,BREDBURY,STOCKPORT,,SK6 2SD,,,,0,0,0,0,,0
7479860459,STUDIO AND PREMISES,4300,PEAR STUDIOS LTD,01/07/2010,G2 6TH FLOOR PEAR MILL,PEAR NEW MILL,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2BP,G2 6TH FLOOR PEAR MILL,PEAR NEW MILL,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2BP,,,,0,0,0,2064,,0
7479860449,WAREHOUSE AND PREMISES,4900,SUCH TEXTILES LTD,01/09/2010,G5-6 6TH FLOOR PEAR MILL,PEAR NEW MILL,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2BP,G5-6 6TH FLOOR PEAR MILL,PEAR NEW MILL,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2BP,,,,0,0,0,2352,,0
6900001009,GARAGE AND PREMISES,12250,K V CARS LTD,01/09/2010,DEPOT AND PREMISES,1 ROOTH STREET,STOCKPORT,,,SK4 1DJ,DEPOT AND PREMISES,1 ROOTH STREET,STOCKPORT,,,SK4 1DJ,,LDS,,0,194.58,0,0,,0
5602049049,OFFICES AND PREMISES,7600,HIGGINS MILLER SOLICITORS LTD,01/10/2010,49 MIDDLE HILLGATE,STOCKPORT,,,,SK1 3DG,49 MIDDLE HILLGATE,STOCKPORT,,,,SK1 3DL,,,,0,0,0,3648,,0
5602051019,SHOP AND PREMISES,2850,HIGGINS MILLER SOLICITORS LTD,01/10/2010,GROUND FLOOR,51 MIDDLE HILLGATE,STOCKPORT,,,SK1 3DG,49 MIDDLE HILLGATE,STOCKPORT,,,,SK1 3DL,,,,0,0,0,0,,0
6032072059,WAREHOUSE OFFICE AND PREMISES,10750,EASY-GO CT (STOCKPORT) LTD,01/10/2010,PT OAK HOUSE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5DA,PT OAK HOUSE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5DA,MAN,,,4239.8,0,0,0,,0
7376051989,OFFICES AND PREMISES,11000,THE TRANSLATION PEOPLE LIMITED,25/06/2010,SUITE 4AA,4TH FLOOR LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4AA,4TH FLOOR LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0,0,0,5280,,0
5469205019,COMMUNICATION STATION AND PREMISES,4800,MOBILE BROADBAND NETWORK LTD,06/10/2010,SITE 76060 JUNCTION,BELMONT WAY/,MANCHESTER ROAD,STOCKPORT,,SK4 1NL,PO BOX 6079,WOLVERHAMPTON,,,,WV1 9RA,,,,0,0,0,0,,0
3841002009,CHILDRENS PLAY CENTRE AND PREMISES,18500,JUMP SPACE LTD,01/10/2010,2 HARDMAN STREET,EDGELEY,STOCKPORT,,,SK3 0DJ,2 HARDMAN STREET,EDGELEY,STOCKPORT,,,SK3 0DJ,MAN,,,7296.4,0,0,0,,0
3360090039,DAY NURSERY AND PREMISES,47000,DIRECTOR OF CHILDREN & YOUNG PEOPLE'S SERVICES,01/04/2010,ABACUS SURE START CHILDRENS CENTRE,120 GARNERS LANE,DAVENPORT,STOCKPORT,,SK3 8QW,11662200910,ACCOUNTANCY  2ND FLOOR,STOPFORD HOUSE,PICCADILLY,STOCKPORT,SK1 3XE,,,,0,0,0,0,,0
1640068039,WORKSHOP AND PREMISES,8600,M WARREN & CO LTD,01/04/2010,38 CHADKIRK BUSINESS PARK,ROMILEY,STOCKPORT,,,SK6 3NE,UNIT 38,CHADKIRK INDUSTRIAL ESTATE,CHADKIRK,ROMILEY,STOCKPORT,SK6 3LE,,,,0,0,0,4128,,0
1679002069,OFFICES AND PREMISES,14000,NSPM UK LTD,09/11/2010,PT 1ST FLOOR,THE INSTITUTE,CHEADLE GREEN,CHEADLE,,SK8 2BD,PT 1ST FLOOR,THE INSTITUTE,CHEADLE GREEN,CHEADLE,,SK8 2BD,,,,0,0,0,0,,0
8359033009,OFFICES AND PREMISES,6000,PARKERS SOLICITORS LTD,01/10/2010,33 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK1 3RP,33 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK1 3RP,,,,0,0,0,2880,,0
3933098119,OFFICES AND PREMISES,55000,PRINT IMAGE NETWORK LTD,20/09/2010,10 ACORN BUSINESS CENTRE,HEATON LANE,STOCKPORT,,,SK4 1AS,IMAGE HOUSE,10 ACORN BUSINESS PARK,HEATON LANE,STOCKPORT,,SK4  1AS,,,,0,0,0,0,,0
8359214009,CAR SHOWROOM AND PREMISES,134000,SWANSWAY GARAGES LTD,29/10/2010,214 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK2 6RS,214 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK2 6RS,,,,0,0,0,0,,0
5112001009,CAR DISPLAY LAND & PREMISES,34000,SWANSWAY GARAGES LTD,29/10/2010,1 LONGSHUT LANE WEST,STOCKPORT,,,,SK2 6RX,214 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK2 6RS,,,,0,0,0,0,,0
6750001049,RETAIL WAREHOUSE AND PREMISES,277500,H & M HENNES LTD,18/11/2010,1B PEEL CENTRE,GREAT PORTWOOD STREET,PORTWOOD,STOCKPORT,,SK1 2HH,H & M CENTRE,VICTORY PARK,EST LANE,WEMBLEY,,HA9 7PR,,,,0,0,0,0,,0
5595014009,SHOP AND PREMISES,31000,STOCKPORT TROPHIES LTD T/A STOCKPORT BULLION,20/10/2010,14 MERSEYWAY,STOCKPORT,,,,SK1 1PJ,14 MERSYWAY,STOCKPORT,,,,SK1 1PJ,,LDS1,,0,1663.53,0,0,,0
5516012009,WORKSHOP AND PREMISES,7000,LYME DESIGN & BUILD LTD,01/11/2010,UNIT 12 (NO 5),MARSLAND STREET,HAZEL GROVE,STOCKPORT,,SK7 4ER,UNIT 12 (NO 5),MARSLANDS STREET,HAZEL GROVE,STOCKPORT,,SK7 4ER,,,,0,0,0,3360,,0
7378045209,WORKSHOP AND PREMISES,13500,R & T ELECTRONIC RECYCLING LLP,06/09/2010,UNIT 7 CLIMAX WORKS,DURHAM STREET,STATION ROAD,REDDISH,STOCKPORT,SK5 6YZ,UNIT 7 CLIMAX WORKS,DURHAM STREET,STATION ROAD,REDDISH,STOCKPORT,SK5 6YZ,,,,0,0,0,3240,,0
1734027019,SHOP AND PREMISES,8600,DT LAUNDRY SERVICE LTD,05/10/2010,25 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NG,25 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NG,,,,0,0,0,4128,,0
8351001019,WAREHOUSE AND PREMISES,12500,R G N FLOORING SUPPLIES LTD,30/11/2010,OFFICES,WELKIN ROAD,BREDBURY,STOCKPORT,,SK6 2BH,UNIT 1 WELKIN RD IND EST,WELKIN ROAD,LOWER BREDBURY,STOCKPORT,,SK6 2BH,,,,0,0,0,0,,0
8507000009,ADVERTISING RIGHT,600,GMPTE,17/11/2010,BUS SHELTER SG0613 AT 27,WOODFORD ROAD,BRAMHALL,STOCKPORT,,SK7 1JN,ESTATES DEPARTMENT,2 PICCADILLY PLACE,MANCHESTER,,,M1 3BG,,,,0,0,0,0,,0
1931000019,ADVERTISING RIGHT,600,GMPTE,17/11/2010,BUS SHELTER SG4351 AT WOODFORD CCOMMUNITY CENTRE,CHESTER ROAD,WOODFORD,STOCKPORT,,SK7 1PS,ESTATES DEPARTMENT,2 PICCADILLY PLACE,MANCHESTER,,,M1 3BG,,,,0,0,0,0,,0
1701000019,ADVERTISING RIGHT,550,CLEAR CHANNEL UK LTD,17/11/2010,AD RIGHT 0207 0222 ADSHEL,CORNER OF KING STREET,CHESTERGATE,STOCKPORT,,SK3 0BQ,NNDR DEPT,ONION GATE,GUILDFORD ROAD,WOKING,SURREY,GU22 7NJ,,,,0,0,0,0,,0
4099149029,LAND USED FOR STORAGE,1750,CHF (NW) LTD,01/02/2010,REAR MISSION HALL,HULME HALL ROAD,CHEADLE HULME,CHEADLE,,SK8 6LQ,UNIT 6A LOWICK CLOSE,NEWBY ROAD INDUSTRIAL ESTATE,HAZEL GROVE,STOCKPORT,,SK7 5ED,,,,0,0,0,840,,0
1734080009,CAFE AND PREMISES,6600,COFFEE FIX LTD,16/11/2010,80 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NQ,80 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NQ,,,,0,0,0,3168,,0
6053003019,CAR PARK AND PREMISES,18000,SIP CAR PARKS LTD,05/10/2010,SIP CAR PARK,NORBURY STREET,PICCADILLY,STOCKPORT,,SK1 3SH,PETER HOUSE,OXFORD STREET,MANCHESTER,,,M1 5AN,,LDS,,0,291.87,0,0,,0
3500329019,LAND USED FOR STORAGE AND PREMISES,7900,LANES TYRE SERVICES LTD,30/09/2010,CASH 4 TYRES,GREG STREET,SOUTH REDDISH,STOCKPORT,,SK5 7LY,CASH 4 TYRES,GREG STREET,SOUTH REDDISH,STOCKPORT,,SK5 7LY,,,,0,0,0,3792,,0
8522034009,SHOP AND PREMISES,8600,MEDICHEM PHARMACY LTD,29/11/2010,34-35,WOODLEY PRECINCT,SERVICE ROAD ONLY,STOCKPORT,,SK6 1RJ,304 CLAREMONT ROAD,MANCHESTER,,,,M14 4EP,,,,0,0,0,0,,0
3935129009,SHOP AND PREMISES,7100,L D PROPERTY RENTAL LTD  T/A MARTIN & CO,01/10/2010,129 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4HY,129 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4HY,,,,0,0,0,3408,,0
3369000019,PUBLIC HOUSE AND PREMISES,30000,HYDES  BREWERY LTD,18/01/2011,PRINCE OF WALES HOTEL,GATLEY GREEN,GATLEY,CHEADLE,,SK8 4NF,THE BEER STUDIO,30 KANSAS AVENUE,SALFORD,MANCHESTER,,M50 2GL,,,PUBRLF,0,0,1000,0,,0
1640074149,LAND USED FOR STORAGE AND PREMISES,158,SANDYLEE DEVELOPMENTS LTD,01/06/2010,COMPOUND 10A,CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,SK6 3NE,207 KNUTSFORD ROAD,GRAPPENHALL,WARRINGTON,,,WA4 2QL,,,,0,0,0,75.84,,0
8359310509,OFFICES AND PREMISES,61000,VITALITY CORPORATE SERVICES LTD,01/10/2010,1ST FLR,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,PRUHEALTH,MANAGEMENT EXPENSES,MARSHALL POINT,4 RICHMOND GARDENS,BOURNEMOUTH,BH1 1JD,,,,0,0,0,0,,0
7393232369,OFFICE,3900,EMERSON MANAGEMENT SERVICES LIMITED,24/09/2010,PART 1ST FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,C/O ORBIT DEVELOPMENTS (MANCHESTER) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYES LANE ALDERLEY EDGE,,SK9 7LF,,,,0,0,0,0,,0
5655004009,SHOP AND PREMISES,4100,B J MCKENNA & CO SOLICITORS LLP,23/12/2010,4 MOORSIDE ROAD,HEATON MOOR,STOCKPORT,,,SK4 4DT,4 MOORSIDE ROAD,HEATON MOOR,STOCKPORT,,,SK4 4DT,,,,0,0,0,0,,0
8358001389,OFFICES AND PREMISES,25750,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,01/04/2010,GROUND FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,GROUND FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,,,,0,0,0,0,,0
8358001469,OFFICES AND PREMISES,16250,SQW LTD,01/04/2010,PT 3RD FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,ACCOUNTS DEPARTMENT,OXFORD CENTRE FOR INNOVATION,NEW ROAD,OXFORD,,OX1 1BY,,,,0,0,0,0,,0
0907193069,WORKSHOP AND PREMISES,49500,HIMALAYAN ANIMAL TREATMENT CENTRE UK,17/12/2010,SPUR MILL,BROADSTONE HALL ROAD SOUTH,REDDISH,STOCKPORT,,SK5 7BZ,C/O HMPP PEARSON & WEBB,TYMAN HOUSE,42 REGENT ROAD,LEICESTER,,LE1 6YJ,,,,0,0,0,0,,0
8358001309,OFFICES AND PREMISES,7500,REED SPECIALIST RECRUITMENT LTD,03/09/2010,SUITE A PT 8TH FLOOR,BECKWITH HOUSE 1,WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,CHARLES HOUSE,61-69 DERNGATE,NORTHAMPTON,,,NN1 1UE,,,,0,0,0,0,,0
5614130009,OFFICES AND PREMISES,29000,ACORN RECOVERY PROJECTS,29/11/2010,FULSTONE HOUSE,130 MILE END LANE,MILE END,STOCKPORT,,SK2 6BY,C/O THE CALICO GROUP,CENTENARY COURT,CROFT ST,BURNLEY,,BB11 2ED,MAN,,,11437.6,0,0,0,,0
5569026039,OFFICES AND PREMISES,25250,FUTURE RECRUITMENT LTD,14/09/2010,1ST FLOOR,MELLOR HOUSE,MELLOR ROAD,CHEADLE HULME,CHEADLE,SK8 5AU,1ST FLOOR,MELLOR HOUSE,MELLOR ROAD,CHEADLE HULME,CHEADLE,SK8 5AU,,,,0,0,0,0,,0
