Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,26.08.2014,2210498402,1262.80,R,HELPING HANDS & COMPANY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,14.08.2014,2210483033,1957.00,R,LOGA CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,13.08.2014,2210481900,1560.38,R,PORTER MOORE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,15.08.2014,2210484491,538.13,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,01.08.2014,2210458246,663.70,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,01.08.2014,2210458323,574.00,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,01.08.2014,2210458356,559.66,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,19.08.2014,2210490467,638.58,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,19.08.2014,2210490929,602.71,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,19.08.2014,2210490944,591.95,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,01.08.2014,2210458572,1206.76,R,EUROPEAN NURSING AGENCY LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,12.08.2014,2210479369,1617.27,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,20.08.2014,2210491864,1644.96,R,GLYN (DOMICILIARY) LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,20.08.2014,2210491931,3271.80,R,GLYN (DOMICILIARY) LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,05.08.2014,2210469033,1607.20,R,KIVERNELL CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,07.08.2014,2210473492,1103.40,R,NEW FOREST HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,13.08.2014,2210481895,958.32,R,PORTER MOORE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,13.08.2014,2210481926,651.94,R,PORTER MOORE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,14.08.2014,2210483932,1600.03,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,15.08.2014,2210484428,602.72,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,01.08.2014,2210458463,793.80,R,ABICARE HOMECARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,05.08.2014,2210470308,1231.20,R,ABICARE HOMECARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,26.08.2014,2210498229,1386.24,R,APEX CARE - ANDOVER
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,26.08.2014,2210497400,1253.66,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,26.08.2014,2210497401,636.32,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,26.08.2014,2210497402,552.98,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,11.08.2014,2210477365,887.64,R,HIGHCARE SERVICES
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,08.08.2014,2210476402,949.06,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,28.08.2014,2210501829,944.79,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,28.08.2014,2210501941,555.76,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,14.08.2014,2210483149,705.38,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,14.08.2014,2210483175,517.29,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,14.08.2014,2210483177,641.25,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,14.08.2014,2210483258,816.54,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,14.08.2014,2210483385,731.04,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,14.08.2014,2210483440,825.08,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Private Contractors,14.08.2014,2210483462,718.20,R,NURSE PLUS & CARE PLUS UK LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,05.08.2014,2210468507,709.80,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,05.08.2014,2210468533,1250.72,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,05.08.2014,2210468608,557.80,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,05.08.2014,2210468632,583.32,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,05.08.2014,2210468643,997.32,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,05.08.2014,2210468717,2603.16,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,08.08.2014,2210475660,1419.88,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,28.08.2014,2210500842,997.32,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,28.08.2014,2210500852,2603.16,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Test Valley Nrth Commun,Payments to Voluntary bodies,28.08.2014,2210500985,583.32,R,ENHAM
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,07.08.2014,2210473437,698.60,R,BUTTERFLIES IN SOUTHAMPTON
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,22.08.2014,2210496168,725.89,R,CARE RANGERS LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,05.08.2014,2210468851,518.85,R,CARE UK HOMECARE (ROMSEY)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,05.08.2014,2210468942,503.59,R,CARE UK HOMECARE (ROMSEY)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,05.08.2014,2210468691,824.51,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,05.08.2014,2210468767,1767.36,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,05.08.2014,2210468967,2181.60,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,05.08.2014,2210469057,773.24,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,05.08.2014,2210469126,662.76,R,CASBROOK HOME CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,05.08.2014,2210469572,501.03,R,NPSL TRADING AS ALLIED HEALTHCARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,15.08.2014,2210485555,651.00,R,NPSL TRADING AS ALLIED HEALTHCARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,06.08.2014,2210471180,748.11,R,SARUM HOME CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,15.08.2014,2210484524,1040.16,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-TVCommSouth,Payments to Private Contractors,15.08.2014,2210484593,858.92,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,05.08.2014,2210468768,620.48,R,ACCESS CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,05.08.2014,2210468840,2380.00,R,ACCESS CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,19.08.2014,2210490608,2465.00,R,ACCESS CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,19.08.2014,2210490648,642.64,R,ACCESS CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,19.08.2014,2210490782,2380.00,R,ACCESS CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,19.08.2014,2210490797,620.48,R,ACCESS CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,22.08.2014,2210497038,837.04,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,11.08.2014,2210477080,624.40,R,BLUEBIRD CARE (FAREHAM & GOSPORT)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,18.08.2014,2210486450,2003.34,R,CAREWATCH (MERIDIAN)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,12.08.2014,2210479640,1809.47,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,05.08.2014,2210469690,2765.56,R,mihomecare
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,29.08.2014,2210502941,2765.56,R,mihomecare
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,07.08.2014,2210473644,1125.60,R,NOBILIS CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,07.08.2014,2210473650,1197.96,R,NOBILIS CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,07.08.2014,2210473695,1664.28,R,NOBILIS CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,05.08.2014,2210469863,671.89,R,NPSL TRADING AS ALLIED HEALTHCARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,05.08.2014,2210470120,729.14,R,NPSL TRADING AS ALLIED HEALTHCARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,05.08.2014,2210470303,801.67,R,NPSL TRADING AS ALLIED HEALTHCARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,15.08.2014,2210484919,523.96,R,NPSL TRADING AS ALLIED HEALTHCARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,18.08.2014,2210486823,824.58,R,NPSL TRADING AS ALLIED HEALTHCARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-WCommSouth,Payments to Private Contractors,27.08.2014,2210499712,669.27,R,SUPREME HEALTHCARE SERVICES
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,21.08.2014,2210494004,606.52,R,ACTIVE ASSISTANCE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,26.08.2014,2210497394,1609.68,R,APEX CARE (WINCHESTER)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,06.08.2014,2210471270,1365.16,R,BELROSE LIMITED T/A BLUEBIRD CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,15.08.2014,2210485149,1281.52,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,08.08.2014,2210476460,1129.62,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,28.08.2014,2210501887,1125.60,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,07.08.2014,2210473267,715.56,R,NOBILIS CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,27.08.2014,2210499563,1274.38,R,SUPREME HEALTHCARE SERVICES
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,27.08.2014,2210499596,2212.15,R,SUPREME HEALTHCARE SERVICES
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Private Contractors,27.08.2014,2210499709,757.42,R,SUPREME HEALTHCARE SERVICES
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-Win Nrth Community,Payments to Voluntary bodies,08.08.2014,2210475559,735.98,R,ROOM 29/30  BASEPOINT WINCHESTER
Hampshire County Council,ADULT SERVICES,PD-Hexagon Chandlers Ford,Electricity,22.08.2014,1100226944,890.67,R,NPOWER
Hampshire County Council,ADULT SERVICES,PD-Hexagon Chandlers Ford,HTM / Other Vehicle - Hire Charges,13.08.2014,2210484347,906.00,R,K & K HIRE LTD
Hampshire County Council,ADULT SERVICES,PD-Hexagon Chandlers Ford,Rent,22.08.2014,2210496368,3220.00,R,Oasis Accademy
Hampshire County Council,ADULT SERVICES,PD-Hexagon Chandlers Ford,Rent,22.08.2014,2210496520,2940.00,R,Oasis Accademy
Hampshire County Council,ADULT SERVICES,PD-Hexagon Chandlers Ford,Rent,13.08.2014,2210483611,2800.00,R,SPARSHOLT COLLEGE
Hampshire County Council,ADULT SERVICES,PD-HICES H&S STAFF,Hired and Contracted Services,26.08.2014,2210497591,775.00,R,LIFTABILITY LTD
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,11.08.2014,2210477599,2109.24,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210487683,2041.20,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210487717,1941.64,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210487732,846.90,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210487826,1574.98,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210487830,660.09,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210487832,1013.23,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210487833,1269.30,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210487973,1886.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488133,968.40,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488175,1058.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488310,582.69,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488420,594.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488461,1652.55,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488753,587.68,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488851,564.17,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488857,1329.56,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210488898,564.17,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489134,1222.37,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489183,658.20,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489426,1176.43,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489448,1411.71,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489453,557.57,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489519,720.94,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489529,618.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489551,693.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489881,1035.69,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,19.08.2014,2210489963,5514.43,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,22.08.2014,2210496777,2541.65,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityN,Adult Social Care - Direct Payments,22.08.2014,2210496991,1482.51,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,13.08.2014,2210481435,971.63,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,15.08.2014,2210484980,1669.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487701,1551.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487750,2320.80,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487753,2511.60,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487820,1409.10,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487822,1060.80,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487828,1734.04,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487923,1037.40,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487955,991.80,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210487983,2274.90,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488161,1215.90,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488272,5606.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488447,1175.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488483,979.76,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488500,1526.53,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488627,941.23,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488664,5165.94,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488672,1608.69,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488718,1831.50,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488777,1669.63,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210488983,560.40,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489007,2865.99,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489066,940.29,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489096,1128.34,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489176,1193.69,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489190,6924.60,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489315,831.17,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489643,582.51,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489857,839.31,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210489912,1906.63,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - EHCommunityS,Adult Social Care - Direct Payments,19.08.2014,2210490012,1688.23,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - RushCommunity,Adult Social Care - Direct Payments,13.08.2014,2210481144,1951.32,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - RushCommunity,Adult Social Care - Direct Payments,19.08.2014,2210487650,928.59,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - RushCommunity,Adult Social Care - Direct Payments,19.08.2014,2210487690,1247.40,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Indep Living - RushCommunity,Adult Social Care - Direct Payments,19.08.2014,2210487805,1412.70,R,PERSONAL PAYMENTS
