Purchased quantities of household food & drink by income quintile Averages per person per week Quintile 1	Code	Description				Units	2001-02	2002-03	2003-04	2004-05	2005-06	2006	2007	2008	2009	2010	2011	2012	2013
	17201			Fresh carrots		g	100	91	103	99	104	102	109	108	99	97	103	103	96
	17301			Fresh turnips and swede		g	26	28	24	24	25	23	23	19	18	19	17	11	17
	17401			Other fresh root vegetables		g	22	27	26	29	34	31	30	33	39	34	40	36	45
	17501			Fresh onions, leeks and shallots		g	92	89	100	104	101	100	104	118	112	108	111	110	116
	17601			Fresh cucumbers		g	33	34	41	43	39	38	39	39	38	38	42	42	43
	17701			Fresh mushrooms		g	32	32	31	33	36	35	35	36	32	35	33	32	35
	17801			Fresh tomatoes		g	90	89	92	95	99	88	90	91	81	84	85	82	85
	18301				Fresh vegetable stewpack, stirfry pack etc.	g	12	13	16	20	27	26	34	30	26	24	28	33	33
	18302				Fresh stem vegetables	g	19	21	23	23	29	23	25	21	20	25	25	24	20
	18303				Fresh marrow, courgettes, aubergine, pumpkin and other vegetables	g	36	34	41	39	44	49	49	54	52	58	56	61	66
	18304				Fresh herbs	g	3	2	4	4	5	3	4	4	4	4	6	6	6
	18401			Tomatoes, canned or bottled		g	41	43	39	51	51	45	44	56	53	50	54	49	49
	18501			Peas, canned		g	36	31	30	29	27	26	25	27	26	21	17	17	14
	18802				Baked beans in sauce	g	106	106	91	91	99	95	82	98	92	98	90	90	90
	18803				Other canned beans and pulses	g	11	10	10	9	15	15	15	10	11	15	13	18	14
	19101			Other canned vegetables		g	28	24	23	24	28	25	22	23	18	19	16	17	20
	19201			Dried pulses other than air-dried		g	7	3	4	5	7	6	11	4	8	8	10	5	16
	19501			Air-dried vegetables		g	1	0	0	1	0	1	0	0	0	0	0	0	0
	19602				Tomato puree and vegetable purees	ml	3	3	2	3	3	3	5	2	3	3	3	4	4
	19603				Vegetable juices eg tomato juice, carrot juice	ml	2	9	5	4	4	6	4	8	5	4	5	3	3
	20301			Peas, frozen		g	31	29	30	29	27	31	29	29	29	28	30	30	32
	20401			Beans, frozen		g	8	5	5	6	4	4	4	5	5	4	3	4	5
	20601				Ready meals and other vegetable products, frozen or not frozen	g	48	46	44	51	50	55	52	51	50	54	54	54	53
	20604				All vegetable takeaway products	g	8	9	9	10	11	9	8	9	8	8	9	8	7
	20801			Other frozen vegetables		g	37	37	45	34	39	39	36	44	38	35	35	45	40
	21001			Fresh oranges		g	51	66	61	48	57	52	59	48	38	43	53	48	52
	21401			Other fresh citrus fruits		g	70	81	82	86	87	81	87	81	73	73	77	83	73
	21701			Fresh apples		g	165	150	166	170	173	175	162	158	173	147	152	130	141
	21801			Fresh pears		g	36	38	47	46	45	46	46	41	41	48	45	37	30
	22101			Fresh stone fruit		g	61	70	59	62	73	58	64	54	48	57	52	50	60
	22201			Fresh grapes		g	45	44	50	49	60	61	58	58	54	54	50	50	48
	22701			Other fresh soft fruit		g	21	26	27	34	44	37	44	42	38	44	38	45	45
	22801			Fresh bananas		g	193	184	213	217	210	217	208	224	209	198	223	210	225
	22901			Fresh melons		g	34	36	29	44	34	33	41	34	25	23	33	35	27
	23101			Other fresh fruit		g	20	21	21	26	31	37	35	38	34	45	38	43	36
	23301			Tinned peaches, pears and pineapples		g	19	20	18	13	17	17	17	13	10	14	14	12	10
	23601			All other tinned or bottled fruit		g	23	19	23	18	22	21	18	23	16	18	22	14	16
	24001			Dried fruit		g	15	21	14	21	17	21	21	20	23	21	19	18	20
	24101			Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits		g	1	1	2	0	1	2	2	2	1	1	1	2	2
	24502				Nuts and edible seeds	g	18	19	18	23	22	24	24	23	24	26	18	23	27
	24503				Peanut butter	g	2	3	3	3	3	3	2	3	2	5	4	4	5
	24801			Pure fruit juices (g)		ml	309	296	296	252	320	311	311	294	266	249	261	254	251
	25102			White bread, standard, unsliced		g	51	50	40	65	40	30	34	32	29	28	25	26	26
	25202			White bread, standard, sliced		g	370	392	365	286	311	292	269	291	285	266	236	236	234
	25701			White bread, premium, sliced and unsliced		g	37	19	7	16	7	3	2	2	2	3	2	1	1
	25801			White bread, soft grain, sliced and unsliced		g	4	4	2	3	4	2	3	1	1	2	1	1	3
	25901			Brown bread, sliced and unsliced		g	36	42	36	42	44	35	35	40	38	39	39	37	32
	26001			Wholemeal and granary bread, sliced and unsliced		g	102	89	111	108	136	136	131	127	134	132	127	129	113
	26302			Rolls - white, brown or wholemeal		g	71	81	76	75	75	79	77	82	73	69	62	64	69
	26303			Malt bread and fruit loaves		g	7	8	7	10	7	8	9	7	10	9	7	6	7
	26304			Vienna and french bread		g	24	26	29	27	29	28	28	27	25	23	25	27	28
	26305			Starch reduced bread and rolls		g	7	10	13	8	9	9	10	11	9	7	7	5	7
	26308			Other breads		g	30	33	38	40	43	52	60	56	50	60	61	74	76
	26309			Sandwiches		g	8	7	10	9	8	10	9	9	10	11	11	11	12
	26310			Sandwiches from takeaway		g	4	3	4	2	2	3	3	2	2	3	2	2	2
	26311			Takeaway breads		g	2	1	1	2	2	2	2	1	1	3	1	1	1
	26401	Flour				g	62	65	55	46	74	52	58	63	57	46	75	70	48
	27001			Cakes and pastries, not frozen		g	123	118	111	117	116	120	111	114	114	108	106	108	107
	27002			Takeaway pastries		g	1	1	1	1	1	1	1	2	1	2	1	1	1
	26701		Buns, scones and teacakes			g	36	38	41	46	45	43	47	42	45	50	44	46	48
	27702		Chocolate biscuits			g	72	71	62	58	66	61	51	54	58	56	57	52	56
	27402			Sweet biscuits (not chocolate) and cereal bars		g	86	86	85	84	91	96	94	100	98	94	91	93	93
	27403			Cream crackers and other unsweetened biscuits		g	13	13	13	14	13	13	12	12	13	12	12	12	13
	27101		Crispbread			g	6	5	6	8	7	7	6	5	6	8	7	7	8
	28101		Oatmeal and oat products			g	10	12	12	14	19	15	18	18	18	20	20	18	22
	28202			Muesli		g	15	13	20	16	17	18	16	16	14	17	16	16	16
	28203			High fibre breakfast cereals		g	54	52	56	50	58	58	55	55	50	49	56	47	44
	28204			Sweetened breakfast cereals		g	34	38	34	32	34	33	33	31	32	33	32	32	27
	28205			Other breakfast cereals		g	27	28	28	25	25	27	22	24	23	25	28	29	31
	28502			Canned or fresh carton custard		g	10	11	12	15	13	15	17	15	17	18	17	18	13
	28503			All canned milk puddings		g	13	16	13	13	13	11	12	14	14	9	10	11	11
	28601		Puddings			g	8	8	10	9	11	9	9	13	11	13	10	10	9
	28702			Dried rice		g	42	65	59	49	70	62	60	65	54	56	61	74	76
	28703			Cooked rice		g	5	5	5	5	4	5	8	9	11	12	14	14	17
	28704			Takeaway rice		g	18	19	19	19	23	21	23	16	15	15	16	15	15
	29001		Invalid foods, slimming foods and sports foods			g	2	3	5	3	1	4	3	3	3	2	4	4	4
	29101		Infant cereal foods			g	1	1	1	1	1	1	1	2	1	1	1	1	2
	29402		Cakes and pastries - frozen			g	12	11	12	8	8	9	8	10	10	8	8	11	10
	29501			Canned pasta		g	29	31	26	28	29	25	23	27	22	21	20	26	19
	29502			Dried and fresh pasta		g	52	51	56	54	64	60	62	58	61	69	65	72	59
	29503			Takeaway pasta and noodles		g	1	0	1	0	1	1	1	1	1	1	1	1	1
	29601			Pizzas, frozen and not frozen		g	50	49	52	53	52	49	57	56	52	52	50	56	59
	29602			Takeaway pizza		g	16	16	18	18	23	20	20	22	17	21	22	26	21
	29907			Cake, pudding and dessert mixes		g	10	11	6	5	5	6	6	5	5	6	6	8	5
	29909			Cereal snacks		g	19	25	21	18	18	19	16	18	19	20	20	19	22
	29915			Quiches and flans, frozen and not frozen		g	11	10	13	14	12	12	12	11	12	9	11	9	11
	29916			Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers		g	1	1	1	1	1	1	1	1	1	1	1	1	1
	29919			Other cereal foods, frozen and not frozen		g	27	25	31	32	31	40	37	39	39	44	41	36	41
	30101		Other cereals			g	3	10	3	4	4	4	7	4	7	5	7	7	5
	30401		Tea			g	34	36	30	30	30	27	29	29	29	27	29	26	26
	30701		Coffee beans and ground coffee			g	2	3	3	2	3	2	4	2	2	4	3	5	4
	30801		Instant coffee			g	14	12	13	14	12	13	13	16	17	15	16	13	13
	30901		Coffee essences			ml	0	0	0	0	0	0	0	0	0	0	0	0	0
	31001		Tea and coffee from takeaway			ml	0	0	0	0	0	0	0	0	0	0	0	1	1
	31201		Cocoa and chocolate drinks			g	6	4	4	4	5	5	5	5	5	6	4	4	4
	31301		Malt drinks and chocolate versions of malted drinks			g	4	3	4	3	3	4	3	2	3	4	3	2	1
	31401		Mineral or spring waters			ml	192	171	220	250	223	237	225	215	208	183	232	315	266
	31501		Baby foods			g	8	10	9	7	9	6	9	12	15	9	11	16	13
	31801		Soups - canned or cartons			g	84	74	77	82	82	71	70	78	78	67	70	76	73
	31901		Soups - dehydrated or powdered			g	3	4	4	5	4	4	5	4	4	4	5	4	4
	32001		Soups - from takeaway			g	0	1	0	0	1	1	1	0	0	0	0	0	1
	32302			Salad dressings		g	29	27	30	32	33	33	34	39	36	37	34	36	36
	32303			Other spreads and dresssings		g	3	4	3	4	5	5	6	7	6	7	8	9	9
	32702			Pickles		g	19	17	15	15	13	14	15	16	12	12	13	15	11
	32703			Sauces		g	102	102	104	102	110	113	115	129	116	107	122	107	113
	32704			Takeaway sauces and mayonnnaise		g	1	1	1	1	1	1	1	1	1	1	1	1	1
	32801		Stock cubes and meat and yeast extracts			g	4	4	4	4	4	4	4	5	4	5	4	5	5
	32901		Jelly squares or crystals			g	3	3	5	5	3	3	5	5	4	6	5	4	5
	33203		Ice cream tub or block			ml	110	99	125	100	115	114	109	93	100	97	109	112	115
	33302			Ice cream cornets, choc-ices, lollies with ice cream		ml	47	40	46	46	45	50	38	52	49	51	44	39	43
	33303			Ice lollies, sorbet, frozen mousse, frozen yoghurt		ml	29	21	21	22	22	30	25	21	20	30	30	22	38
	33304			Takeaway ice cream, ice cream products, milkshakes		ml	2	2	2	3	2	2	2	2	1	1	1	1	1
	33901		Soya and novel protein foods			g	4	5	6	4	5	5	7	8	4	7	5	8	5
	33401		Salt			g	11	11	9	9	12	7	8	9	9	10	11	9	8
	32101		Other takeaway food brought home			g	0	0	0	0	0	0	0	0	0	0	0	0	0
	32201		Meals on wheels - items not specified			g	0	0	0	0	0	0	0	0	0	1	0	0	0
	34001		Soft drinks, concentrated, not low calorie (h)			ml	627	601	745	602	699	717	583	594	601	492	385	371	310
	34101		Soft drinks, not concentrated,  not low calorie			ml	697	704	821	803	758	677	652	652	647	663	611	592	641
	34301		Soft drinks, concentrated, low calorie (h)			ml	147	183	132	116	129	197	192	147	153	252	283	338	359
	34401		Soft drinks, not concentrated, low calorie			ml	319	323	349	310	299	375	336	352	344	323	384	380	429
	35001		Chocolate bars - solid			g	27	27	27	30	32	31	33	34	30	31	31	33	38
	35101		Chocolate bars - filled			g	55	55	58	59	56	59	58	59	62	56	58	50	49
	35202		Chewing gum			g	2	3	3	2	2	2	3	2	2	2	2	1	1
	35301			Mints		g	4	4	5	3	4	5	5	4	4	5	4	2	2
	35302			Boiled sweets		g	36	35	33	35	35	30	29	35	37	35	33	38	37
	35401		Fudges, toffees, caramels			g	3	5	3	3	3	4	2	3	4	4	3	4	3
	35501		Takeaway confectionery			g	0	0	0	0	0	0	0	0	0	0	0	0	0
	38102		Beers			ml	88	124	119	79	87	125	80	86	94	86	73	91	77
	38202		Lagers and continental beers			ml	255	234	318	306	321	291	311	266	278	287	234	218	273
	38302		Ciders and perry			ml	58	46	72	52	53	59	63	68	72	77	81	80	69
	38402			Champagne, sparkling wines and wine with mixer		ml	6	7	11	12	7	9	8	8	5	8	9	5	10
	38403			Table wine		ml	184	174	220	210	216	202	198	180	196	190	221	194	204
	38501		Spirits with mixer			ml	1	0	1	1	0	0	1	0	1	0	1	1	1
	38601		Fortified wines			ml	13	20	22	10	18	11	12	10	10	10	10	7	9
	38701		Spirits			ml	33	33	36	35	35	36	32	34	40	41	36	27	28
	38801		Liqueurs and cocktails			ml	3	6	6	5	6	6	6	8	9	7	6	6	4
	38901		Alcopops			ml	18	21	19	12	12	12	7	14	8	7	9	9	4
Purchased quantities of household food & drink by income quintile Averages per person per week Quintile 4	Code	Description				Units	2001-02	2002-03	2003-04	2004-05	2005-06	2006	2007	2008	2009	2010	2011	2012	2013
	501			School milk (d)		ml													
	601			Welfare milk(i)		ml	2	2	2	2	3	2	2	0	1				
	402				UHT milk	ml	9	5	15	24	5	6	7	3	6	2	7	2	1
	403				Sterilised	ml	21	18	1	6	3	0	0	1	0	1	5	2	1
	404				Pasteurised/ homogenised	ml	468	463	449	383	438	417	331	373	355	252	290	231	195
	1502				Fully skimmed milk	ml	150	169	135	162	167	162	169	146	167	179	170	151	150
	1503				Semi-skimmed milk	ml	957	935	920	943	944	971	930	915	1,006	979	946	1,076	953
	901			Condensed or evaporated milk		eq ml	16	12	8	12	16	10	11	14	12	12	19	12	28
	1102				Infant or baby milks - ready to drink	eq ml	2	0	2	2	6	4	8	8	4	7	2	3	7
	1103				Infant or baby milks - dried	eq ml	50	46	59	39	47	40	51	64	74	40	43	41	67
	1201			Instant dried milk		eq ml	5	5	3	7	6	6	9	11	7	6	4	5	2
	1301				Yoghurt	ml	143	146	155	174	178	191	182	196	176	189	193	180	183
	1302				Fromage frais	ml	19	22	23	21	26	24	22	25	25	19	22	22	21
	1603				Dairy desserts - not frozen	ml	43	50	42	45	41	44	39	39	41	39	38	37	34
	1605				Dried milk products	ml	4	7	12	1	1	1	11	4	2	1	0	1	0
	1607				Milk drinks and other milks (e)	ml	33	37	34	19	26	30	27	32	35	28	23	28	23
	1608				Non-dairy milk substitutes (e)	ml				16	27	31	21	25	25	25	22	23	30
	1701			Cream		ml	20	19	19	18	21	21	18	21	22	23	21	25	23
	2201			Hard cheese - cheddar type		g	67	63	62	59	65	65	72	63	71	63	67	70	65
	2202			Hard cheese - other uk or foreign equivalent		g	12	14	10	12	11	12	11	11	10	8	9	6	7
	2203			Hard cheese - edam or other foreign		g	7	8	6	7	7	7	7	7	7	7	8	9	9
	2205			Cottage cheese		g	7	7	5	6	5	6	4	4	5	6	5	5	6
	2206			Soft natural cheese		g	11	9	10	11	13	15	16	17	17	18	22	19	21
	2301		Processed cheese			g	14	13	14	15	14	13	12	12	10	11	10	10	11
	3102			Beef joints - on the bone		g	3	1	1	2	2	2	3	1	1	1	2	0	1
	3103			Beef joints - boned		g	24	31	26	27	23	28	28	19	21	19	21	22	15
	3104			Beef steak - less expensive		g	14	16	17	16	18	17	17	13	18	15	13	16	15
	3105			Beef steak - more expensive		g	24	24	24	26	23	24	29	22	20	19	21	14	17
	3106			Minced beef		g	46	52	43	48	48	53	55	57	56	54	49	55	44
	3107			All other beef and veal		g	1	1	0	1	1	1	0	0	0	0	0	2	0
	3601			Mutton		g	1	1	0	0	1	0	0	1	0	0	0	1	0
	3602			Lamb joints		g	27	31	22	27	34	25	32	20	20	17	19	21	18
	3603			Lamb chops		g	14	12	13	12	13	12	13	16	10	8	13	8	8
	3604			All other lamb		g	6	6	5	4	8	7	5	5	5	3	4	7	5
	4101			Pork joints		g	21	23	21	16	20	18	20	18	24	18	20	23	20
	4102			Pork chops		g	23	23	12	16	15	15	11	11	15	9	8	9	9
	4103			Pork fillets and steaks		g	15	18	13	13	12	14	11	12	12	12	15	17	13
	4104			All other pork		g	3	4	11	9	10	8	7	11	11	9	10	15	13
	4603			Ox liver		g	0	1	0	0	0	0	0	0	0	0	0	0	0
	4604			Lambs liver		g	2	2	1	2	2	1	1	1	1	1	2	1	1
	4605			Pigs liver		g	1	1	0	1	0	1	1	0	1	1	1	2	0
	4607			All other liver		g	1	0	1	1	0	0	1	0	0	0	3	1	1
	5101		All offal other than liver			g	2	2	2	1	1	1	2	1	3	1	7	2	4
	5502			Bacon and ham joints, uncooked		g	16	20	15	20	20	16	19	15	19	18	24	23	20
	5505			Bacon and ham rashers, uncooked		g	48	46	47	51	47	47	46	43	47	43	44	45	41
	5801		Bacon and ham, cooked			g	47	45	48	45	43	47	48	43	43	42	43	40	37
	5903			Chicken and turkey, cooked		g	43	41	46	50	44	42	42	38	34	37	37	32	29
	5904			Takeaway chicken		g	6	6	7	5	7	6	7	6	7	7	7	8	8
	6201		Corned beef, canned or sliced			g	11	11	10	11	11	11	9	8	10	9	7	7	6
	6601		Other cooked meat			g	11	10	10	10	10	11	12	12	12	13	12	13	15
	7102		Other canned meat and canned meat products			g	32	33	31	34	29	25	23	23	25	21	21	20	22
	7401		Chicken, uncooked - whole chicken or chicken pieces			g	164	154	160	183	195	171	181	182	185	182	190	203	188
	7703			Turkey, uncooked - whole turkey or turkey pieces		g	39	37	26	34	26	23	28	20	13	19	10	22	22
	7704			Poultry other than chicken or turkey, uncooked		g	2	6	3	3	3	4	4	4	5	1	3	5	2
	7801		Other fresh, chilled and frozen meat			g	2	1	1	2	1	1	2	9	1	1	4	2	2
	7901		Sausages, uncooked - pork			g	54	56	59	59	62	61	63	58	62	62	56	66	58
	8001		Sausages, uncooked - beef and other sausages			g	12	8	7	6	6	5	5	3	3	4	4	5	4
	8302			Meat pies, ready to eat		g	33	38	21	21	10	13	9	11	13	12	9	10	9
	8303			Sausage rolls, ready to eat		g	10	10	13	11	11	13	13	12	11	10	12	10	9
	8401		Meat pies, pasties and puddings, frozen or not frozen			g	34	27	37	36	45	43	46	42	44	43	41	37	41
	8501		Burgers, frozen or not frozen			g	24	24	22	23	24	22	22	22	25	22	21	20	17
	8901			Complete meat-based ready meals, frozen or not frozen		g	94	95	91	100	92	88	89	76	75	78	79	85	80
	8902			Other convenience meat products, frozen or not frozen		g	65	66	61	65	64	58	66	62	76	68	75	79	79
	9301			Pate		g	4	3	3	4	3	3	4	4	3	4	3	4	3
	9302			Delicatessen type sausages		g	10	9	11	10	9	10	10	13	9	14	15	16	13
	9403		Meat pastes and spreads			g	1	1	1	1	2	1	1	1	1	1	1	1	1
	9501			Takeaway meat pies and pasties		g	3	4	3	3	3	3	3	2	2	2	1	2	2
	9502			Takeaway burger and bun		g	8	8	7	7	6	5	5	5	5	4	6	6	5
	9503			Takeaway kebabs		g	10	10	10	12	10	7	10	9	11	11	10	10	8
	9504			Takeaway sausages and saveloys		g	2	4	3	3	3	2	2	3	2	2	2	3	2
	9505			Takeaway meat based meals		g	47	40	45	46	41	47	47	35	41	41	35	33	38
	9506			Takeaway miscellaneous meats		g	0	0	0	0	0	0	0	0	0	0	0	0	0
	10201			White fish, fresh or chilled		g	14	13	13	17	23	15	16	20	13	14	10	14	11
	10202			White fish, frozen		g	17	13	7	8	5	7	6	7	8	4	4	7	5
	10601			Herrings and other blue fish, fresh or chilled		g	5	5	5	6	5	5	6	5	3	4	5	4	2
	10602			Herrings and other blue fish, frozen		g	1	0	0	0	0	0	0	1	0	0	1	0	0
	10701			Salmon, fresh or chilled		g	7	9	10	7	11	9	8	11	10	9	8	11	16
	10702			Salmon, frozen		g	0	1	0	1	1	1	0	3	2	1	1	1	2
	10801		Blue fish, dried or salted or smoked			g	4	6	4	4	5	5	6	6	4	6	7	6	7
	11401		White fish, dried, salted or smoked			g	3	3	3	3	3	4	3	4	4	3	3	2	3
	11702			Shellfish, fresh or chilled		g	3	2	6	5	6	7	8	7	8	7	6	7	5
	11703			Shellfish, frozen		g	7	7	4	5	6	7	6	7	6	6	4	5	6
	11801		Takeaway fish			g	11	10	10	12	9	9	10	9	9	7	9	9	8
	11901		Salmon, tinned			g	5	4	5	7	4	5	3	4	3	2	2	2	2
	12001		Other tinned or bottled fish			g	30	30	28	31	31	34	31	29	28	25	26	25	22
	12103		Ready meals and other fish products - frozen or not frozen			g	32	37	42	40	42	48	47	47	47	47	48	49	49
	12304			Takeaway fish products		g	1	1	1	1	0	0	1	1	0	0	1	0	0
	12305			Takeaway fish based meals		g	3	2	2	2	2	2	2	2	2	2	2	2	2
	12901	Eggs				no.	2	1	1	1	1	1	1	1	2	2	2	2	2
	13501		Butter			g	37	30	26	30	34	37	38	37	37	35	37	38	38
	13801			Soft margarine		g	10	9	7	5	16	14	14	21	25	19	16	17	20
	13802			Other margarine		g	1	1	0	5	2	1	1	1	3	1	2	2	2
	13901		Lard, cooking fat			g	5	5	4	3	3	2	2	2	2	1	2	2	2
	14304			Olive oil		ml	8	10	11	10	12	14	12	12	14	15	19	13	15
	14305			Other vegetable and salad oils		ml	43	46	33	43	35	38	32	47	38	50	38	50	40
	14802			Reduced fat spreads		g	54	55	54	41	35	40	40	35	34	33	31	30	25
	14803			Low fat spreads		g	13	16	12	23	15	13	11	10	10	12	12	12	8
	14805			Suet and dripping		g	1	1	1	1	1	1	1	2	1	0	1	1	1
	14807			Imitatation cream		g	4	6	6	7	7	5	7	7	5	5	5	6	6
	15001		Sugar			g	86	91	78	82	79	78	70	83	75	72	76	84	71
	15101		Jams and fruit curds			g	16	15	13	15	13	15	13	14	15	13	14	12	12
	15201		Marmalade			g	8	9	8	8	7	7	7	6	6	6	6	6	5
	15301		Syrup, treacle			g	3	3	2	3	3	4	2	4	4	4	5	3	4
	15401		Honey			g	4	4	3	5	5	4	6	5	8	5	5	5	6
	15505			Fresh new potatoes (f)		g				91	85	89	89	68	77	72	65	58	55
	15506			Fresh baking potatoes (f)		g				59	64	67	68	54	57	63	64	56	57
	15504			Other fresh potatoes (f)		g				416	430	349	342	366	377	353	332	348	300
	19702				Chips - frozen or not frozen	g	115	98	102	94	99	108	117	99	113	103	105	107	101
	19703				Takeaway chips	g	52	53	48	51	46	44	45	41	40	39	40	40	37
	19801			Instant potato		g	2	2	2	1	1	2	1	1	3	1	1	1	1
	19901			Canned potatoes		g	7	4	4	5	4	3	2	4	2	1	4	3	3
	20002			Crisps and potato snacks		g	66	60	68	64	58	57	61	57	60	59	64	61	60
	20101			Other potato products, frozen or not frozen		g	51	52	47	56	49	45	45	34	42	40	51	46	47
	16201			Fresh cabbages		g	42	37	34	38	40	37	38	30	40	36	34	29	26
	16301			Fresh brussels sprouts		g	12	16	13	12	11	12	10	13	11	13	8	10	10
	16401			Fresh cauliflower		g	65	74	70	66	74	68	66	63	65	56	55	59	52
	16701				Lettuce and leafy salads	g	65	45	41	41	45	43	40	36	34	33	35	35	29
	16702				Prepared lettuce salads	g		19	21	17	17	19	19	18	19	20	19	21	21
	16801			Fresh peas		g	6	6	4	3	5	5	7	5	6	4	4	4	4
	16901			Fresh beans		g	16	23	18	22	20	17	20	17	21	21	24	19	15
	17101			Other fresh green vegetables		g	4	5	4	4	6	5	6	6	6	6	7	7	7
	17201			Fresh carrots		g	100	97	98	98	110	110	105	107	102	101	99	105	101
	17301			Fresh turnips and swede		g	23	23	17	20	21	20	17	17	19	17	15	12	11
	17401			Other fresh root vegetables		g	22	26	21	27	32	38	37	41	41	47	39	37	44
	17501			Fresh onions, leeks and shallots		g	91	94	81	94	121	107	96	114	114	110	118	109	100
	17601			Fresh cucumbers		g	40	42	43	43	41	46	44	41	44	42	42	43	45
	17701			Fresh mushrooms		g	40	38	38	36	38	36	38	38	37	36	38	35	35
	17801			Fresh tomatoes		g	91	95	90	93	89	100	92	85	82	92	77	80	76
	18301				Fresh vegetable stewpack, stirfry pack etc.	g	14	18	16	19	22	21	24	37	32	33	28	29	26
	18302				Fresh stem vegetables	g	23	25	21	22	26	26	29	22	26	28	28	23	24
	18303				Fresh marrow, courgettes, aubergine, pumpkin and other vegetables	g	43	45	42	47	67	62	59	67	62	67	76	75	72
	18304				Fresh herbs	g	3	4	3	3	3	4	4	5	4	5	5	5	5
	18401			Tomatoes, canned or bottled		g	48	48	46	42	50	49	56	62	53	61	56	54	65
	18501			Peas, canned		g	29	27	27	25	22	24	21	17	19	15	16	14	13
	18802				Baked beans in sauce	g	107	100	95	94	87	95	96	90	95	97	90	85	90
	18803				Other canned beans and pulses	g	9	12	10	11	16	16	15	12	16	17	16	16	12
	19101			Other canned vegetables		g	23	27	22	20	24	23	22	23	22	18	20	20	16
	19201			Dried pulses other than air-dried		g	3	9	3	23	7	6	6	22	4	8	12	8	5
	19501			Air-dried vegetables		g	0	1	1	0	1	1	0	0	0	0	0	0	0
	19602				Tomato puree and vegetable purees	ml	6	7	3	3	3	3	4	4	4	4	4	4	4
	19603				Vegetable juices eg tomato juice, carrot juice	ml	3	4	3	4	7	6	3	4	3	3	4	2	2
	20301			Peas, frozen		g	28	30	29	28	27	30	30	29	28	32	27	31	32
	20401			Beans, frozen		g	6	6	6	5	3	3	4	3	3	2	3	4	4
	20601				Ready meals and other vegetable products, frozen or not frozen	g	54	53	56	51	57	59	59	50	57	62	56	63	60
	20604				All vegetable takeaway products	g	11	9	11	13	10	10	11	10	10	9	8	8	10
	20801			Other frozen vegetables		g	36	40	39	30	37	38	39	31	32	35	33	37	36
	21001			Fresh oranges		g	43	56	50	45	56	44	52	44	40	41	45	42	33
	21401			Other fresh citrus fruits		g	82	94	82	79	91	89	87	79	76	73	80	76	72
	21701			Fresh apples		g	173	185	163	167	170	179	179	164	163	159	152	133	137
	21801			Fresh pears		g	32	43	36	46	42	47	37	36	39	43	43	33	33
	22101			Fresh stone fruit		g	61	73	63	60	65	71	60	61	56	55	60	52	47
	22201			Fresh grapes		g	46	52	52	51	65	66	59	54	51	63	51	47	50
	22701			Other fresh soft fruit		g	21	28	30	29	34	44	45	44	46	51	46	42	47
	22801			Fresh bananas		g	191	203	189	203	223	212	219	200	195	203	218	208	210
	22901			Fresh melons		g	41	36	34	36	31	36	36	30	30	33	32	27	34
	23101			Other fresh fruit		g	22	23	22	26	30	32	39	40	35	52	38	42	42
	23301			Tinned peaches, pears and pineapples		g	18	15	10	13	11	15	11	10	9	8	10	10	8
	23601			All other tinned or bottled fruit		g	16	18	14	18	17	19	19	13	13	14	13	13	13
	24001			Dried fruit		g	13	20	15	15	20	22	18	22	20	22	20	17	18
	24101			Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits		g	1	2	1	1	1	1	2	3	1	2	2	2	2
	24502				Nuts and edible seeds	g	18	18	16	20	25	26	26	27	25	25	25	28	29
	24503				Peanut butter	g	3	3	3	4	3	3	4	3	3	5	5	5	4
	24801			Pure fruit juices (g)		ml	331	355	335	263	358	393	384	336	292	308	313	277	314
	25102			White bread, standard, unsliced		g	52	55	38	61	41	42	30	28	29	27	20	26	24
	25202			White bread, standard, sliced		g	364	322	339	275	256	248	258	237	259	218	219	240	189
	25701			White bread, premium, sliced and unsliced		g	32	23	10	9	9	5	1	1	2	2	1	1	2
	25801			White bread, soft grain, sliced and unsliced		g	4	4	2	2	3	2	2	0	2	1	1	1	2
	25901			Brown bread, sliced and unsliced		g	28	49	34	33	34	28	31	33	36	43	39	33	32
	26001			Wholemeal and granary bread, sliced and unsliced		g	102	99	83	115	134	155	145	125	131	121	130	117	128
	26302			Rolls - white, brown or wholemeal		g	83	87	83	82	75	83	79	75	79	71	66	63	61
	26303			Malt bread and fruit loaves		g	7	7	6	8	9	8	9	8	8	8	8	7	8
	26304			Vienna and french bread		g	31	33	28	30	29	33	29	27	26	31	27	33	28
	26305			Starch reduced bread and rolls		g	5	5	11	8	6	6	7	7	7	6	7	4	6
	26308			Other breads		g	40	42	44	46	52	61	69	58	59	58	70	80	84
	26309			Sandwiches		g	8	8	9	10	10	10	12	11	12	13	13	13	15
	26310			Sandwiches from takeaway		g	3	3	3	2	3	4	4	2	3	2	3	4	2
	26311			Takeaway breads		g	2	2	2	2	3	2	2	2	2	2	1	2	2
	26401	Flour				g	42	50	46	52	43	35	49	68	74	48	83	82	57
	27001			Cakes and pastries, not frozen		g	120	115	114	108	114	111	102	101	107	95	93	101	96
	27002			Takeaway pastries		g	1	1	1	1	1	1	1	1	1	1	1	1	1
	26701		Buns, scones and teacakes			g	37	38	42	45	39	40	43	38	43	42	48	43	46
