_id,OA Code,Multiple Deprivation Measure Rank,Income Domain Score,Income Domain Rank,Employment Domain Score (18-59/64 years),Employment Domain Rank (18-59/64 years),Crime and Disorder Domain Rank,Proximity to Services Domain Rank,Travel time to a GP premises (minutes),Travel time to an Accident and Emergency hospital (minutes),Travel time to a dentist (minutes),Travel time to a pharmacist (minutes),Travel time to an optician (minutes),Travel time to Job Centre or Jobs & Benefits Off (mins),Travel time to a Post Office (minutes),Travel time to a supermarket / food store (minutes),Travel time to a large service centre (minutes),Travel time to a Council Leisure Centre or sports fac (mins),Travel time to financial services (minutes),Travel time to other general services (minutes),Population Estimate (NIMDM 2010)
4535,95WW250005,28,0.84,34,0.52,3,619,4550,1.11,7.73,1.18,0.21,1.11,1.28,0.21,0.21,2.61,1.92,0.21,0.65,170
4536,95WW250006,4567,0,5014,0,5017,5014,4500,0.85,7.79,1.03,0.33,0.85,1.43,0.33,0.33,2.71,2.16,0.33,0.61,140
4537,95WW250007,408,0.48,710,0.31,156,887,4334,1.09,7.58,1.02,0.75,1.09,1.3,0.75,0.37,2.42,2.17,0.32,0.59,175
4538,95WW250008,1776,0.31,1632,0.15,1747,1340,4193,1.09,7.63,0.82,1.09,1.09,1.59,1.09,0.18,2.59,2.37,0.59,0.48,225
4539,95WW250009,1365,0.39,1210,0.17,1428,2439,4345,1.14,7.39,0.96,0.81,1.14,1,0.81,0.59,2.1,1.9,0.17,0.64,230
4540,95WW250010,2381,0.22,2409,0.11,2908,2743,4216,1.06,7.28,0.56,1.05,1.05,1.17,1.21,0.57,2.02,2.09,0.41,0.69,220
4541,95XX010001,3829,0.14,3333,0.09,3283,1300,2391,0.97,14.66,3.21,0.17,2.63,4.95,0.7,0.7,4.47,4.47,0.7,2,315
4542,95XX010002,3643,0.06,4482,0.13,2335,3156,1990,1.1,14.84,2.76,0.57,2.14,6.81,0.91,0.91,6.22,6.22,0.91,1.94,305
4543,95XX010003,4124,0.14,3359,0.06,4271,4339,1643,1.46,15.23,4.19,1.05,3.63,5.62,1.18,1.18,5.24,5.24,1.18,2.52,320
4544,95XX010004,4510,0.06,4462,0.07,4089,3484,1905,1.14,14.67,2.57,0.81,1.92,6.69,1.17,1.14,6.13,6.13,1.14,1.92,330
4545,95XX010005,4557,0.08,4289,0.07,4202,4774,1923,1.35,14.7,3.53,0.43,2.92,5.35,1.07,1.07,4.86,4.86,1.07,2.22,385
4546,95XX010006,3378,0.19,2736,0.08,3705,2563,1863,1.05,14.71,2.82,0.71,2.16,6.64,1.22,1.05,6.55,6.55,1.05,2.02,265
4547,95XX010007,4775,0.04,4769,0.06,4450,4224,1679,1.57,14.89,3.92,0.78,3.31,5.67,1.28,1.28,5.21,5.21,1.28,2.45,655
4548,95XX010008,4049,0.1,3850,0.09,3412,3944,1949,1.35,14.42,3.17,0.54,2.53,5.2,1.22,1.22,4.65,4.65,1.22,2.13,390
4549,95XX010009,4816,0.03,4837,0.04,4795,3764,2024,1.06,14.14,2.92,0.95,2.26,5.18,1.58,1.06,4.58,4.58,1.06,2.09,385
4550,95XX010010,4825,0.05,4651,0.05,4531,4899,1852,1.1,14.3,3.31,0.93,2.65,5.5,1.62,1.1,4.92,4.92,1.1,2.29,555
4551,95XX010011,4785,0.06,4448,0.05,4644,4684,1642,1.26,15.59,4.13,1.59,3.83,5.15,1.18,1.18,4.9,4.9,1.18,2.39,405
4552,95XX010012,4715,0.02,4928,0.07,3948,3352,1951,1.05,15.18,3.89,0.87,3.36,5.21,0.78,0.78,4.84,4.84,0.78,2.26,455
4553,95XX010013,4641,0.05,4700,0.07,4119,4453,1456,1.72,15.47,4.56,1.45,4.01,5.85,1.49,1.49,5.51,5.51,1.49,2.76,630
4554,95XX020001,4741,0.07,4355,0.06,4287,4515,3688,1.37,16.85,0.52,1,0.21,1,1,0.74,1.37,1.37,0.74,0.81,355
4555,95XX020002,4336,0.14,3426,0.07,4059,2007,3738,1.17,17.43,0.78,0.36,1.28,2.12,0.36,0.34,2.3,2.3,0.17,1.18,290
4556,95XX020003,4730,0.07,4330,0.05,4649,2160,3659,1.66,17.02,0.2,0.67,0.52,1.43,0.67,0.67,1.66,1.66,0.78,0.94,330
4557,95XX020004,4865,0.04,4713,0.06,4383,3663,3873,1.19,17.47,0.67,0.18,1.1,1.96,0.18,0.18,2.25,2.25,0.36,1.16,280
4558,95XX020005,4796,0.05,4597,0.04,4733,2562,3781,1.42,17.35,0.49,0.34,0.8,1.69,0.34,0.34,2.04,2.04,0.65,1.05,305
4559,95XX020006,4562,0.08,4217,0.03,4940,1707,3451,1.66,17.05,0.75,1.06,0.57,1.06,1.06,0.75,1.66,1.66,0.75,0.72,415
4560,95XX020007,4439,0.06,4539,0.08,3836,2484,2792,0.42,18.09,1.63,0.95,2.03,2.77,0.95,0.95,3.09,3.09,0.51,1.36,325
4561,95XX020008,4990,0.02,4951,0.03,4845,4398,3481,0.83,17.79,1.14,0.47,1.52,2.32,0.47,0.47,2.66,2.66,0.19,1.19,275
4562,95XX030001,4689,0.05,4664,0.05,4560,4848,1932,1.58,16.65,2.53,2.05,2.94,4.14,1.59,0.91,4.22,4.22,0.91,1.5,300
4563,95XX030002,4564,0.08,4155,0.05,4504,3385,1874,1.44,16.82,2.6,2.12,3,4.21,1.42,1.05,4.35,4.35,1.05,1.57,370
4564,95XX030003,3848,0.09,4073,0.08,3602,3724,1458,1.8,18.38,3.42,2.7,3.94,4.42,2.37,1.42,4.4,4.4,1.42,2.2,350
4565,95XX030004,4213,0.07,4309,0.08,3878,3768,1563,1.9,18.02,3.2,2.4,3.72,4.18,1.83,1.32,4.09,4.09,1.32,2.15,315
4566,95XX030005,4609,0.06,4569,0.06,4403,4720,1617,1.3,15.69,3.61,2.01,3.86,4.7,1.41,1.41,4.54,4.54,1.41,2.27,325
4567,95XX030006,4662,0.06,4528,0.05,4643,4121,1209,2.21,16.2,4.79,2.58,4.8,5.77,2.2,2.2,5.63,5.63,2.2,2.99,445
4568,95XX030007,4726,0.02,4941,0.06,4478,4880,1330,1.89,15.8,4.87,1.91,4.37,5.86,1.74,1.74,5.6,5.6,1.74,2.87,420
4569,95XX030008,4461,0.06,4520,0.05,4659,3089,1528,1.42,16.6,3.38,2.85,3.81,4.58,1.54,1.54,4.73,4.73,1.54,1.96,325
4570,95XX040001,4184,0.08,4210,0.1,3177,2488,2116,0.68,17.31,2.86,1.58,3.41,3.83,0.84,0.84,3.58,3.58,0.84,2.03,405
4571,95XX040002,3204,0.11,3786,0.14,2094,1953,1961,0.84,15.39,3.66,1.41,3.44,4.71,0.84,0.84,4.45,4.45,0.84,2.13,360
4572,95XX040003,4757,0.07,4314,0.05,4668,3840,1928,0.97,17.42,2.75,1.84,3.33,3.75,1.11,1.11,3.54,3.54,1.11,2,330
4573,95XX040004,4872,0.03,4851,0.03,4865,4803,2156,0.79,15,2.37,1.37,1.98,5.52,1.01,1.01,4.82,4.82,1.01,1.76,410
4574,95XX040005,4424,0.08,4200,0.08,3676,4627,2221,0.4,15.27,2.82,1.24,2.43,5.86,0.71,0.71,5.27,5.27,0.71,1.79,310
4575,95XX040006,3699,0.18,2825,0.08,3919,2169,2447,0.54,15.12,3.53,0.96,3.07,4.66,0.39,0.39,4.32,4.32,0.39,1.99,245
4576,95XX040007,3583,0.17,2991,0.09,3575,1542,2823,0.34,14.89,3.19,0.7,2.7,4.51,0.18,0.18,4.12,4.12,0.18,1.83,345
4577,95XX040008,2685,0.14,3403,0.14,1937,775,2340,0.18,15.4,3.14,0.97,2.69,6.43,0.34,0.34,5.86,5.86,0.34,1.81,295
4578,95XX040009,4654,0.07,4316,0.05,4522,4257,2166,0.9,14.84,2.38,0.98,1.85,6.2,0.92,0.92,5.4,5.4,0.92,1.8,385
4579,95XX040010,4237,0.11,3721,0.08,3813,3520,2279,0.66,15.05,2.81,0.61,2.27,6.68,0.56,0.56,5.94,5.94,0.56,1.82,375
4580,95XX040011,3601,0.16,3055,0.11,2922,4379,2366,0.49,15.21,3.07,0.53,2.53,6.85,0.3,0.3,6.17,6.17,0.3,1.83,350
4581,95XX050001,418,0.46,778,0.39,49,69,3855,1.16,14.95,0.48,0.48,0.48,2.04,1.12,1.12,1.16,1.16,0.48,0.73,210
4582,95XX050002,4311,0.07,4392,0.09,3546,3699,3103,0.85,14.16,0.85,1.11,1.11,3.87,1.62,0.64,2.77,2.77,0.64,1.32,280
4583,95XX050003,3420,0.17,3019,0.07,4097,1107,3112,1.42,14.37,1.09,1.37,1.37,2.91,1.77,0.58,1.9,1.9,0.4,1.44,240
4584,95XX050004,3746,0.13,3494,0.1,3109,3631,2417,1.7,14.79,1.81,1.71,1.75,4.15,1.92,0.55,3.42,3.42,0.55,1.77,290
4585,95XX050005,3885,0.14,3398,0.06,4329,3353,2863,1.49,14.55,1.44,1.61,1.61,3.56,2.08,0.15,2.7,2.7,0.15,1.67,215
4586,95XX050006,4514,0.04,4741,0.07,4065,4571,2771,1.34,14.46,1.34,1.18,1.18,4.47,2.05,0.25,3.54,3.54,0.63,1.4,380
4587,95XX050007,4155,0.08,4235,0.07,3938,3491,3023,1.13,14.35,1.13,1.24,1.24,3.9,1.88,0.38,2.9,2.9,0.38,1.41,280
4588,95XX050008,2249,0.24,2234,0.13,2361,391,3570,0.28,13.65,0.28,0.71,0.71,4.67,1.17,0.28,3.43,3.43,0.71,0.97,245
4589,95XX050009,956,0.51,618,0.19,1037,490,3915,0.29,13.64,0.29,0.76,0.76,2.67,1.16,0.29,1.96,1.96,0.76,1.02,200
4591,95XX060001,4417,0.04,4742,0.06,4410,2825,1960,0.63,14.3,2.8,0.63,2.09,6.25,1.96,0.63,6.97,6.97,0.63,2,370
4592,95XX060002,4241,0.04,4810,0.06,4380,4511,1975,0.34,14.09,3.02,0.34,2.32,6,2.44,0.34,7.48,7.48,0.34,2.07,375
4593,95XX060003,3915,0.06,4445,0.06,4236,3887,2021,0.4,13.86,2.81,0.4,2.12,5.88,2.67,0.4,7.29,7.29,0.4,1.9,375
4594,95XX060004,2947,0.19,2746,0.1,3016,2884,2258,1.17,14.13,1.69,1,1,6.4,1.98,0.91,5.34,5.34,0.88,1.4,445
4595,95XX060005,4239,0.07,4337,0.07,4172,4377,2192,1.43,14.53,1.78,1.27,1.27,5.68,1.49,0.84,4.76,4.76,1.27,1.64,420
4596,95XX060006,2331,0.3,1721,0.13,2338,1558,3448,0.71,13.78,0.71,0.29,0.29,5.44,1.68,0.29,4.26,4.26,0.29,0.74,140
4597,95XX060007,1035,0.45,858,0.15,1889,1213,3723,0.56,13.59,0.56,0.51,0.51,3.15,1.69,0.51,2.46,2.46,0.51,0.93,225
4598,95XX060008,1263,0.44,881,0.14,2060,1039,3347,0.94,13.75,0.94,0.51,0.51,3.51,2.28,0.51,2.84,2.84,0.51,0.95,300
4599,95XX060009,606,0.49,693,0.25,470,454,3196,1.02,13.5,1.07,0.76,0.76,3.68,2.27,0.46,2.99,2.99,0.46,1.13,205
4600,95XX060010,3657,0.09,4061,0.08,3619,1935,2130,0.69,13.96,2.34,0.69,1.63,6.09,2.34,0.59,6.52,6.52,0.59,1.67,270
4601,95XX060011,1553,0.42,1025,0.11,2923,376,2627,1.18,13.62,1.46,0.83,0.83,6.1,2.1,0.58,5.47,5.47,0.31,1.01,315
4602,95XX060012,507,0.53,527,0.28,287,178,3191,0.78,13.68,1.41,0.78,0.95,3.98,2.34,0.26,3.31,3.31,0.18,1.16,175
4603,95XX070001,4960,0.02,4902,0.04,4756,4112,2503,2.14,15.19,1.03,0.59,1.82,3.36,1.68,1.07,3.06,3.06,1.07,1.7,265
4604,95XX070002,4117,0.08,4176,0.11,2775,4100,2186,1.6,17.43,2.13,1.32,2.68,3.22,1.74,0.89,3.09,3.09,0.89,1.69,310
4605,95XX070003,4995,0.04,4764,0.03,4938,4636,2614,1.51,17.36,1.71,0.9,2.24,2.85,1.52,0.58,2.78,2.78,0.8,1.42,280
4606,95XX070004,4471,0.05,4620,0.09,3458,4285,1889,1.14,15.34,2.24,1.44,2.55,4.82,1.44,1.42,4.39,4.39,1.44,1.91,330
4607,95XX070005,4886,0.05,4595,0.06,4331,3236,3386,1.39,16.75,0.24,0.81,0.66,1.35,1.05,1.05,1.39,1.39,1.04,1.05,290
4608,95XX070006,3702,0.22,2404,0.06,4327,4724,3266,1.24,14.78,0.2,1.24,1.09,1.52,1.24,1.2,1.24,1.24,1.09,1.28,285
4609,95XX070007,3976,0.22,2405,0.1,3170,4598,3892,1,16.55,0.54,0.84,0.46,0.84,0.84,0.71,1,1,0.71,0.79,170
4610,95XX070008,4469,0.14,3365,0.07,4092,4498,3374,1.62,17.06,0.81,0.16,1.36,2.06,0.94,0.58,2.04,2.04,0.66,1.19,290
4711,95XX170007,2968,0.16,3130,0.15,1886,1980,4367,1.24,16.02,0.48,0.38,0.38,0.38,0.38,0.38,1.24,1.24,0.38,0.3,285
4611,95XX070009,4868,0.02,4968,0.06,4318,3500,2760,1.93,14.9,0.55,1.24,1.3,2.31,1.88,1.05,1.93,1.93,0.93,1.76,130
4612,95XX070010,4457,0.1,3938,0.08,3796,3524,2992,1.34,17.38,1.38,0.62,1.9,2.59,1.14,0.4,2.59,2.59,0.78,1.23,265
4613,95XX070011,3724,0.23,2372,0.11,2968,3329,3038,1.58,17.14,1.17,0.37,1.73,2.38,1.18,0.6,2.32,2.32,0.84,1.26,265
4614,95XX080001,4780,0.05,4632,0.06,4373,3780,3017,2.37,13.95,0.44,1.32,2.08,2.63,1.98,0.57,2.37,2.37,0.57,0.8,290
4615,95XX080002,4709,0.1,3988,0.06,4338,3936,3537,1.52,14.1,0.41,0.72,2.01,2.74,1.43,0.31,2.23,2.23,0.31,0.95,360
4616,95XX080003,4830,0.06,4476,0.04,4703,3651,3142,3.09,13.33,0.81,0.39,2.88,3.43,1.08,0.39,3.15,3.15,0.39,0.53,225
4617,95XX080004,3447,0.14,3326,0.14,2080,3609,3013,2.72,13.41,1.07,0.59,2.66,3.23,1.45,0.56,2.9,2.9,0.56,0.58,280
4618,95XX080005,4803,0.05,4671,0.07,4057,3889,3339,2.05,14.09,0.19,0.99,1.79,2.36,2.05,0.42,2.05,2.05,0.42,0.83,275
4619,95XX080006,4669,0.05,4661,0.05,4623,1011,3288,3.11,13.07,0.48,0.22,3.14,3.7,1,0.22,3.38,3.38,0.22,0.52,215
4620,95XX080007,4878,0.04,4746,0.05,4614,2629,3607,1.51,14.6,0.55,0.81,1.25,1.98,1.51,0.55,1.51,1.51,0.55,0.81,265
4621,95XX080008,4668,0.05,4584,0.07,3996,2035,3582,1.84,14.35,0.2,0.99,1.71,2.42,1.7,0.2,2.04,2.04,0.2,0.82,315
4622,95XX080009,1187,0.51,597,0.27,333,4577,3271,2.09,13.89,0.38,0.89,1.96,2.54,2.08,0.4,2.17,2.17,0.4,0.89,95
4623,95XX080010,4904,0.05,4694,0.02,4964,3026,3161,2.83,13.69,1,0.93,2.53,3.06,1.41,0.21,2.83,2.83,0.21,0.66,255
4624,95XX090001,4702,0.09,4121,0.06,4424,3222,3470,1.15,17.45,1.06,0.58,1.57,2.35,0.69,0.17,2.46,2.46,0.34,1.16,265
4625,95XX090002,2380,0.31,1686,0.16,1602,3545,2471,0.64,18.18,2.17,1.58,2.66,3.33,1.58,0.48,3.49,3.49,0.48,1.26,285
4626,95XX090003,3506,0.28,1878,0.07,4193,3945,2660,0.98,17.9,2.03,1.4,2.54,3.21,1.55,0.26,3.27,3.27,0.26,1.2,335
4627,95XX090004,4219,0.12,3585,0.08,3804,2464,3011,1.04,17.65,1.57,0.95,2.09,2.8,1.16,0.17,2.87,2.87,0.46,1.19,300
4628,95XX090005,4497,0.07,4341,0.06,4296,3635,1871,1.27,18.2,2.74,2.07,3.25,3.83,2.26,0.71,3.87,3.87,0.71,1.67,260
4629,95XX090006,2426,0.35,1410,0.08,3661,4138,2016,1.48,17.86,2.53,1.77,3.05,3.61,2.03,0.68,3.57,3.57,0.68,1.68,190
4630,95XX090007,3545,0.1,3966,0.11,2885,2355,1763,1.73,17.83,2.83,2.02,3.34,3.84,1.73,1.04,3.75,3.75,1.04,1.98,270
4631,95XX090008,4794,0.07,4362,0.03,4884,3616,2622,0.2,16.52,1.74,1.19,2.07,3.2,1.19,0.98,3.51,3.51,0.83,1.4,280
4632,95XX090009,4847,0.08,4173,0.03,4943,4671,2815,0.57,17.95,1.62,1.01,2.09,2.84,1.01,0.61,3.05,3.05,0.72,1.23,345
4633,95XX090010,4176,0.13,3515,0.09,3566,4496,2500,0.36,16.6,1.93,1.39,2.28,3.44,1.3,0.86,3.7,3.7,0.86,1.37,270
4634,95XX100001,1216,0.35,1392,0.18,1249,896,2232,2.39,12.34,2.05,2.07,3.26,4.36,0.61,0.61,3.81,3.81,1.76,0.88,310
4635,95XX100002,3989,0.13,3485,0.06,4285,1111,2434,1.91,11.71,2.07,2.33,3.03,4.4,1.75,0.42,3.76,3.76,0.83,0.65,325
4636,95XX100003,4758,0.03,4825,0.04,4757,3659,2396,1.37,10.61,2.34,2.53,2.74,3.97,1.56,0.64,3.49,3.49,1.26,0.92,630
4637,95XX100004,4907,0.02,4919,0.05,4555,4951,2144,2.08,11.7,2.47,2.08,2.91,4.67,2.56,0.84,4.02,4.02,0.54,1.02,390
4638,95XX100005,4643,0.09,4056,0.05,4678,3092,2351,1.88,11.84,2.21,2.08,2.77,4.46,2.32,0.64,3.78,3.78,0.56,0.85,445
4639,95XX100006,4414,0.08,4251,0.05,4613,1014,2204,1.87,11.96,2.41,1.87,2.57,4.55,2.42,1.18,3.85,3.85,0.34,1.2,370
4640,95XX100007,386,0.65,230,0.21,863,220,2450,2.05,12.72,1.62,1.6,2.88,3.89,0.89,0.85,3.36,3.36,1.32,1.16,245
4641,95XX100008,2884,0.2,2587,0.08,3626,2263,2559,1.85,12.87,1.44,1.6,2.7,3.71,1.11,0.84,3.18,3.18,1.14,1.15,375
4642,95XX100009,2907,0.15,3260,0.11,2959,3169,2727,1.58,12.91,1.37,1.63,2.57,3.7,1.31,0.52,3.13,3.13,0.92,0.99,315
4643,95XX100010,955,0.57,418,0.14,1987,1276,2317,2.39,12.39,1.96,1.89,3.23,4.29,0.52,0.52,3.75,3.75,1.7,0.95,245
4644,95XX100011,2995,0.18,2888,0.08,3740,1816,2673,1.64,12.72,1.65,1.92,2.74,3.99,1.4,0.2,3.39,3.39,1.08,0.66,285
4645,95XX100012,1202,0.52,571,0.14,1911,2037,2532,1.91,12.6,1.76,2.01,2.91,4.09,1.07,0.32,3.51,3.51,1.3,0.8,310
4646,95XX100013,3768,0.09,4031,0.06,4238,3123,1848,3.03,11.89,2.36,2.42,3.79,4.89,0.63,0.63,4.35,4.35,2.2,1.13,295
4647,95XX100014,3860,0.1,3885,0.1,3191,2648,2513,1.74,12.62,1.83,2.11,2.85,4.16,1.56,0.32,3.54,3.54,1.26,0.52,320
4648,95XX110001,946,0.43,995,0.15,1894,471,3324,1.45,12.92,1.5,1.2,1.2,3.33,1.46,0.28,2.85,2.85,0.28,0.98,270
4649,95XX110002,4742,0.03,4833,0.02,4975,2565,2583,1.35,11.85,1.93,1.81,1.81,3.7,1.45,1.22,3.19,3.19,0.96,1.09,525
4650,95XX110003,3813,0.13,3541,0.09,3348,4155,2057,1.64,10.87,2.66,2.64,2.53,3.92,1.79,1.14,3.79,3.79,1.37,1.24,305
4651,95XX110004,1126,0.4,1155,0.18,1301,782,2176,1.65,11.87,2.24,2.06,2.06,4.05,1.74,1.51,3.55,3.55,1.07,1.33,350
4652,95XX110005,3688,0.1,3851,0.11,2856,3983,2112,1.63,11.43,2.4,2.29,2.29,4.04,1.75,1.33,3.65,3.65,1.29,1.32,580
4653,95XX110006,1882,0.23,2356,0.15,1874,2013,1887,2.21,10.5,2.9,3.21,2.04,3.3,2.36,0.89,4.55,4.55,0.89,1.78,300
4654,95XX110007,3449,0.18,2900,0.07,4221,2635,1798,1.97,11.71,2.67,2.48,2.43,3.88,2.06,1.76,3.99,3.99,1.35,1.61,415
4655,95XX110008,688,0.46,810,0.24,517,199,2752,1.04,13.05,1.64,1.04,1.42,4.24,2.6,0.42,3.54,3.54,0.42,1.41,400
4656,95XX110009,3353,0.14,3335,0.07,3969,3864,3071,0.62,13.69,1.73,0.62,1.25,4.29,2.36,0.13,3.63,3.63,0.13,1.43,320
4657,95XX110010,780,0.44,888,0.19,1033,1086,2175,0.67,13.65,2.39,0.67,1.74,5.84,2.79,0.3,6.79,6.79,0.3,1.62,425
4658,95XX110011,697,0.53,534,0.21,790,4623,2845,0.84,13.29,1.69,0.84,1.34,4.3,2.8,0.22,3.62,3.62,0.22,1.47,260
4659,95XX110012,1045,0.34,1476,0.18,1247,1332,3563,1.37,13.05,1.37,1.05,1.05,3.19,1.4,0.13,2.72,2.72,0.13,0.87,230
4660,95XX110013,3363,0.17,3001,0.1,3217,1510,2418,1.15,13.66,2.01,1.15,1.62,3.69,1.97,1.15,3.27,3.27,1.15,1.5,685
4661,95XX110014,5013,0.02,4933,0.02,4963,4199,3256,0.95,11.83,1.6,1.61,1.61,3.27,1.08,0.83,2.76,2.76,0.41,0.74,555
4662,95XX120001,4777,0.01,4988,0.02,4970,3917,994,4.03,12.57,4.44,4.44,4.62,9.1,4.62,2.02,8.99,4.62,3.47,2.51,355
4663,95XX120002,4095,0.12,3647,0.07,4023,1867,1033,4.93,10.25,2.07,2.07,5.33,9.69,5.25,1.18,9.61,5.33,4.93,2.67,305
4664,95XX120003,4861,0.03,4875,0.03,4936,3994,1454,2.4,8.12,2.73,2.73,2.73,7.6,2.73,2.42,7.45,2.73,2.4,2.15,310
4665,95XX120004,4798,0.04,4775,0.03,4899,4126,1380,2.89,9.02,2.85,2.85,3.22,7.01,3.22,1.39,6.89,3.22,2.89,2.68,350
4666,95XX120005,3954,0.11,3778,0.06,4458,2004,587,6.87,7.63,5.29,5.38,7.03,9.02,4.9,4.88,8.5,6.64,5.56,4.96,295
4667,95XX120006,4705,0.02,4964,0.01,4993,3621,997,5.59,11.04,1.85,1.85,5.99,8.82,4.66,1.85,8.82,5.99,4.96,2.63,310
4668,95XX120007,4808,0.04,4752,0.04,4826,3952,1412,3.37,10.02,2.34,2.34,3.68,6.6,3.34,0.32,6.54,3.68,3.37,2.57,300
4669,95XX120008,4377,0.1,3934,0.07,4198,3846,1382,3.25,9.89,2.52,2.52,3.56,6.75,3.46,0.65,6.68,3.56,3.25,2.69,435
4670,95XX130001,4767,0.05,4609,0.06,4474,4356,1676,4.95,14.2,1.85,1.19,4.57,5.06,1.19,0.45,4.95,4.95,1.45,2.11,295
4671,95XX130002,3496,0.17,2926,0.11,2693,4000,1201,5.85,12.55,2.18,2.18,5.95,6.52,2.33,2.18,6.25,6.25,2.83,1.89,325
4672,95XX130003,4432,0.05,4683,0.04,4785,1269,1181,5.59,12.62,1.02,1.02,6.01,7.79,3.85,1.02,7.65,6.01,4.29,1.85,320
4673,95XX130004,4834,0.02,4923,0.03,4911,4658,1193,5.68,12.09,1.44,1.44,6.11,7.41,3.3,1.44,7.16,6.11,3.79,1.73,295
4674,95XX130005,4722,0,5017,0.01,5011,2772,987,5.99,11.49,2,2,6.39,8.27,4.32,2,8.31,6.39,4.58,2.78,325
4675,95XX130006,4716,0.02,4947,0.04,4833,2401,1198,5.96,11.09,1.1,1.1,6.37,7.74,3.57,1.1,7.71,6.37,3.88,1.89,385
4676,95XX130007,4832,0.02,4927,0.01,5006,4584,1167,5.99,13.43,1.1,1.1,6.41,7.31,3.59,1.1,7.25,6.41,3.96,1.94,245
4677,95XX130008,4690,0.08,4292,0.04,4832,3809,1697,4.62,14.68,2.03,1.35,4.21,4.66,1.35,0.5,4.62,4.62,1.39,2.09,315
4678,95XX130009,4917,0.03,4822,0.03,4894,3894,1954,4.57,14.39,1.61,0.92,4.18,4.68,0.92,0.2,4.57,4.57,1.08,1.78,275
4679,95XX140001,4873,0.02,4903,0.03,4930,3816,1455,2.25,8.75,2.9,2.9,2.9,8.69,2.91,1.44,9.87,2.91,1.93,2.43,310
4680,95XX140002,4945,0.01,4985,0.02,4989,3221,1820,1.95,11.04,2.5,2.5,2.5,9.35,2.5,0.66,10.44,2.5,0.66,1.31,295
4681,95XX140003,4881,0.01,4983,0.02,4960,1477,2211,1.53,10.48,2.13,2.13,2.13,8.94,2.13,0.32,10.17,2.13,0.32,1.49,270
4682,95XX140004,4502,0.06,4507,0.05,4539,495,2460,1.3,7.27,2.03,2.03,2.03,7.49,2.03,0.7,8.6,2.03,0.7,1.33,320
4683,95XX140005,4811,0.03,4859,0.05,4525,2842,1855,1.75,9.94,2.42,2.42,2.42,8.94,2.42,0.72,10.16,2.42,0.72,1.77,285
4684,95XX140006,4843,0.06,4505,0.05,4583,2529,2514,1.25,9.87,1.91,1.91,1.91,8.57,1.91,0.28,9.79,1.91,0.28,1.32,365
4685,95XX140007,4909,0.05,4625,0.03,4897,3119,2242,1.37,9.41,2.06,2.06,2.06,8.46,2.06,0.58,9.68,2.06,0.58,1.53,295
4686,95XX140008,4763,0.03,4888,0.03,4885,2994,1315,2.83,11.65,3.4,3.4,3.4,9.96,3.4,1.8,9.82,3.4,1.8,1.34,360
4687,95XX150001,873,0.45,853,0.17,1388,1794,2194,3.23,12.09,1.5,1.66,3.79,4.67,0.38,0.38,4.21,4.21,1.66,1.26,265
4688,95XX150002,673,0.56,420,0.21,809,1761,2308,2.91,12.16,1.73,1.79,3.59,4.56,0.16,0.16,4.06,4.06,1.79,1.13,245
4689,95XX150003,1708,0.24,2247,0.16,1687,1319,1707,3.9,11.76,1.66,1.97,4.3,5.12,1.01,1.01,4.68,4.68,1.97,1.71,325
4712,95XX170008,2058,0.23,2310,0.12,2648,180,4616,0.89,15.92,0.4,0.24,0.24,0.24,0.24,0.24,0.89,0.89,0.24,0.27,275
4690,95XX150004,4351,0.06,4560,0.05,4669,4322,2600,3.15,12.58,0.64,0.77,3.51,4.18,1.1,0.77,3.78,3.78,0.77,0.99,355
4691,95XX150005,3393,0.11,3811,0.1,3072,4739,1943,3.81,12.22,0.87,1.26,4.06,4.69,1.31,1.26,4.32,4.32,1.26,1.43,315
4692,95XX150006,443,0.59,378,0.28,309,675,2578,2.72,12.6,1.09,1.04,3.27,4.07,0.77,0.77,3.62,3.62,1.04,1.08,225
4693,95XX150007,2005,0.23,2340,0.11,2850,3287,2143,3.47,12.2,1.05,1.31,3.87,4.61,0.87,0.87,4.2,4.2,1.31,1.37,245
4694,95XX150008,962,0.43,952,0.18,1316,1784,2628,2.34,12.91,1.21,0.95,2.9,3.7,1.14,0.95,3.24,3.24,0.95,1.05,250
4695,95XX150009,341,0.54,491,0.3,214,921,2497,2.47,12.57,1.46,1.37,3.16,4.08,0.61,0.61,3.59,3.59,1.37,1.14,260
4696,95XX160001,4587,0.03,4836,0.07,4050,4232,1770,1.55,17.31,2.96,2.43,3.32,4.55,0.98,0.98,4.81,4.81,0.98,1.71,330
4697,95XX160002,4453,0.05,4614,0.07,4016,4272,1964,0.98,16.96,2.47,1.94,2.83,4.03,1.13,1.13,4.28,4.28,1.13,1.62,305
4698,95XX160003,3857,0.11,3792,0.1,3270,3163,1153,2.79,17.85,5.17,4.59,5.61,6.3,1.59,1.59,6.51,6.51,1.59,2.5,300
4699,95XX160004,4378,0.1,3891,0.05,4507,4595,1715,1.62,17.18,2.93,2.42,3.31,4.54,1.17,1.17,4.75,4.75,1.17,1.76,240
4700,95XX160005,3664,0.13,3521,0.11,2723,4234,1277,2.42,18.99,4.34,3.92,4.57,6.1,1.29,1.29,6.41,6.41,1.29,2.37,710
4701,95XX160006,4305,0.1,3878,0.06,4368,2233,2052,1.3,17.9,3.06,2.63,3.24,4.59,0.33,0.33,5.01,5.01,0.33,1.55,240
