Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Amount  
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Grants - Non Statutory - Current - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4021027,"£19,239.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4021028,"£66,482.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4021036,£724.38
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4021036,£687.35
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4021050,£911.05
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4021050,£930.43
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4021051,£515.16
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Application Development & Support (PFI),Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021053,"£21,583.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,AMEE UK LTD,4021059,"£9,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,MINISTRY OF DEFENCE,4021061,"£1,000,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,SIEMENS plc,4021066,"£160,444.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,SIEMENS plc,4021067,"£136,601.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,External Legal Advice,Energy Markets & Infrastructure - Office of Nuclear Development,DAVIS BLANK FURNISS SOLICITORS,4021068,£730.80
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,External Legal Advice,Energy Markets & Infrastructure - Office of Nuclear Development,DAVIS BLANK FURNISS SOLICITORS,4021069,"£1,116.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Senior Civil Service Training,Corporate Support & Shared Services - Corporate Support & Shared Services,CENTRE FOR PARLIAMENTARY STUDIES LTD,4021070,"£2,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Mobile Phones,International Energy & Climate Change - International Climate Change Negotiations,CELLHIRE plc,4021074,"£3,672.68"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,SENERGY (GB) LTD,4021079,"£2,112.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,14/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,BRITISH TRUST FOR ORNITHOLOGY (THE),4021080,"£7,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Health & Safety Training,Corporate Support & Shared Services - Corporate Support & Shared Services,COI COMMUNICATIONS,4020751,"£4,945.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4020849,"£61,261.75"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,CABINET OFFICE,4020905,"£7,993.14"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4021081,"£16,696.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4021082,"£126,650.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,KATALYSIS LTD,4021087,"£29,174.57"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,KATALYSIS LTD,4021088,"£26,516.59"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,KATALYSIS LTD,4021089,"£26,807.33"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,MWB BUSINESS EXCHANGE CENTRES LTD,4021090,£902.80
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021091,"£31,098.02"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Press Cutting Services,National Climate Change & Consumer Support - Communications,PRECISE MEDIA MONITORING LTD,4021096,"£4,274.44"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4021098,£593.16
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4021098,£605.78
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021099,"£80,967.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021100,"£82,842.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021100,"£82,842.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021101,"£12,614.45"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021102,"£18,672.95"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Legal Costs (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,PKF (UK) LLP,4021103,"£1,400.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Application Development & Support (PFI),Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021104,"£12,368.30"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021105,"£6,394.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,GREEN PARK INTERIM & EXECUTIVE LTD,4021107,"£20,700.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,External Legal Advice,National Climate Change & Consumer Support - National Climate Change,DAVID HART Q.C.,4021110,"£2,100.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Economic Consultancy and Research,National Climate Change & Consumer Support - Energy Efficiency & Consumers,COI COMMUNICATIONS,4021122,"£5,098.10"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4021123,"£2,835.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,17/01/2011,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4021126,"£2,835.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,International Subscriptions,Energy Markets & Infrastructure - Security and resilience,ORGANISATION FOR THE PROHIBITION OF CHEMICAL WEAPONS OPCW,4020958,"£704,246.86"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021015,£708.34
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,External Legal Advice,Energy Markets & Infrastructure - Office of Nuclear Development,SLAUGHTER AND MAY,4021018,"£67,651.33"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021032,£708.34
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021052,"£20,750.14"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,QUINTESSA LTD,4021054,"£3,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,AEA TECHNOLOGY plc,4021057,"£17,755.20"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,TUV NEL LTD,4021076,"£1,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,CORK ECOLOGY,4021077,"£2,175.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Technical Advice / Services & Support,National Climate Change & Consumer Support - National Climate Change,PINSENT MASONS LLP,4021109,£802.00
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021111,"£1,259.21"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021112,£629.60
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,DATA BY DESIGN LTD,4021113,£750.00
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE MEADOWS PARTNERSHIP TRUST,4021114,"£4,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Economic Consultancy & Research,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,NERA UK LTD,4021116,"£11,288.75"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Media Services,National Climate Change & Consumer Support - Communications,PRESS ASSOCIATION LTD,4021119,"£7,875.24"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4021128,"£75,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Stationery,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE DEPOT UK LTD,4021130,£902.40
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,External Legal Advice and Services,Energy Markets & Infrastructure - Energy Strategy and Futures,MACLAY MURRAY AND SPENS,4021132,"£24,066.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),4021134,"£45,717.15"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,ATOS ORIGIN IT SERVICES UK LTD,4021135,"£29,022.37"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,ABERDEEN EXHIBITION AND CONFERENCE CENTRE LTD,4021136,"£5,875.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hire of Conference Facilities,Energy Markets & Infrastructure - EMI Director General,SEARCY TANSLEY & CO LTD,4021139,£762.00
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Application Support Service,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,GEMSERV LTD,4021142,"£67,275.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Application Development,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,GEMSERV LTD,4021143,"£97,950.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021148,£885.42
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Grants - Non Statutory - Current - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE NATIONAL NON-FOOD CROPS CENTRE,4021152,"£200,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,MORGAN LAW PARTNERS LLP,4021153,"£7,140.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,External Legal Advice and Services,Corporate Support & Shared Services - Corporate Support & Shared Services,BRICK COURT CHAMBERS,4021158,"£1,080.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4021160,"£2,233.73"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Programme and Projects Service,National Climate Change & Consumer Support - National Climate Change,ENVIRONMENT AGENCY,4021161,"£203,243.84"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hotels (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,ARMATHWAITE HALL HOTEL LTD,4021163,"£6,599.89"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hotels (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,ARMATHWAITE HALL HOTEL LTD,4021164,£721.97
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hotels (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,ARMATHWAITE HALL HOTEL LTD,4021164,"£3,525.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,GENESIS OIL & GAS CONSULTANTS LTD,4021165,"£25,407.64"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,GENESIS OIL & GAS CONSULTANTS LTD,4021166,"£20,522.81"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Economic Consultancy & Research,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OVE ARUP & PARTNERS INTERNATIONAL LTD,4021172,"£65,403.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4021174,£778.50
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021175,"£54,978.37"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021176,"£17,310.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021177,£501.75
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021179,"£1,829.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,18/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,MARITIME AND COASTGUARD AGENCY MCA,4021180,"£32,682.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Board Members Tax Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1016722,"£1,019.20"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1016723,£760.49
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FCO SERVICES,4021033,"£1,470.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,IT Maintenance and Management Services,Energy Markets & Infrastructure - Office of Nuclear Development,PROFESSIONAL SERVICES TECHNOLOGY LTD,4021055,"£2,050.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,IT Maintenance and Management Services,Energy Markets & Infrastructure - Office of Nuclear Development,PROFESSIONAL SERVICES TECHNOLOGY LTD,4021056,"£2,400.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Capital Grants to Private Sector - Own Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4021162,"£5,000,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Computer Equipment,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021170,"£14,034.53"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4021185,£693.78
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4021187,£656.38
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Contributions (Programme),Energy Markets & Infrastructure - Energy Development Unit,ACHILLES INFORMATION LTD T/A FIRST POINT ASSESSMENT,4021191,£881.25
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,ILX GROUP PLC,4021192,"£1,550.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4021193,"£48,937.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4021194,"£62,330.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4021195,"£2,605.42"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TEES ALLIANCE GROUP LTD,4021196,"£61,519.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4021200,"£24,775.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4021201,"£16,981.10"
Department of Energy and Climate Change,Department of Energy and Climate Change,19/01/2011,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4021202,"£56,738.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4020827,"£6,394.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,International Subscriptions,Energy Markets & Infrastructure - Security and resilience,INTERNATIONAL ATOMIC ENERGY AGENCY,4020960,"£3,200,152.10"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Other Relocation Costs (Programme),Energy Markets & Infrastructure - Security and resilience,SERVAES SERVICES,4021097,"£4,999.86"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,International Subscriptions,International Energy & Climate Change - International Energy & Carbon Budgets,INTERNATIONAL ENERGY FORUM SECRETARIAT,4021108,"£68,327.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,SPARKE HELMORE,4021125,"£56,777.82"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,ICT Infrastructure Specific Service (PFI),Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021169,"£3,707.02"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4021189,£505.21
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021197,£885.42
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Economic Consultancy & Research,Energy Markets & Infrastructure - Energy Strategy and Futures,POYRY MANAGEMENT CONSULTING (UK) LTD,4021205,"£99,709.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021211,"£1,286.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,NORFOLK COUNTY COUNCIL,4021214,"£55,288.08"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Technical Support,National Climate Change & Consumer Support - National Climate Change,ENVIRONMENT AGENCY,4021218,"£80,386.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021219,"£363,039.64"
Department of Energy and Climate Change,Department of Energy and Climate Change,20/01/2011,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021220,"£55,332.82"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4021064,£620.23
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4021124,"£7,810.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4021186,£577.54
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021188,"£577,107.05"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4021222,"£1,764.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021230,£521.93
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Departmental Sponsored Training,Corporate Support & Shared Services - Corporate Support & Shared Services,UNIVERSITY OF SOUTHAMPTON,4021239,£500.00
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4021245,£767.90
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4021247,"£2,880.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4021248,£849.06
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4021249,"£1,206.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,LANCASTER COHOUSING COMPANY LTD,4021253,"£22,848.77"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021256,"£1,607.51"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE NATIONAL NON-FOOD CROPS CENTRE,4021263,"£25,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Child Care,Corporate Support & Shared Services - Corporate Support & Shared Services,CHILDCARE VOUCHERS LTD (EDENRED),4021271,"£15,892.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,External Training (Programme),National Climate Change & Consumer Support - Communications,DELIB LTD,4021272,£750.00
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,MORGAN LAW PARTNERS LLP,4021274,"£5,100.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Minor Works,Corporate Support & Shared Services - Corporate Support & Shared Services,CYRIL SWEETT LTD,4021275,£500.00
Department of Energy and Climate Change,Department of Energy and Climate Change,21/01/2011,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,CENTRE FOR SUSTAINABLE ENERGY,4021277,"£21,925.00"
