Department,Entity,Transaction Date,Supplier Name Published,Amount Published,Expense Type Published,Expense Area Published,"Expense Description published for admin spend above £25,000 only",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£13,082.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£13,082.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£38,715.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£38,715.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£38,715.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£7,975.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£7,975.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£7,975.00",
DFID,DFID,22/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Intellectual Capital Advisory Services Private Limited ,114293-103 ,"£17,530.07",
DFID,DFID,30/10/2012,Technical and Advisory Services ,East and Central Africa ,PRICEWATERHOUSECOOPERS (KENYA) ,201913-103 ,"£31,320.00",
DFID,DFID,19/10/2012,Training - Course Fees ,Asia  Caribbean and Overseas Territories ,UNIVERSITY OF LONDON ,201689-101 ,"£1,980.00",
DFID,DFID,25/10/2012,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,203038-101 ,"£7,813.36",
DFID,DFID,25/10/2012,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,203038-101 ,"£7,836.52",
DFID,DFID,25/10/2012,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,202403-101 ,"£6,810.44",
DFID,DFID,25/10/2012,Other rentals ,Asia  Caribbean and Overseas Territories ,FOREIGN AND COMMONWEALTH OFFICE (FCO) ,202403-101 ,"£1,133.40",
DFID,DFID,25/10/2012,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,FOREIGN AND COMMONWEALTH OFFICE (FCO) ,202403-101 ,"£6,028.09",
DFID,DFID,01/10/2012,Technical and Advisory Services ,West and Southern Africa ,IOD PARC ,202344-103 ,"£15,362.64",
DFID,DFID,08/10/2012,Technical and Advisory Services ,West and Southern Africa ,Mokoro ltd. ,203001-104 ,"£11,330.68",
DFID,DFID,01/10/2012,Technical and Advisory Services ,East and Central Africa ,Brian LoBue ,202844-101 ,"£14,032.79",
DFID,DFID,15/10/2012,Technical and Advisory Services ,East and Central Africa ,IDLS Partners Ltd ,202534-103 ,"£2,040.00",
DFID,DFID,16/10/2012,Storage & Distribution costs ,East and Central Africa ,CROWN RELOCATIONS  UK ,101634-101 ,"£1,875.00",
DFID,DFID,16/10/2012,Storage & Distribution costs ,East and Central Africa ,CROWN RELOCATIONS  UK ,101634-101 ,£545.56,
DFID,DFID,19/10/2012,Technical and Advisory Services ,West and Southern Africa ,GRM INTERNATIONAL LTD ,113871-128 ,"£86,801.01",
DFID,DFID,05/10/2012,Technical and Advisory Services ,East and Central Africa ,DELTA PARTNERSHIP SOLUTIONS LTD ,103015-101 ,"£11,826.50",
DFID,DFID,05/10/2012,Technical and Advisory Services ,East and Central Africa ,DELTA PARTNERSHIP SOLUTIONS LTD ,103015-101 ,"£61,805.43",
DFID,DFID,03/10/2012,Technical and Advisory Services ,East and Central Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,103004-101 ,"£59,593.90",
DFID,DFID,18/10/2012,Technical and Advisory Services ,East and Central Africa ,2334400 Ontario Ltd ,202913-101 ,"£7,821.38",
DFID,DFID,29/10/2012,Technical and Advisory Services ,East and Central Africa ,2334400 Ontario Ltd ,202913-101 ,"£4,886.31",
DFID,DFID,31/10/2012,Technical and Advisory Services ,East and Central Africa ,LIVERPOOL ASSOCIATES IN TROP. HEALTH ,200250-121 ,"£320,668.00",
DFID,DFID,31/10/2012,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,The Research Institute of the McGill University Health Centre ,201854-101 ,"£60,613.21",
DFID,DFID,24/10/2012,Vehicle Repairs & Maintenance ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£5,284.33",
DFID,DFID,16/10/2012,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,"£117,851.28",
DFID,DFID,13/10/2012,FCO shared service charges ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£142,675.53",
DFID,DFID,05/10/2012,Relocation costs ,West and Southern Africa ,CROWN RELOCATIONS  UK ,100096-101 ,"£3,370.31",
DFID,DFID,03/10/2012,Technical and Advisory Services ,West and Southern Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202493-102 ,"£13,999.47",
DFID,DFID,10/10/2012,Relocation costs ,East and Central Africa ,CROWN RELOCATIONS  UK ,101616-101 ,"£4,397.96",
DFID,DFID,11/10/2012,UK Staff overseas - Transfer costs ,East and Central Africa ,CROWN RELOCATIONS  UK ,101616-101 ,"£6,469.90",
DFID,DFID,10/10/2012,Technical and Advisory Services ,East and Central Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,203307-101 ,"£43,322.50",
DFID,DFID,03/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HLSP LTD ,203100-101 ,"£2,534.38",
DFID,DFID,03/10/2012,Technical and Advisory Services ,West and Southern Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,104190-103 ,"£132,389.17",
DFID,DFID,12/10/2012,Technical and Advisory Services ,West and Southern Africa ,GRM INTERNATIONAL LTD ,202098-101 ,"£185,920.37",
DFID,DFID,08/10/2012,Technical and Advisory Services ,West and Southern Africa ,GRM INTERNATIONAL LTD ,104190-104 ,"£129,504.72",
DFID,DFID,26/10/2012,Other ICT ,Asia  Caribbean and Overseas Territories ,FOREIGN AND COMMONWEALTH OFFICE (FCO) ,100150-103 ,£631.39,
DFID,DFID,29/10/2012,Training - Course Fees ,Asia  Caribbean and Overseas Territories ,London Stock Exchange Group ,101621-108 ,"£2,100.00",
DFID,DFID,24/10/2012,FCO shared service charges ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£194,179.59",
DFID,DFID,01/10/2012,Hostile Environment Training ,Western Asia and Stabilisation Division ,GroundTruth Consulting ,202288-102 ,"£15,050.40",
DFID,DFID,25/10/2012,Technical and Advisory Services ,Western Asia and Stabilisation Division ,The London Speaker Bureau ME ,201337-101 ,"£17,402.00",
DFID,DFID,30/10/2012,Technical and Advisory Services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,103548-101 ,"£33,989.78",
DFID,DFID,01/10/2012,Legal costs ,Finance and Corporate Performance Division ,Marriott Davies Yapp LLP ,100201-101 ,£745.20,
DFID,DFID,01/10/2012,Legal costs ,Finance and Corporate Performance Division ,Marriott Davies Yapp LLP ,100201-101 ,£910.80,
DFID,DFID,19/10/2012,Aid Programme - Voluntary contributions ,Middle East & North Africa Division (MENAD) ,INTERNATIONAL MEDICAL CORPS (UK) ,203216-116 ,"£712,363.00",
DFID,DFID,26/10/2012,Technical and Advisory Services ,West and Southern Africa ,KPMG Auditores e Consultores SA ,103993-101 ,"£69,654.84",
DFID,DFID,24/10/2012,Aid Programme - Accountable Grant Payments ,Communications Division ,DEVELOPMENT EDUCATION ASSOCI ,201561-101 ,"£88,488.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Research and Evidence Division ,Isabel Vogel Independent Consultant ,203069-101 ,"£1,171.12",
DFID,DFID,11/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,IMC Worldwide Ltd ,202433-106 ,"£91,146.66",
DFID,DFID,25/10/2012,Aid Programme - Accountable Grant Payments ,East and Central Africa ,ACTION AGAINST HUNGER UK ,203183-102 ,"£1,361,420.00",
DFID,DFID,31/10/2012,Aid Programme - Accountable Grant Payments ,East and Central Africa ,Centre for Governance & Development ,202527-111 ,"£647,361.00",
DFID,DFID,01/10/2012,Legal costs ,Human Resources Security & Facilities Division ,Marriott Davies Yapp LLP ,203156-101 ,"£7,499.30",
DFID,DFID,10/10/2012,Technical and Advisory Services ,Western Asia and Stabilisation Division ,SAFERWORLD ,203350-101 ,"£7,920.00",
DFID,DFID,31/10/2012,Technical and Advisory Services ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202513-104 ,"£156,555.72",
DFID,DFID,19/10/2012,Technical and Advisory Services ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202513-104 ,"£32,266.00",
DFID,DFID,17/10/2012,Technical and Advisory Services ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202513-104 ,"£36,400.00",
DFID,DFID,17/10/2012,Technical and Advisory Services ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202513-104 ,"£104,037.60",
DFID,DFID,19/10/2012,Technical and Advisory Services ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202513-104 ,"£49,348.00",
DFID,DFID,19/10/2012,Technical and Advisory Services ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202513-104 ,"£42,900.00",
DFID,DFID,19/10/2012,Technical and Advisory Services ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202513-104 ,"£39,000.00",
DFID,DFID,08/10/2012,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,POLICY AND LEGAL ADVOCACY CENTRE ,200274-109 ,"£663,353.60",
DFID,DFID,19/10/2012,Hotels - Accommodation only ,Research and Evidence Division ,Recipient name withheld ,202392-103 ,£941.15,
DFID,DFID,24/10/2012,Technical and Advisory Services ,Communications Division ,DEVELOPMENT EDUCATION ASSOCI ,201440-105 ,"£5,384.00",
DFID,DFID,10/10/2012,Training - Travel & Subsistence ,Western Asia and Stabilisation Division ,OMAR TRAVELS ,101624-101 ,£625.14,
DFID,DFID,11/10/2012,Generators & spares ,West and Southern Africa ,Mahmoud Sabrah (SL) ,101629-101 ,£514.53,
DFID,DFID,09/10/2012,other information and communication technologies ,Human Resources Security & Facilities Division ,AMCS UK ,100272-101 ,"£11,275.00",
DFID,DFID,22/10/2012,Supplier Services ,West and Southern Africa ,HTSPE LTD ,104189-101 ,"£734,181.91",
DFID,DFID,11/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,IMC Worldwide Ltd ,113537-101 ,"£48,198.23",
DFID,DFID,25/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Infrastructure Professionals Enterprise (P) Ltd. ,108078-101 ,"£7,250.26",
DFID,DFID,11/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,IMC Worldwide Ltd ,113537-103 ,"£84,079.50",
DFID,DFID,11/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,IMC Worldwide Ltd ,113537-102 ,"£26,601.08",
DFID,DFID,10/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,201129-104 ,"£2,623.93",
DFID,DFID,21/10/2012,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£3,612.72",
DFID,DFID,23/10/2012,Reproduction & Printing Materials ,Human Resources Security & Facilities Division ,RICOH UK LTD ,100187-101 ,£714.00,
DFID,DFID,19/10/2012,Training - Course Fees ,Business Solutions Division Level ,Emergn ,200001-101 ,"£1,316.30",
DFID,DFID,09/10/2012,Training - Course Fees ,Business Solutions Division Level ,Emergn ,200001-101 ,"£16,875.00",
DFID,DFID,04/10/2012,Training - Course Fees ,Business Solutions Division Level ,Emergn ,200001-101 ,"£1,452.09",
DFID,DFID,09/10/2012,Training - Course Fees ,Business Solutions Division Level ,Emergn ,200001-101 ,"£12,050.00",
DFID,DFID,18/10/2012,Technical and Advisory Services ,East and Central Africa ,Simply Computers  Tanzania Ltd(USD) TZ ,202593-101 ,£515.63,
DFID,DFID,30/10/2012,Aid Programme - Accountable Grant Payments ,East and Central Africa ,ACTION AGAINST HUNGER UK ,202479-106 ,"£332,441.00",
DFID,DFID,17/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Ecological Economies and Development Limited ,202832-102 ,"£11,596.50",
DFID,DFID,01/10/2012,Legal costs ,Policy Division ,Marriott Davies Yapp LLP ,202372-102 ,"£1,048.80",
DFID,DFID,09/10/2012,Technical and Advisory Services ,West and Southern Africa ,THE POLICY PRACTICE LTD ,203230-103 ,"£28,487.18",
DFID,DFID,18/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Web Werks India Pvt. Ltd. ,114506-101 ,"£1,138.33",
DFID,DFID,01/10/2012,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CAMFED ,202493-101 ,"£1,602,804.00",
DFID,DFID,25/10/2012,Aid Programme - Core contributions ,International Finance Division ,Inter-American Development Bank USD ,202831-102 ,"£1,828,389.31",
DFID,DFID,29/10/2012,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CaritasCongoASBL ,105861-103 ,"£367,979.11",
DFID,DFID,11/10/2012,Technical and Advisory Services ,Finance and Corporate Performance Division ,OXFORD POLICY MANAGEMENT ,100008-103 ,"£5,100.00",
DFID,DFID,15/10/2012,Technical and Advisory Services ,Finance and Corporate Performance Division ,OXFORD POLICY MANAGEMENT ,100008-103 ,"£4,080.00",
DFID,DFID,04/10/2012,Computer software maintenance ,Business Solutions Division Level ,NORTHGATE HR LIMITED ,200002-105 ,"£2,780.80",
DFID,DFID,23/10/2012,Computer software maintenance ,Business Solutions Division Level ,NORTHGATE HR LIMITED ,200002-105 ,"£2,780.80",
DFID,DFID,04/10/2012,Training - Travel & Subsistence ,Human Resources Security & Facilities Division ,Civil Service College Limited ,100269-153 ,£877.38,
DFID,DFID,15/10/2012,Training - Course Fees ,Human Resources Security & Facilities Division ,CLOSE ASSET MANAGEMENT LTD ,100269-153 ,£950.00,
DFID,DFID,09/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,114058-101 ,"£1,755.17",
DFID,DFID,31/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,114058-101 ,"£15,991.36",
DFID,DFID,03/10/2012,Technical and Advisory Services ,Policy Division ,RSM Tenon Limited ,201242-101 ,"£4,709.11",
DFID,DFID,08/10/2012,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,Ningxia Economic Research Centre of Ningxia DRC ,200529-103 ,"£25,625.00",
DFID,DFID,25/10/2012,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,Inner Mongolia Autonomous Region Development and Research Centre ,200529-103 ,"£47,242.00",
DFID,DFID,17/10/2012,Technical and Advisory Services ,International Finance Division ,Marriott Davies Yapp LLP ,202936-101 ,"£12,712.50",
DFID,DFID,11/10/2012,Technical and Advisory Services ,Joint Trade Policy Division ,RLabs ,203530-102 ,"£3,380.00",
DFID,DFID,22/10/2012,Technical and Advisory Services ,Middle East & North Africa Division (MENAD) ,UPPER QUARTILE ,203620-101 ,"£10,220.31",
DFID,DFID,31/10/2012,Technical and Advisory Services ,Western Asia and Stabilisation Division ,OXFORD POLICY MANAGEMENT ,108742-101 ,"£111,814.08",
DFID,DFID,01/10/2012,Technical and Advisory Services ,Western Asia and Stabilisation Division ,RSM Tenon Limited ,202930-103 ,"£3,321.60",
DFID,DFID,01/10/2012,Technical and Advisory Services ,Western Asia and Stabilisation Division ,RSM Tenon Limited ,108750-102 ,"£3,321.60",
DFID,DFID,03/10/2012,Aid Programme - Accountable Grant Payments ,International Finance Division ,Results for Development Institute ,203314-101 ,"£232,582.00",
DFID,DFID,01/10/2012,Legal costs ,International Finance Division ,Marriott Davies Yapp LLP ,100098-101 ,£503.50,
DFID,DFID,01/10/2012,Aid Programme - Accountable Grant Payments ,International Finance Division ,Results for Development Institute ,201101-108 ,"£176,620.00",
DFID,DFID,26/10/2012,Other Admin Costs ,International Relations Division ,CSC ,202861-102 ,"£495,000.00",
DFID,DFID,26/10/2012,Aid Programme - Programme Contribution ,International Relations Division ,CSC ,202861-101 ,"£4,770,000.00",
DFID,DFID,04/10/2012,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,MINES ADVISORY GROUP ,201745-108 ,"£31,652.00",
DFID,DFID,04/10/2012,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,MINES ADVISORY GROUP ,201745-101 ,"£88,981.00",
DFID,DFID,04/10/2012,Property rates ,Human Resources Security & Facilities Division ,CITY OF WESTMINSTER ,100187-101 ,"£776,170.00",
DFID,DFID,08/10/2012,Technical and Advisory Services ,Western Asia and Stabilisation Division ,McKinsey & Co  Inc UK ,203297-101 ,"£134,065.00",
DFID,DFID,25/10/2012,Technical and Advisory Services ,West and Southern Africa ,SEARCH FOR COMMON GROUND ,200856-103 ,"£73,262.00",
DFID,DFID,02/10/2012,Aid Programme - Core contributions ,Conflict Humanitarian and Security Division ,BRITISH RED CROSS ,202031-101 ,"£3,000,000.00",
DFID,DFID,03/10/2012,Aid Programme - Accountable Grant Payments ,Middle East & North Africa Division (MENAD) ,INTERNATIONAL MEDICAL CORPS (UK) ,203216-108 ,"£20,501.00",
DFID,DFID,01/10/2012,Technical and Advisory Services ,East and Central Africa ,Marriott Davies Yapp LLP ,202844-101 ,"£2,136.50",
DFID,DFID,23/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OXFORD POLICY MANAGEMENT ,114100-101 ,"£32,210.15",
DFID,DFID,05/10/2012,Other passenger transport ,Asia  Caribbean and Overseas Territories ,ANDREW WEIR SHIPPING LTD ,201739-101 ,£958.00,
DFID,DFID,05/10/2012,Other passenger transport ,Asia  Caribbean and Overseas Territories ,ANDREW WEIR SHIPPING LTD ,201739-101 ,"£1,698.00",
DFID,DFID,31/10/2012,Aid Programme - Core contributions ,Research and Evidence Division ,Consortium for National Health Research (CNHR) ,113982-104 ,"£373,042.00",
DFID,DFID,12/10/2012,Training - Course Fees ,Internal Audit ,SCHOOL OF ORIENTAL & AFRICAN STUDIES ,100121-101 ,"£3,180.00",
DFID,DFID,12/10/2012,Aid Programme - Partnership Programme Arrangements ,Policy Division ,SAFERWORLD ,202709-101 ,"£434,790.00",
DFID,DFID,10/10/2012,Aid Programme - Partnership Programme Arrangements ,Policy Division ,BRITISH RED CROSS ,202786-101 ,"£409,498.75",
DFID,DFID,10/10/2012,Aid Programme - Partnership Programme Arrangements ,Policy Division ,FARM-Africa ,202624-101 ,"£769,567.50",
DFID,DFID,17/10/2012,Research & Development costs ,Research and Evidence Division ,CAB INTERNATIONAL ,201642-101 ,"£32,481.94",
DFID,DFID,24/10/2012,Storage & Distribution costs ,Business Solutions Division Level ,TNT Express (UK) Ltd ,200001-101 ,"£7,999.19",
DFID,DFID,19/10/2012,Data Network - land lines ,Business Solutions Division Level ,VERIZON UK LIMITED ,200002-126 ,"£4,372.93",
DFID,DFID,11/10/2012,Technical and Advisory Services ,Business Solutions Division Level ,SCC Ltd ,200003-153 ,"£30,600.00",
DFID,DFID,29/10/2012,Research & Development costs ,Research and Evidence Division ,BRITISH COUNCIL ,113957-101 ,"£7,747.00",
DFID,DFID,29/10/2012,Technical and Advisory Services ,Research and Evidence Division ,UNIVERSITY COLLEGE LONDON ,202796-101 ,"£212,113.62",
DFID,DFID,29/10/2012,Technical and Advisory Services ,Research and Evidence Division ,HTSPE LTD ,203193-101 ,"£129,690.00",
DFID,DFID,24/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,N D Hearnden ,202083-101 ,"£24,138.34",
DFID,DFID,23/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OXFORD POLICY MANAGEMENT ,202083-101 ,"£11,739.08",
DFID,DFID,29/10/2012,Research & Development costs ,Research and Evidence Division ,BRITISH COUNCIL ,113957-101 ,"£427,066.00",
DFID,DFID,17/10/2012,Technical and Advisory Services ,Research and Evidence Division ,CAB INTERNATIONAL ,112152-101 ,"£51,708.80",
DFID,DFID,31/10/2012,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,SAIIA ,202528-101 ,"£77,704.82",
DFID,DFID,18/10/2012,Office Supplies ,Asia  Caribbean and Overseas Territories ,Gomoti Stationery ,100025-101 ,£622.67,
DFID,DFID,15/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,CAPITA HELM CORPORATION LTD ,107448-101 ,"£186,949.51",
DFID,DFID,23/10/2012,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£16,286.00",
DFID,DFID,10/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,eCubeH Research Labs Private Limited ,108027-101 ,"£6,466.69",
DFID,DFID,23/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,GHK CONSULTING LTD ,108027-101 ,"£12,004.97",
DFID,DFID,23/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,GHK CONSULTING LTD ,108027-101 ,"£27,954.00",
DFID,DFID,23/10/2012,Technical and Advisory Services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,"£4,881.25",
DFID,DFID,03/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,203185-101 ,"£9,219.87",
DFID,DFID,19/10/2012,Technical and Advisory Services ,East and Central Africa ,I T TRANSPORT LTD ,105409-103 ,"£53,706.65",
DFID,DFID,01/10/2012,Furniture & Fittings ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,100069-101 ,"£7,232.93",
DFID,DFID,01/10/2012,Furniture & Fittings ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,100069-101 ,"£7,850.68",
DFID,DFID,01/10/2012,Furniture & Fittings ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,100069-101 ,"£1,480.50",
DFID,DFID,01/10/2012,Furniture & Fittings ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,100069-101 ,"£3,581.33",
DFID,DFID,19/10/2012,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CAMFED ,203292-101 ,"£491,825.00",
DFID,DFID,06/10/2012,Hardware -monitors ,Western Asia and Stabilisation Division ,Supplier Name withheld ,100061-101 ,£895.06,
DFID,DFID,08/10/2012,Office Equipment - Purchases ,West and Southern Africa ,Don Ruffles Ltd ,100144-101 ,"£1,226.92",
DFID,DFID,08/10/2012,Office Equipment - Purchases ,West and Southern Africa ,Don Ruffles Ltd ,101618-101 ,"£3,003.83",
DFID,DFID,23/10/2012,Technical and Advisory Services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,201874-103 ,"£41,666.87",
DFID,DFID,10/10/2012,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Rose Town Foundation for The Built Environment Limited ,201158-107 ,"£5,674.00",
DFID,DFID,08/10/2012,Technical and Advisory Services ,East and Central Africa ,RIFT VALLEY RESEARCH LIMITED ,101630-101 ,"£11,840.00",
DFID,DFID,29/10/2012,Technical and Advisory Services ,East and Central Africa ,HTSPE LTD ,103548-101 ,"£13,477.36",
DFID,DFID,25/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,113537-104 ,"£14,900.59",
DFID,DFID,10/10/2012,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,201129-104 ,"£58,348.95",
DFID,DFID,18/10/2012,Technical and Advisory Services ,West and Southern Africa ,HTSPE LTD ,200681-101 ,"£320,537.44",
DFID,DFID,22/10/2012,Technical and Advisory Services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,200341-101 ,"£300,146.36",
DFID,DFID,13/10/2012,Office Equipment - Purchases ,Asia  Caribbean and Overseas Territories , FCO SERVICES ,201652-106 ,£619.61,
DFID,DFID,15/10/2012,Technical and Advisory Services ,East and Central Africa ,IMC Worldwide Ltd ,200221-105 ,"£15,398.62",
DFID,DFID,09/10/2012,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Msasa Carpets ,101638-103 ,"£1,054.73",
DFID,DFID,24/10/2012,Technical and Advisory Services ,International Relations Division ,RACHEL SMITH-GOVONI ,202961-101 ,"£4,284.52",
DFID,DFID,12/10/2012,Technical and Advisory Services ,Middle East & North Africa Division (MENAD) ,OXFORD POLICY MANAGEMENT ,202241-104 ,"£45,545.56",
DFID,DFID,23/10/2012,Air fares ,Western Asia and Stabilisation Division ,OMAR TRAVELS ,101624-101 ,£587.74,
DFID,DFID,10/10/2012,Training - Travel & Subsistence ,Western Asia and Stabilisation Division ,OMAR TRAVELS ,101624-101 ,£587.65,
DFID,DFID,04/10/2012,Training - Travel & Subsistence ,Western Asia and Stabilisation Division ,OMAR TRAVELS ,101624-101 ,£723.09,
DFID,DFID,03/10/2012,Training - Travel & Subsistence ,Western Asia and Stabilisation Division ,OMAR TRAVELS ,101624-101 ,£556.46,
DFID,DFID,19/10/2012,Aid Programme - Accountable Grant Payments ,East and Central Africa ,ACTION AGAINST HUNGER UK ,202963-118 ,"£422,248.00",
DFID,DFID,23/10/2012,Research & Development costs ,Research and Evidence Division ,SCHOOL OF ORIENTAL & AFRICAN STUDIES ,203337-101 ,"£9,967.50",
DFID,DFID,17/10/2012,Technical and Advisory Services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,"£3,321.88",
DFID,DFID,17/10/2012,Technical and Advisory Services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,£835.86,
DFID,DFID,23/10/2012,Technical and Advisory Services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,"£97,625.00",
DFID,DFID,25/10/2012,Technical and Advisory Services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202524-113 ,"£2,462.97",
DFID,DFID,05/10/2012,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202524-114 ,"£7,417.17",
DFID,DFID,25/10/2012,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202524-112 ,"£49,259.38",
DFID,DFID,04/10/2012,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,MINES ADVISORY GROUP ,201745-102 ,"£54,038.00",
DFID,DFID,05/10/2012,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,MINES ADVISORY GROUP ,201745-103 ,"£28,691.00",
DFID,DFID,04/10/2012,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,MINES ADVISORY GROUP ,201745-104 ,"£23,313.00",
