Newcastle City Council Invoices over £500 paid in July 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1MR11,Walker Social Work Office    E,"1,239.13"
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1MR17,SHERIFF LEAS SOCIAL WORK OFFIE,814.14
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1MR58,Transport Function           M,995.40
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1MW01,Palatine Products            M,"9,905.96"
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1MW03,Capabilities                 M,266.58
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1MX01,Welford Centre               M,"2,633.40"
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1V204,Car Parking Infrastructure   K,615.67
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1V610,ABR West Team                K,"1,331.59"
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1V630,ABR East Team                K,601.44
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1VH06,Housing Development          K,7.84
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1VH26,Housing Services             M,300.03
Chief Executive's,Utilities                              ,Premises,18 July 2011,BRITISH GAS BUSINESS,5106638,Revenue,1VH70,Private Rented Project       K,124.40
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E240,Reg Service - Hearing ImpaireE,24.69
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E245,Service for Visually ImpairedE,50.77
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E262,School Site Issues           E,71.71
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E302,Parent Partnership Service   E,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CA05,CITY SERVICE CASHIERS        C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CA06,PAYPOINT COMMISSION          C,45.84
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CC00,CUSTOMER SERVICE MANAGEMENT  C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CC24,TELECOMS                     C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CC25,TELEPHONE EXCHANGE           C,80.22
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CC52,DENTON CSC                   C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CC53,SHIELDS ROAD INTERIM CSC     C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CC57,GOSFORTH LIFT CSC            C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CE00,Exchequer Overheads          C,47.76
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CG00,PAYMENTS                     C,-10.36
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CM00,IT MANAGEMENT & ADMIN        C,80.22
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CS00,BENEFITS OPERATIONAL COSTS   C,703.09
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1CT01,TRANSFORMATION MANAGEMENT    C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1D520,Trading Standards            K,11.48
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DE46,i2- Byker NEC                K,70.97
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DE48,i8 - Lynwood NEC             K,41.69
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DE49,i4- Quayside NEC             K,232.45
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DE50,i6- Charlotte Square NEC     K,413.85
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DE90,Operations Unit Team Costs   K,24.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DF28,41 Jesmond Vale (Music Serv) M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DF32,City Centre Tic              M,46.85
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DG01,Executive Director Of E&R    K,57.30
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DQ98,S&M Pendower Hall            F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DR03,Grainger Market              F,34.38
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DR11,1A High Friars               F,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT02,Ayton St Workshops           F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT03,Denmark Street Industrial EstF,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT07,Hawick Cres Industrial EstateF,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT08,Whitehouse Enterprise Centre F,16.14
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT10,Riversdales Court Ind Est    F,46.26
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT11,St Michaels Workshops        F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT12,Brunswick Park Ind Est Units F,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT14,Walker Riverside Ind Units   F,23.30
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DT15,Chillingham Rd Ind Est       F,68.76
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DV05,Jesmond Road Offices         F,57.30
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DV06,Great North Road.            F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DV10,Anderson House               F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DY54,Blackfriars                  F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DY76,Charlton Bonds               F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1DZW1,Mill Lane Managed For Twedco F,34.38
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E313,Y.T. Oakfield                E,46.22
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E32E,Newcastle Springfield Centre E,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E459,Cruddas PK Early Years CentreE,46.86
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E461,Armstrong Road               E,15.34
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,36.93
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E463,Ryehill Community C C P      E,16.30
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E464,Shieldfield Community C C P  E,29.89
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E465,Willow Avenue Community C C PE,32.95
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E660,SF-EX In Cities Learning CtrsE,91.63
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E711,Walkergate CC-PREV SF EEC    E,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E756,Oakfield Solutions(LSC)      E,2.76
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1E761,SF ICT Broadband ConnectivityE,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EA34,Skills For Life FE Resources M,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EA38,Family Learning              M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EA56,Resources West FE            M,231.60
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EA58,Resources North West FE      M,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EEB1,C&B CC Central Costs         E,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EED1,North Moor CC Central Costs  E,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EEE9,SSE West Walker Family CentreE,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EEG8,W River Nuns Moor CC         E,85.57
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EEJ7,Newburn Childrens Centre     E,32.84
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EEK1,Fenham Childrens Centre      E,17.71
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EEK3,Ouseburn Childrens Centre    E,13.37
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EEK4,Northern Villages C Centre   E,50.31
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EEM1,North Fenham Children's CentrE,14.50
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ01,Aadministration              M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ34,Home Delivery                M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ41,Fawdon Branch Library        M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ44,Jesmond Branch Library       M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ53,High Heaton Branch Library   M,34.38
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ54,Walker Branch Library        M,38.26
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ61,West End Branch Library      M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ62,Cruddas Park Branch Library  M,5.27
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ63,Denton Burn Branch Library   M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ66,Fenham Branch Library        M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ71,Blakelaw Branch Library      M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ73,Dinnington Branch Library    M,18.47
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ74,Newbiggin Hall Branch LibraryM,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ75,Newburn Branch Library       M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1EJ87,Library PFI Costs            M,66.78
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1FA53,Reg Of Births Deaths & Margs F,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1FC38,Comm Dev Outer West North    F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1FN01,Lord Mayors Secretariat      F,39.39
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1FP50,TRAINING UNIT                F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1FR07,CBM-Lift Soft Procurement    F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1HP01,Comm. Centres - Citywide     H,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1HP93,COMM. CENTRES - N/B/H        H,4.58
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1HSA1,N/B/ST HOSTEL - HOMELESS     K,38.26
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KB10,CITYBUILD ADMIN O/H          K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KE14,Waste Disp Gen Overhead      K,0.71
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KE15,Waste Disp Byker             K,38.78
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KE18,Walbottle Recycling Centre   K,31.21
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KE21,Brunswick Recycling Centre   K,21.23
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KE23,Sandhills                    K,95.18
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KE27,Cems And Crem Overhead       K,74.36
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KE29,Cemeteries - General         K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KE40,West Road Crematorium        K,50.41
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KELA,Traffic Sig General Oh       K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KELD,Planned Maintenance SunderlanK,34.38
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEND,Fleet Fuel Account           K,45.84
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KENG,MOT                          K,34.38
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEWA,Newington Road East Depot    K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEWB,Newington Road West Depot    K,149.38
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEWC,Condercum Road Depot         K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEWH,Jesmond Dene Depot           K,78.36
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEWJ,Other Grounds Depot          K,29.26
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEWK,Other Cleansing Depot        K,26.80
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEWL,Leazes Lane Depot            K,62.64
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KEWM,Ayton Street Depot           K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KF08,GOSFORTH CIVIC               K,64.94
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFA1,Ashfield Nursery             K,11.87
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFA2,Cruddas Park Nursery         K,17.08
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFA5,Monkchester Road Nur         K,15.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFA6,Walkergate Nursery           K,17.04
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFB1,Lemington Riverside Primary  K,20.97
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFB4,Walbottle First              K,19.01
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFB5,Waverley Primary             K,16.64
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFB6,Cheviot First                K,17.00
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFB7,Farne First                  K,19.26
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFB8,Gosforth Grange 1ST          K,15.59
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFB9,Knoplaw 1ST/Milecstl         K,15.34
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFBL,BYKER LODGE                  K,13.31
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFC1,Beech Hill                   K,17.59
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFC2,Regent Farm First            K,13.19
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFC3,Simonside First              K,15.81
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFC4,South Gosforth First         K,14.10
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFC6,Archibold First              K,12.51
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFC7,Dinnington First             K,18.48
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFC8,Gosforth Park First          K,12.54
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFCL,CONNIE LEWCOCK HOUSE         K,13.85
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFE1,Broadwood Primary            K,16.23
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFE3,Bridgewater Centre           K,15.73
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFE5,English Martyrs R.C.         K,16.85
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFE6,Hawthorn Primary             K,12.40
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFE7,Moorside Community           K,21.64
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFE9,St Josephs RC Prim           K,16.43
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFF1,St Johns Primary             K,15.68
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFF2,Stocksfield Ave Prim         K,13.28
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFF3,St Bedes RC Primary          K,13.23
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFF4,Sacred Heart Primary         K,11.91
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFF7,St Michaels Primary          K,12.44
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFF8,St Cuthberts Prim Walbottle  K,12.50
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFG1,Hilton Primary               K,15.94
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFG2,Kenton Bar Primary           K,13.07
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFG3,Kingston Park                K,16.54
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFG5,Mountfield Jnr/Inf           K,11.87
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFG6,Nth Fawdon Primary           K,12.23
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFG7,Our Lady & St Annes          K,17.40
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFG8,St Cuthberts Prim Kenton     K,13.40
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFG9,St John Vianney RC P         K,16.51
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFH1,St Marks RC Primary          K,12.06
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFH2,St Pauls C Of E Prim         K,15.14
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFH3,Thos Walling Prim            K,12.77
